CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"068901114","IRELAND EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901115","LAMAR EARLY EE-KG"," ","N","N","N","N","Y","N","N","N","M"," ","ECTOR COUNTY ISD","068901","PK","EE","EE - PK","E"
"068901116","EL MAGNET AT MILAM EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","PK","PK - 05","E"
"068901117","PEASE EL"," ","N","N","N","N","N","N","N","N","I"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901118","EL MAGNET AT REAGAN EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901119","ROSS EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901121","SAN JACINTO EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901122","EL MAGNET AT TRAVIS"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901123","EL MAGNET AT ZAVALA"," ","N","N","N","N","N","N","N","N","I"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901124","NOEL EL"," ","N","N","N","N","N","N","N","N","I"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901125","BLANTON EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","PK","PK - 05","E"
"068901126","MURRY FLY EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","PK","PK - 05","E"
"068901127","EL MAGNET AT BLACKSHEAR"," ","N","N","N","N","N","N","N","N","I"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901128","L B JOHNSON EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901129","BARBARA JORDAN EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901130","LAURO CAVAZOS EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901131","EDWARD K DOWNING EL"," ","N","N","N","N","N","N","N","N","I"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901132","G E 'BUDDY' WEST EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"068901133","LEE BUICE EL"," ","N","N","N","N","N","N","N","N","M"," ","ECTOR COUNTY ISD","068901","05","KG","KG - 05","E"
"069901001","ROCKSPRINGS K-12"," ","N","N","N","N","N","N","N","N","M"," ","ROCKSPRINGS ISD","069901","12","PK","PK - 12","B"
"069902001","NUECES CANYON JH/HS"," ","N","N","N","N","N","N","N","N","M"," ","NUECES CANYON CISD","069902","12","07","07 - 12","S"
"069902101","NUECES CANYON EL"," ","N","N","N","N","N","N","N","N","M"," ","NUECES CANYON CISD","069902","06","PK","PK - 06","E"
"070801002","OAK CLIFF FAITH FAMILY ACADEMY","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","WAXAHACHIE FAITH FAMILY ACADEMY","070801","12","PK","PK - 12","B"
"070801041","WAXAHACHIE FAMILY FAITH ACADEMY","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","WAXAHACHIE FAITH FAMILY ACADEMY","070801","08","06","06 - 08","M"
"070801101","WAXAHACHIE FAMILY FAITH ACADEMY"," ","N","N","Y","N","N","N","N","N","I","0","WAXAHACHIE FAITH FAMILY ACADEMY","070801","05","PK","PK - 05","E"
"070901001","AVALON SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","AVALON ISD","070901","12","PK","PK - 12","B"
"070903002","ENNIS H S"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","12","09","09 - 12","S"
"070903042","ENNIS J H"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","08","07","07 - 08","M"
"070903043","DORIE MILLER INT"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","06","04","04 - 06","E"
"070903101","AUSTIN EL"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","03","01","01 - 03","E"
"070903102","HOUSTON EL"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","03","01","01 - 03","E"
"070903103","BOWIE EL"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","03","01","01 - 03","E"
"070903104","TRAVIS EL"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","03","01","01 - 03","E"
"070903105","JACK LUMMUS INT"," ","N","N","N","N","N","N","N","N","M"," ","ENNIS ISD","070903","06","04","04 - 06","E"
"070903106","DAVID S CROCKETT EARLY CHILDHOOD C"," ","N","N","N","N","Y","N","N","N","M"," ","ENNIS ISD","070903","KG","EE","EE - KG","E"
"070903107","G W CARVER EARLY CHILDHOOD CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ENNIS ISD","070903","KG","PK","PK - KG","E"
"070905002","FERRIS H S"," ","N","N","N","N","N","N","N","N","M"," ","FERRIS ISD","070905","12","09","09 - 12","S"
"070905041","FERRIS J H"," ","N","N","N","N","N","N","N","N","M"," ","FERRIS ISD","070905","08","06","06 - 08","M"
"070905103","HAZEL INGRAM EL"," ","N","N","N","N","Y","N","N","N","M"," ","FERRIS ISD","070905","KG","EE","EE - KG","E"
"070905104","FERRIS INT"," ","N","N","N","N","N","N","N","N","M"," ","FERRIS ISD","070905","05","04","04 - 05","E"
"070905105","LUCY MAE MCDONALD EL"," ","N","N","N","N","N","N","N","N","M"," ","FERRIS ISD","070905","03","01","01 - 03","E"
"070907001","ITALY H S"," ","N","N","N","N","N","N","N","N","M"," ","ITALY ISD","070907","12","06","06 - 12","B"
"070907101","STAFFORD EL"," ","N","N","N","N","N","N","N","N","M"," ","ITALY ISD","070907","05","EE","EE - 05","E"
"070908001","MIDLOTHIAN H S"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","12","09","09 - 12","S"
"070908003","MIDLOTHIAN HERITAGE H S"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","12","09","09 - 12","S"
"070908042","FRANK SEALE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","08","06","06 - 08","M"
"070908044","WALNUT GROVE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","08","06","06 - 08","M"
"070908103","IRVIN EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","KG","KG - 05","E"
"070908104","T E BAXTER EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","EE","EE - 05","E"
"070908105","LONGBRANCH EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","KG","KG - 05","E"
"070908106","MT PEAK EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","EE","EE - 05","E"
"070908107","J A VITOVSKY EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","EE","EE - 05","E"
"070908108","LARUE MILLER EL"," ","N","N","N","N","N","N","N","N","M"," ","MIDLOTHIAN ISD","070908","05","EE","EE - 05","E"
"070908109","DOLORES MCCLATCHEY EL"," ","N","N","N","N","N","N","Y","N","M"," ","MIDLOTHIAN ISD","070908","05","KG","KG - 05","E"
"070909001","MILFORD SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","MILFORD ISD","070909","12","PK","PK - 12","B"
"070910001","PALMER H S"," ","N","N","N","N","N","N","N","N","M"," ","PALMER ISD","070910","12","09","09 - 12","S"
"070910041","PALMER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","PALMER ISD","070910","08","05","05 - 08","M"
"070910101","PALMER EL"," ","N","N","N","N","N","N","N","N","M"," ","PALMER ISD","070910","04","PK","PK - 04","E"
"070911001","RED OAK H S"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","12","09","09 - 12","S"
"070911041","RED OAK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","08","06","06 - 08","M"
"070911101","RED OAK EL"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","05","EE","EE - 05","E"
"070911102","WOODEN EL"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","05","PK","PK - 05","E"
"070911103","EASTRIDGE EL"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","05","PK","PK - 05","E"
"070911105","SHIELDS EL"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","05","PK","PK - 05","E"
"070911107","RUSSELL P SCHUPMANN EL"," ","N","N","N","N","N","N","N","N","M"," ","RED OAK ISD","070911","05","PK","PK - 05","E"
"070912002","WAXAHACHIE H S"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","12","09","09 - 12","S"
"070912003","WAXAHACHIE H S OF CHOICE","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","Z"," ","WAXAHACHIE ISD","070912","12","11","11 - 12","S"
"070912004","WAXAHACHIE GLOBAL H S"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","12","09","09 - 12","S"
"070912042","EDDIE FINLEY SR J H"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","08","06","06 - 08","M"
"070912043","ROBBIE E HOWARD J H"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","08","06","06 - 08","M"
"070912104","NORTHSIDE EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","KG","KG - 05","E"
"070912106","DUNAWAY EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","PK","PK - 05","E"
"070912107","SHACKELFORD EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","KG","KG - 05","E"
"070912108","WEDGEWORTH EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","EE","EE - 05","E"
"070912110","MARGARET L FELTY EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","KG","KG - 05","E"
"070912111","OLIVER E CLIFT EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","PK","PK - 05","E"
"070912112","MARVIN EL"," ","N","N","N","N","N","N","N","N","M"," ","WAXAHACHIE ISD","070912","05","EE","EE - 05","E"
"070915001","MAYPEARL H S"," ","N","N","N","N","N","N","N","N","M"," ","MAYPEARL ISD","070915","12","09","09 - 12","S"
"070915041","MAYPEARL J H"," ","N","N","N","N","N","N","N","N","M"," ","MAYPEARL ISD","070915","08","07","07 - 08","M"
"070915043","MAYPEARL INT"," ","N","N","N","N","N","N","N","N","M"," ","MAYPEARL ISD","070915","06","05","05 - 06","M"
"070915101","LORENE SMITH KIRKPATRICK EL"," ","N","N","N","N","N","N","N","N","M"," ","MAYPEARL ISD","070915","04","EE","EE - 04","E"
"071801001","HOWARD BURNHAM EL"," ","N","N","Y","N","N","N","N","N","M"," ","BURNHAM WOOD CHARTER SCHOOL DISTRI","071801","05","KG","KG - 05","E"
"071801003","DAVINCI SCHOOL FOR SCIENCE AND THE"," ","N","N","Y","N","N","N","N","N","M"," ","BURNHAM WOOD CHARTER SCHOOL DISTRI","071801","12","06","06 - 12","B"
"071803001","PASO DEL NORTE ACADEMY-MESA CHARTE","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","PASO DEL NORTE ACADEMY CHARTER DIS","071803","12","09","09 - 12","S"
"071803002","PASEO DEL NORTE ACADEMY-VISTA DEL","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","PASO DEL NORTE ACADEMY CHARTER DIS","071803","12","09","09 - 12","S"
"071804001","EL PASO ACADEMY","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","EL PASO ACADEMY","071804","12","09","09 - 12","S"
"071804002","EL PASO ACADEMY WEST","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","A"," ","EL PASO ACADEMY","071804","12","09","09 - 12","S"
"071806001","HARMONY SCIENCE ACAD (EL PASO)"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACAD (EL PASO)","071806","12","06","06 - 12","B"
"071806002","HARMONY SCHOOL OF INNOVATION - EL"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACAD (EL PASO)","071806","12","KG","KG - 12","B"
"071806004","HARMONY SCIENCE ACADEMY - LUBBOCK"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACAD (EL PASO)","071806","08","PK","PK - 08","E"
"071806005","HARMONY SCIENCE ACADEMY - ODESSA"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACAD (EL PASO)","071806","08","KG","KG - 08","E"
"071806006","HARMONY SCHOOL OF EXCELLENCE - EL"," ","N","N","Y","N","N","N","Y","N","M"," ","HARMONY SCIENCE ACAD (EL PASO)","071806","06","KG","KG - 06","E"
"071807101","LA FE PREPARATORY SCHOOL"," ","N","N","Y","N","N","N","N","N","M"," ","LA FE PREPARATORY SCHOOL","071807","08","PK","PK - 08","E"
"071809001","VISTA DEL FUTURO CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","M"," ","VISTA DEL FUTURO CHARTER SCHOOL","071809","06","KG","KG - 06","E"
"071810001","EL PASO LEADERSHIP ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","EL PASO LEADERSHIP ACADEMY","071810","08","06","06 - 08","M"
"071901001","CLINT H S"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","12","09","09 - 12","S"
"071901002","MOUNTAIN VIEW H S"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","12","09","09 - 12","S"
"071901004","HORIZON H S"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","12","09","09 - 12","S"
"071901009","CLINT ISD EARLY COLLEGE ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","12","09","09 - 12","S"
"071901041","CLINT J H SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","08","06","06 - 08","M"
"071901042","EAST MONTANA MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","08","06","06 - 08","M"
"071901044","HORIZON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","08","06","06 - 08","M"
"071901045","RICARDO ESTRADA J H"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","08","06","06 - 08","M"
"071901101","WM DAVID SURRATT EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","EE","EE - 05","E"
"071901102","RED SANDS EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","EE","EE - 05","E"
"071901103","DESERT HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","EE","EE - 05","E"
"071901104","MONTANA VISTA EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","PK","PK - 05","E"
"071901105","FRANK MACIAS EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","EE","EE - 05","E"
"071901106","CARROLL T WELCH EL"," ","N","N","N","N","N","N","N","N","M"," ","CLINT ISD","071901","05","PK","PK - 05","E"
"071902001","ANDRESS H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902002","AUSTIN H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902003","BOWIE H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902004","BURGES H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902005","CORONADO H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902006","EL PASO H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902008","IRVIN H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902009","JEFFERSON H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902010","FRANKLIN H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902011","SILVA HEALTH MAGNET"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902012","CHAPIN H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902015","TRANSMOUNTAIN EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902020","COLLEGE CAREER TECHNOLOGY ACADEMY","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","EL PASO ISD","071902","12","07","07 - 12","S"
"071902025","DELTA ACADEMY","RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","X"," ","EL PASO ISD","071902","12","08","08 - 12","S"
"071902027","TELLES ACADEMY"," ","N","N","N","Y","N","N","N","N","X"," ","EL PASO ISD","071902","12","09","09 - 12","S"
"071902032","TELLES ACADEMY J J A E P"," ","N","N","N","N","N","Y","N","N","X"," ","EL PASO ISD","071902","09","09","09 - 09","S"
"071902040","DR LORENZO G LAFARELLE MIDDLE"," ","N","N","N","Y","N","N","N","N","X"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902041","HENDERSON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902042","ROSS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902043","CANYON HILLS MIDDLE"," ","N","N","N","N","N","N","N","N","I"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902044","GUILLEN MIDDLE"," ","N","N","N","N","N","N","N","N","I"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902045","CHARLES MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902046","MOREHEAD MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902047","MAGOFFIN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902048","TERRACE HILLS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902049","BASSETT MIDDLE"," ","N","N","N","N","N","N","N","N","I"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902051","LINCOLN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902052","WIGGS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902053","HORNEDO MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902054","ARMENDARIZ MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902055","RICHARDSON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902056","BROWN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","08","06","06 - 08","M"
"071902057","DR LORENZO G LAFARELLE JJAEP"," ","N","N","N","N","N","Y","Y","N","X"," ","EL PASO ISD","071902","08","07","07 - 08","M"
"071902102","ALTA VISTA EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902103","AOY EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902104","BEALL EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902105","BLISS EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902106","BONHAM EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902107","BURLESON EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902108","BURNET EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902109","CLARDY EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902110","COLDWELL EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902111","COOLEY EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902112","CROCKETT EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902113","CROSBY EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902114","DOUGLASS EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902115","DOWELL EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902116","FANNIN EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902118","HART EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902119","HAWKINS EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902121","HILLSIDE EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","EE","EE - 05","E"
"071902123","HUGHEY EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902125","LAMAR EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
"071902128","LOGAN EL"," ","N","N","N","N","N","N","N","N","M"," ","EL PASO ISD","071902","05","PK","PK - 05","E"
