DISTNAME,CAMPNAME,District_ID,Campus_ID,REGION,CFLALTED,C_RATING,CI1,CI1_CUT,CI1_MET,CI2,CI2_CUT,CI2_MET,CI3,CI3_CUT,CI3_MET,CI4,CI4_CUT,CI4_MET
IDEA PUBLIC SCHOOLS,IDEA QUEST COLLEGE PREPARATORY,108807,108807002,1,False,M,92,60,Y,47,17,Y,64,30,Y,92,60,Y
IDEA PUBLIC SCHOOLS,IDEA FRONTIER COLLEGE PREPARATORY,108807,108807003,1,False,M,92,60,Y,39,17,Y,65,30,Y,92,60,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREPARATORY MISSION,108807,108807004,1,False,M,85,60,Y,41,17,Y,53,30,Y,88,60,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREPARATORY SAN BENIT,108807,108807005,1,False,M,84,60,Y,35,17,Y,53,30,Y,90,60,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREPARATORY SAN JUAN,108807,108807006,1,False,M,84,60,Y,39,17,Y,51,30,Y,88,60,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREPARATORY ALAMO,108807,108807007,1,False,M,85,60,Y,32,17,Y,51,30,Y,53,21,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREPARATORY PHARR,108807,108807008,1,False,M,84,60,Y,40,17,Y,56,30,Y,59,21,Y
IDEA PUBLIC SCHOOLS,IDEA EDINBURG COLLEGE PREPARATORY,108807,108807009,1,False,M,90,60,Y,43,17,Y,58,30,Y,64,21,Y
IDEA PUBLIC SCHOOLS,IDEA COLLEGE PREP WESLACO,108807,108807010,1,False,M,82,60,Y,33,17,Y,49,30,Y,50,21,Y
IDEA PUBLIC SCHOOLS,IDEA MCALLEN COLLEGE PREPARATORY,108807,108807011,1,False,M,96,60,Y,48,17,Y,67,30,Y,71,21,Y
IDEA PUBLIC SCHOOLS,IDEA BROWNSVILLE COLLEGE PREPARATO,108807,108807012,1,False,M,90,60,Y,43,17,Y,56,30,Y,60,21,Y
IDEA PUBLIC SCHOOLS,IDEA WESLACO PIKE COLLEGE PREPARAT,108807,108807013,1,False,M,87,60,Y,42,30,Y,55,26,Y,54,13,Y
IDEA PUBLIC SCHOOLS,IDEA RIVERVIEW COLLEGE PREPARATORY,108807,108807014,1,False,M,85,60,Y,45,30,Y,53,26,Y,43,13,Y
IDEA PUBLIC SCHOOLS,IDEA NORTH MISSION COLLEGE PREPARA,108807,108807015,1,False,M,81,60,Y,38,30,Y,51,26,Y,45,13,Y
IDEA PUBLIC SCHOOLS,IDEA TOROS COLLEGE PREPARATORY,108807,108807018,1,False,M,85,60,Y,25,17,Y,54,30,Y,64,21,Y
IDEA PUBLIC SCHOOLS,IDEA CARVER COLLEGE PREPARATORY,108807,108807020,1,False,M,86,60,Y,36,17,Y,55,30,Y,49,21,Y
IDEA PUBLIC SCHOOLS,IDEA SOUTH FLORES COLLEGE PREPARAT,108807,108807021,1,False,M,86,60,Y,43,30,Y,50,26,Y,54,13,Y
IDEA PUBLIC SCHOOLS,IDEA MONTERREY PARK COLLEGE PREPAR,108807,108807022,1,False,M,83,60,Y,37,30,Y,53,26,Y,44,13,Y
IDEA PUBLIC SCHOOLS,IDEA WALZEM COLLEGE PREPARATORY,108807,108807023,1,False,M,72,60,Y,31,30,Y,42,26,Y,34,13,Y
IDEA PUBLIC SCHOOLS,IDEA EASTSIDE COLLEGE PREPARATORY,108807,108807024,1,False,M,71,60,Y,43,30,Y,42,26,Y,28,13,Y
IDEA PUBLIC SCHOOLS,IDEA JUDSON COLLEGE PREPARATORY,108807,108807025,1,False,M,82,60,Y,45,30,Y,48,26,Y,31,13,Y
IDEA PUBLIC SCHOOLS,IDEA MAYS COLLEGE PREPARATORY,108807,108807026,1,False,M,90,60,Y,47,30,Y,58,26,Y,39,13,Y
IDEA PUBLIC SCHOOLS,IDEA ALLAN COLLEGE PREPARATORY,108807,108807035,1,False,M,81,60,Y,41,17,Y,48,30,Y,50,21,Y
IDEA PUBLIC SCHOOLS,IDEA RUNDBERG COLLEGE PREPARATORY,108807,108807036,1,False,M,77,60,Y,37,30,Y,47,26,Y,30,13,Y
IDEA PUBLIC SCHOOLS,IDEA BLUFF SPRINGS COLLEGE PREPARA,108807,108807037,1,False,M,75,60,Y,41,30,Y,44,26,Y,28,13,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY,108807,108807101,1,False,M,76,60,Y,43,32,Y,46,28,Y,41,12,Y
IDEA PUBLIC SCHOOLS,IDEA QUEST ACADEMY,108807,108807102,1,False,M,84,60,Y,44,32,Y,51,28,Y,49,12,Y
IDEA PUBLIC SCHOOLS,IDEA FRONTIER ACADEMY,108807,108807103,1,False,M,77,60,Y,52,32,Y,46,28,Y,48,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY MISSION,108807,108807104,1,False,M,82,60,Y,48,32,Y,49,28,Y,43,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY SAN BENITO,108807,108807105,1,False,M,82,60,Y,48,32,Y,50,28,Y,48,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY SAN JUAN,108807,108807106,1,False,M,75,60,Y,41,32,Y,46,28,Y,40,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY ALAMO,108807,108807107,1,False,M,76,60,Y,47,32,Y,47,28,Y,52,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY PHARR,108807,108807108,1,False,M,77,60,Y,46,32,Y,47,28,Y,45,12,Y
IDEA PUBLIC SCHOOLS,IDEA EDINBURG ACADEMY,108807,108807109,1,False,M,89,60,Y,48,32,Y,58,28,Y,60,12,Y
IDEA PUBLIC SCHOOLS,IDEA ACADEMY WESLACO,108807,108807110,1,False,M,88,60,Y,49,32,Y,54,28,Y,59,12,Y
IDEA PUBLIC SCHOOLS,IDEA MCALLEN ACADEMY,108807,108807111,1,False,M,89,60,Y,50,32,Y,59,28,Y,59,12,Y
IDEA PUBLIC SCHOOLS,IDEA BROWNSVILLE ACADEMY,108807,108807112,1,False,M,93,60,Y,47,32,Y,61,28,Y,60,12,Y
IDEA PUBLIC SCHOOLS,IDEA WESLACO PIKE ACADEMY,108807,108807113,1,False,M,77,60,Y,40,32,Y,47,28,Y,42,12,Y
IDEA PUBLIC SCHOOLS,IDEA RIVERVIEW ACADEMY,108807,108807114,1,False,Z,,60,Z,,32,Z,,28,Z,,,Z
IDEA PUBLIC SCHOOLS,IDEA NORTH MISSION ACADEMY,108807,108807115,1,False,Z,,60,Z,,32,Z,,28,Z,,,Z
IDEA PUBLIC SCHOOLS,IDEA CARVER ACADEMY,108807,108807120,1,False,M,79,60,Y,50,32,Y,50,28,Y,43,12,Y
IDEA PUBLIC SCHOOLS,IDEA SOUTH FLORES ACADEMY,108807,108807121,1,False,M,82,60,Y,45,32,Y,48,28,Y,47,12,Y
IDEA PUBLIC SCHOOLS,IDEA MONTERREY PARK ACADEMY,108807,108807122,1,False,M,71,60,Y,36,32,Y,43,28,Y,38,12,Y
IDEA PUBLIC SCHOOLS,IDEA WALZEM ACADEMY,108807,108807123,1,False,M,68,60,Y,38,32,Y,38,28,Y,29,12,Y
IDEA PUBLIC SCHOOLS,IDEA EASTSIDE ACADEMY,108807,108807124,1,False,M,62,60,Y,42,32,Y,38,28,Y,26,12,Y
IDEA PUBLIC SCHOOLS,IDEA JUDSON ACADEMY,108807,108807125,1,False,Z,,60,Z,,32,Z,,28,Z,,,Z
IDEA PUBLIC SCHOOLS,IDEA MAYS ACADEMY,108807,108807126,1,False,Z,,60,Z,,32,Z,,28,Z,,,Z
IDEA PUBLIC SCHOOLS,IDEA ALLAN ACADEMY,108807,108807135,1,False,M,76,60,Y,52,32,Y,47,28,Y,42,12,Y
IDEA PUBLIC SCHOOLS,IDEA RUNDBERG ACADEMY,108807,108807136,1,False,M,71,60,Y,54,32,Y,50,28,Y,34,12,Y
IDEA PUBLIC SCHOOLS,IDEA BLUFF SPRINGS ACADEMY,108807,108807137,1,False,Z,,60,Z,,32,Z,,28,Z,,,Z
VANGUARD ACADEMY,VANGUARD REMBRANDT,108808,108808101,1,False,M,83,60,Y,41,17,Y,50,30,Y,88,60,Y
VANGUARD ACADEMY,VANGUARD PICASSO,108808,108808103,1,False,M,84,60,Y,47,32,Y,54,28,Y,56,12,Y
VANGUARD ACADEMY,VANGUARD MOZART,108808,108808104,1,False,M,77,60,Y,42,32,Y,42,28,Y,38,12,Y
VANGUARD ACADEMY,VANGUARD BEETHOVEN,108808,108808105,1,False,M,79,60,Y,34,32,Y,45,28,Y,45,12,Y
EXCELLENCE IN LEADERSHIP ACADEMY,EXCELLENCE IN LEADERSHIP ACADEMY,108809,108809001,1,False,I,51,60,N,31,32,N,28,28,Y,29,12,Y
DONNA ISD,DONNA H S,108902,108902001,1,False,M,69,60,Y,24,17,Y,44,30,Y,75,60,Y
DONNA ISD,HIDALGO CO J J A E P,108902,108902003,1,False,X,,60,X,,17,X,,30,X,,,X
DONNA ISD,3D ACADEMY,108902,108902006,1,True,A,36,35,Y,41,8,Y,29,13,Y,100,33,Y
DONNA ISD,DONNA NORTH H S,108902,108902007,1,False,M,64,60,Y,22,17,Y,41,30,Y,66,60,Y
DONNA ISD,A P SOLIS MIDDLE,108902,108902045,1,False,M,78,60,Y,44,30,Y,44,26,Y,34,13,Y
DONNA ISD,VETERANS MIDDLE,108902,108902046,1,False,M,63,60,Y,35,30,Y,35,26,Y,23,13,Y
DONNA ISD,DORA M SAUCEDA MIDDLE,108902,108902047,1,False,M,66,60,Y,36,30,Y,36,26,Y,26,13,Y
DONNA ISD,W A TODD MIDDLE,108902,108902048,1,False,M,63,60,Y,33,30,Y,33,26,Y,25,13,Y
DONNA ISD,GUZMAN EL,108902,108902102,1,False,M,69,60,Y,40,32,Y,40,28,Y,27,12,Y
DONNA ISD,T PRICE EL,108902,108902103,1,False,M,63,60,Y,43,32,Y,34,28,Y,29,12,Y
DONNA ISD,A M OCHOA EL,108902,108902104,1,False,M,73,60,Y,48,32,Y,41,28,Y,37,12,Y
DONNA ISD,RUNN EL,108902,108902105,1,False,M,65,60,Y,42,32,Y,40,28,Y,36,12,Y
DONNA ISD,C STAINKE EL,108902,108902106,1,False,M,70,60,Y,46,32,Y,42,28,Y,39,12,Y
DONNA ISD,J W CACERES EL,108902,108902109,1,False,M,67,60,Y,43,32,Y,38,28,Y,30,12,Y
DONNA ISD,M RIVAS EL,108902,108902111,1,False,M,61,60,Y,41,32,Y,36,28,Y,25,12,Y
DONNA ISD,CAPT D SALINAS II EL,108902,108902112,1,False,M,79,60,Y,60,32,Y,50,28,Y,39,12,Y
DONNA ISD,PATRICIA S GARZA EL,108902,108902113,1,False,M,62,60,Y,47,32,Y,33,28,Y,30,12,Y
DONNA ISD,MARIA ALICIA P MUNOZ EL,108902,108902114,1,False,M,64,60,Y,40,32,Y,36,28,Y,25,12,Y
DONNA ISD,LE NOIR EL,108902,108902115,1,False,M,61,60,Y,36,32,Y,36,28,Y,28,12,Y
DONNA ISD,DANIEL SINGLETERRY SR,108902,108902116,1,False,M,67,60,Y,34,32,Y,37,28,Y,34,12,Y
DONNA ISD,ELOY GARZA SALAZAR EL,108902,108902117,1,False,M,63,60,Y,34,32,Y,35,28,Y,26,12,Y
DONNA ISD,JULIAN S ADAME,108902,108902118,1,False,M,73,60,Y,46,32,Y,40,28,Y,39,12,Y
EDCOUCH-ELSA ISD,EDCOUCH-ELSA H S,108903,108903001,1,False,M,71,60,Y,28,17,Y,46,30,Y,82,60,Y
EDCOUCH-ELSA ISD,EDCOUCH-ELSA H S ACADEMY,108903,108903004,1,True,A,47,35,Y,,8,Z,27,13,Y,77,33,Y
EDCOUCH-ELSA ISD,CARLOS TRUAN J H,108903,108903041,1,False,M,59,60,N,38,30,Y,32,26,Y,29,13,Y
EDCOUCH-ELSA ISD,DAVID YBARRA MIDDLE,108903,108903042,1,False,M,67,60,Y,31,30,Y,38,26,Y,17,13,Y
EDCOUCH-ELSA ISD,SANTIAGO GARCIA EL,108903,108903102,1,False,M,70,60,Y,45,32,Y,42,28,Y,39,12,Y
EDCOUCH-ELSA ISD,KENNEDY EL,108903,108903103,1,False,M,66,60,Y,33,32,Y,36,28,Y,30,12,Y
EDCOUCH-ELSA ISD,RUBEN C RODRIGUEZ EL,108903,108903104,1,False,M,67,60,Y,37,32,Y,39,28,Y,30,12,Y
EDCOUCH-ELSA ISD,L B J EL,108903,108903105,1,False,M,74,60,Y,46,32,Y,46,28,Y,34,12,Y
EDCOUCH-ELSA ISD,JORGE R GUTIERREZ EARLY CHILDHOOD,108903,108903106,1,False,M,,,P,,,P,,,P,,,P
EDINBURG CISD,EDINBURG H S,108904,108904001,1,False,M,71,60,Y,22,17,Y,40,30,Y,74,60,Y
EDINBURG CISD,ECONOMEDES H S,108904,108904002,1,False,M,63,60,Y,23,17,Y,40,30,Y,75,60,Y
EDINBURG CISD,EDINBURG NORTH H S,108904,108904003,1,False,M,71,60,Y,22,17,Y,41,30,Y,75,60,Y
EDINBURG CISD,ROBERT R VELA H S,108904,108904006,1,False,M,81,60,Y,35,17,Y,48,30,Y,83,60,Y
EDINBURG CISD,J J A E P,108904,108904039,1,False,X,,60,X,,17,X,,30,X,,,X
EDINBURG CISD,JUVENILE DETENTION CTR,108904,108904040,1,False,X,0,60,X,,17,X,21,30,X,,,X
EDINBURG CISD,B L GARZA MIDDLE SCHOOL,108904,108904043,1,False,M,78,60,Y,36,30,Y,44,26,Y,44,13,Y
EDINBURG CISD,SOUTH MIDDLE,108904,108904044,1,False,M,80,60,Y,38,30,Y,46,26,Y,53,13,Y
EDINBURG CISD,MEMORIAL MIDDLE,108904,108904045,1,False,M,71,60,Y,35,30,Y,40,26,Y,33,13,Y
EDINBURG CISD,FRANCISCO BARRIENTES MIDDLE,108904,108904046,1,False,M,71,60,Y,32,30,Y,38,26,Y,31,13,Y
EDINBURG CISD,BETTY HARWELL MIDDLE,108904,108904047,1,False,M,66,60,Y,35,30,Y,38,26,Y,30,13,Y
EDINBURG CISD,ELIAS LONGORIA SR MIDDLE,108904,108904048,1,False,M,68,60,Y,31,30,Y,37,26,Y,34,13,Y
EDINBURG CISD,AUSTIN ELEM,108904,108904101,1,False,M,91,60,Y,57,32,Y,63,28,Y,63,12,Y
EDINBURG CISD,BREWSTER EL,108904,108904102,1,False,M,75,60,Y,36,32,Y,43,28,Y,44,12,Y
EDINBURG CISD,HARGILL EL,108904,108904103,1,False,M,88,60,Y,51,32,Y,54,28,Y,56,12,Y
EDINBURG CISD,BETTS EL,108904,108904104,1,False,M,84,60,Y,56,32,Y,54,28,Y,51,12,Y
EDINBURG CISD,JEFFERSON ELEM,108904,108904105,1,False,M,94,60,Y,51,32,Y,68,28,Y,73,12,Y
EDINBURG CISD,TREVINO EL,108904,108904106,1,False,M,93,60,Y,53,32,Y,59,28,Y,65,12,Y
EDINBURG CISD,LEE EL,108904,108904107,1,False,M,75,60,Y,44,32,Y,46,28,Y,40,12,Y
EDINBURG CISD,LINCOLN EL,108904,108904108,1,False,M,85,60,Y,48,32,Y,54,28,Y,58,12,Y
EDINBURG CISD,GUERRA EL,108904,108904109,1,False,M,87,60,Y,46,32,Y,57,28,Y,60,12,Y
EDINBURG CISD,ZAVALA ELEM,108904,108904110,1,False,M,76,60,Y,53,32,Y,48,28,Y,49,12,Y
EDINBURG CISD,TRAVIS EL,108904,108904111,1,False,M,79,60,Y,48,32,Y,50,28,Y,45,12,Y
EDINBURG CISD,FREDDY GONZALEZ EL,108904,108904112,1,False,M,89,60,Y,40,32,Y,53,28,Y,53,12,Y
EDINBURG CISD,L B JOHNSON EL,108904,108904113,1,False,M,81,60,Y,49,32,Y,47,28,Y,41,12,Y
EDINBURG CISD,CANTERBURY ELEM,108904,108904114,1,False,M,92,60,Y,54,32,Y,58,28,Y,77,12,Y
EDINBURG CISD,MONTE CRISTO EL,108904,108904115,1,False,M,80,60,Y,52,32,Y,51,28,Y,48,12,Y
EDINBURG CISD,ESCANDON EL,108904,108904116,1,False,M,87,60,Y,64,32,Y,59,28,Y,64,12,Y
EDINBURG CISD,DE LA VINA ELEM,108904,108904117,1,False,M,86,60,Y,49,32,Y,56,28,Y,55,12,Y
EDINBURG CISD,SAN CARLOS EL,108904,108904118,1,False,M,90,60,Y,62,32,Y,59,28,Y,60,12,Y
EDINBURG CISD,TRUMAN EL,108904,108904119,1,False,M,89,60,Y,57,32,Y,59,28,Y,60,12,Y
EDINBURG CISD,EISENHOWER EL,108904,108904120,1,False,M,76,60,Y,49,32,Y,47,28,Y,43,12,Y
EDINBURG CISD,JOHN F KENNEDY EL,108904,108904121,1,False,M,81,60,Y,47,32,Y,49,28,Y,45,12,Y
EDINBURG CISD,CANO-GONZALEZ ELEM,108904,108904122,1,False,M,70,60,Y,38,32,Y,41,28,Y,46,12,Y
EDINBURG CISD,CAVAZOS EL,108904,108904123,1,False,M,85,60,Y,47,32,Y,51,28,Y,56,12,Y
EDINBURG CISD,VILLARREAL EL,108904,108904124,1,False,M,76,60,Y,44,32,Y,47,28,Y,42,12,Y
EDINBURG CISD,CARMEN V AVILA EL,108904,108904125,1,False,M,73,60,Y,43,32,Y,45,28,Y,43,12,Y
EDINBURG CISD,ANNE L MAGEE EL,108904,108904126,1,False,M,93,60,Y,59,32,Y,60,28,Y,61,12,Y
EDINBURG CISD,DR THOMAS ESPARZA EL,108904,108904127,1,False,M,85,60,Y,56,32,Y,53,28,Y,49,12,Y
EDINBURG CISD,DR KAY TEER CRAWFORD EL,108904,108904128,1,False,M,67,60,Y,33,32,Y,41,28,Y,38,12,Y
EDINBURG CISD,ALFONSO RAMIREZ EL,108904,108904129,1,False,M,85,60,Y,47,32,Y,55,28,Y,54,12,Y
EDINBURG CISD,R C FLORES-MARK A ZAPATA EL,108904,108904130,1,False,M,93,60,Y,60,32,Y,64,28,Y,73,12,Y
EDINBURG CISD,MACARIA DELA GARZA GORENA EL,108904,108904131,1,False,M,79,60,Y,45,32,Y,52,28,Y,58,12,Y
EDINBURG CISD,EARLY CHILDHOOD,108904,108904132,1,False,M,,,P,,,P,,,P,,,P
HIDALGO ISD,HIDALGO EARLY COLLEGE H S,108905,108905001,1,False,M,63,60,Y,18,17,Y,37,30,Y,83,60,Y
HIDALGO ISD,HIDALGO ACADEMY,108905,108905002,1,True,A,51,35,Y,,8,Z,35,13,Y,100,33,Y
HIDALGO ISD,DIAZ J H,108905,108905041,1,False,M,66,60,Y,38,30,Y,36,26,Y,34,13,Y
HIDALGO ISD,HIDALGO EL,108905,108905101,1,False,M,77,60,Y,55,32,Y,51,28,Y,46,12,Y
HIDALGO ISD,KELLY EL,108905,108905102,1,False,M,88,60,Y,66,32,Y,56,28,Y,52,12,Y
HIDALGO ISD,DR ALEJO SALINAS JR EL,108905,108905103,1,False,M,79,60,Y,46,32,Y,44,28,Y,44,12,Y
HIDALGO ISD,HIDALGO PARK EL,108905,108905104,1,False,M,77,60,Y,49,32,Y,45,28,Y,46,12,Y
MCALLEN ISD,MCALLEN H S,108906,108906001,1,False,M,73,60,Y,25,17,Y,44,30,Y,86,60,Y
MCALLEN ISD,MEMORIAL H S,108906,108906002,1,False,M,72,60,Y,24,17,Y,44,30,Y,87,60,Y
MCALLEN ISD,INSTR/GUID CENTER,108906,108906005,1,False,X,,60,X,,17,X,,30,X,,,X
MCALLEN ISD,ROWE H S,108906,108906006,1,False,M,70,60,Y,25,17,Y,43,30,Y,86,60,Y
MCALLEN ISD,LAMAR ACADEMY,108906,108906007,1,True,A,86,35,Y,31,8,Y,51,13,Y,100,33,Y
MCALLEN ISD,SOUTHWEST KEY PROGRAM,108906,108906009,1,False,X,,60,X,,17,X,,30,X,,,X
MCALLEN ISD,ACHIEVE EARLY COLLEGE H S,108906,108906011,1,False,M,97,60,Y,43,17,Y,61,30,Y,96,60,Y
MCALLEN ISD,TRAVIS MIDDLE,108906,108906042,1,False,M,64,60,Y,37,30,Y,35,26,Y,30,13,Y
MCALLEN ISD,LINCOLN MIDDLE,108906,108906043,1,False,M,69,60,Y,36,30,Y,41,26,Y,33,13,Y
MCALLEN ISD,BROWN MIDDLE,108906,108906044,1,False,M,65,60,Y,36,30,Y,34,26,Y,30,13,Y
MCALLEN ISD,MORRIS MIDDLE,108906,108906045,1,False,M,84,60,Y,44,30,Y,56,26,Y,57,13,Y
MCALLEN ISD,DE LEON MIDDLE,108906,108906046,1,False,M,73,60,Y,42,30,Y,41,26,Y,36,13,Y
MCALLEN ISD,CATHEY MIDDLE,108906,108906047,1,False,M,87,60,Y,48,30,Y,56,26,Y,70,13,Y
MCALLEN ISD,MICHAEL E FOSSUM MIDDLE,108906,108906048,1,False,M,84,60,Y,42,30,Y,50,26,Y,55,13,Y
MCALLEN ISD,ALVAREZ EL,108906,108906101,1,False,M,75,60,Y,44,32,Y,45,28,Y,36,12,Y
MCALLEN ISD,BONHAM EL,108906,108906103,1,False,M,78,60,Y,55,32,Y,51,28,Y,48,12,Y
MCALLEN ISD,HOUSTON EL,108906,108906106,1,False,M,88,60,Y,55,32,Y,55,28,Y,54,12,Y
MCALLEN ISD,JACKSON EL,108906,108906107,1,False,M,80,60,Y,48,32,Y,50,28,Y,44,12,Y
MCALLEN ISD,NAVARRO EL,108906,108906108,1,False,M,69,60,Y,51,32,Y,42,28,Y,34,12,Y
MCALLEN ISD,MILAM EL,108906,108906111,1,False,M,91,60,Y,55,32,Y,60,28,Y,71,12,Y
MCALLEN ISD,WILSON EL,108906,108906112,1,False,M,73,60,Y,49,32,Y,44,28,Y,43,12,Y
MCALLEN ISD,FIELDS EL,108906,108906114,1,False,M,69,60,Y,45,32,Y,42,28,Y,43,12,Y
MCALLEN ISD,SEGUIN EL,108906,108906116,1,False,M,76,60,Y,39,32,Y,46,28,Y,47,12,Y
MCALLEN ISD,ESCANDON EL,108906,108906119,1,False,M,69,60,Y,42,32,Y,40,28,Y,41,12,Y
MCALLEN ISD,RAYBURN ELEMENTARY,108906,108906120,1,False,M,79,60,Y,46,32,Y,42,28,Y,44,12,Y
MCALLEN ISD,ROOSEVELT EL,108906,108906121,1,False,M,72,60,Y,49,32,Y,45,28,Y,41,12,Y
MCALLEN ISD,GARZA EL,108906,108906122,1,False,M,78,60,Y,46,32,Y,43,28,Y,44,12,Y
MCALLEN ISD,MCAULIFFE EL,108906,108906123,1,False,M,80,60,Y,51,32,Y,50,28,Y,47,12,Y
MCALLEN ISD,GONZALEZ ELEMENTARY,108906,108906124,1,False,M,92,60,Y,58,32,Y,65,28,Y,74,12,Y
MCALLEN ISD,CASTANEDA EL,108906,108906126,1,False,M,80,60,Y,48,32,Y,49,28,Y,53,12,Y
MCALLEN ISD,BLANCA E SANCHEZ,108906,108906127,1,False,M,83,60,Y,44,32,Y,53,28,Y,57,12,Y
MCALLEN ISD,DR PABLO PEREZ,108906,108906128,1,False,M,85,60,Y,45,32,Y,48,28,Y,54,12,Y
MCALLEN ISD,LUCILE HENDRICKS EL,108906,108906129,1,False,M,85,60,Y,38,32,Y,53,28,Y,57,12,Y
MCALLEN ISD,THIGPEN-ZAVALA EL,108906,108906130,1,False,M,68,60,Y,41,32,Y,40,28,Y,37,12,Y
MERCEDES ISD,MERCEDES H S,108907,108907001,1,False,M,67,60,Y,25,17,Y,40,30,Y,83,60,Y
MERCEDES ISD,MERCEDES ACADEMIC ACADEMY,108907,108907002,1,True,A,30,35,N,21,8,Y,20,13,Y,100,33,Y
MERCEDES ISD,JJAEP-SOUTHWEST KEY PROGRAM,108907,108907003,1,False,X,,60,X,,17,X,,30,X,,,X
MERCEDES ISD,MERCEDES DAEP,108907,108907004,1,False,X,,60,X,,17,X,,30,X,,,X
MERCEDES ISD,MERCEDES EARLY COLLEGE ACADEMY,108907,108907006,1,False,M,96,60,Y,40,17,Y,58,30,Y,94,60,Y
MERCEDES ISD,SGT MANUEL CHACON MIDDLE,108907,108907041,1,False,M,68,60,Y,38,30,Y,35,26,Y,28,13,Y
MERCEDES ISD,TAYLOR EL,108907,108907102,1,False,M,65,60,Y,45,32,Y,35,28,Y,29,12,Y
MERCEDES ISD,TRAVIS EL,108907,108907103,1,False,M,69,60,Y,37,32,Y,36,28,Y,30,12,Y
MERCEDES ISD,RUBEN HINOJOSA EL,108907,108907107,1,False,M,71,60,Y,46,32,Y,40,28,Y,28,12,Y
MERCEDES ISD,SGT WILLIAM G HARRELL MIDDLE,108907,108907108,1,False,M,64,60,Y,37,30,Y,35,26,Y,23,13,Y
MERCEDES ISD,JOHN F KENNEDY EL,108907,108907109,1,False,M,64,60,Y,45,32,Y,36,28,Y,32,12,Y
MISSION CISD,MISSION H S,108908,108908001,1,False,M,63,60,Y,21,17,Y,39,30,Y,75,60,Y
MISSION CISD,VETERANS MEMORIAL H S,108908,108908002,1,False,M,69,60,Y,25,17,Y,40,30,Y,80,60,Y
MISSION CISD,MISSION COLLEGIATE H S,108908,108908004,1,False,M,96,60,Y,35,17,Y,61,30,Y,94,60,Y
MISSION CISD,HIDALGO CO J J A E P,108908,108908038,1,False,X,,60,X,,17,X,,30,X,,,X
MISSION CISD,ROOSEVELT ALTERNATIVE SCHOOL,108908,108908039,1,False,X,,60,X,,17,X,,30,X,,,X
MISSION CISD,MISSION J H,108908,108908041,1,False,M,72,60,Y,38,30,Y,37,26,Y,39,13,Y
MISSION CISD,WHITE J H,108908,108908042,1,False,M,66,60,Y,34,30,Y,34,26,Y,29,13,Y
MISSION CISD,ALTON MEMORIAL J H,108908,108908043,1,False,M,70,60,Y,33,30,Y,39,26,Y,35,13,Y
MISSION CISD,RAFAEL A CANTU J H,108908,108908044,1,False,M,69,60,Y,32,30,Y,35,26,Y,30,13,Y
MISSION CISD,BRYAN EL,108908,108908101,1,False,M,75,60,Y,43,32,Y,43,28,Y,37,12,Y
MISSION CISD,CASTRO EL,108908,108908102,1,False,M,59,60,N,36,32,Y,35,28,Y,29,12,Y
MISSION CISD,MARCELL EL,108908,108908104,1,False,M,71,60,Y,40,32,Y,40,28,Y,36,12,Y
MISSION CISD,PEARSON EL,108908,108908105,1,False,M,72,60,Y,48,32,Y,41,28,Y,39,12,Y
MISSION CISD,ALTON EL,108908,108908107,1,False,M,81,60,Y,56,32,Y,49,28,Y,47,12,Y
MISSION CISD,CANTU EL,108908,108908108,1,False,M,72,60,Y,49,32,Y,44,28,Y,45,12,Y
MISSION CISD,LEAL EL,108908,108908109,1,False,M,83,60,Y,53,32,Y,49,28,Y,43,12,Y
MISSION CISD,MIMS EL,108908,108908110,1,False,M,83,60,Y,46,32,Y,49,28,Y,52,12,Y
MISSION CISD,OLLIE O'GRADY EL,108908,108908111,1,False,M,63,60,Y,40,32,Y,38,28,Y,28,12,Y
MISSION CISD,CARL C WAITZ EL,108908,108908112,1,False,M,74,60,Y,42,32,Y,41,28,Y,38,12,Y
MISSION CISD,SALINAS EL,108908,108908113,1,False,M,82,60,Y,56,32,Y,53,28,Y,52,12,Y
MISSION CISD,RAQUEL CAVAZOS EL,108908,108908114,1,False,M,82,60,Y,56,32,Y,54,28,Y,49,12,Y
MISSION CISD,HURLA M MIDKIFF EL,108908,108908115,1,False,M,85,60,Y,47,32,Y,53,28,Y,55,12,Y
MISSION CISD,HILDA C ESCOBAR/ALICIA C RIOS EL,108908,108908116,1,False,M,71,60,Y,47,32,Y,41,28,Y,43,12,Y
PHARR-SAN JUAN-ALAMO ISD,PSJA EARLY COLLEGE H S,108909,108909001,1,False,M,70,60,Y,35,17,Y,46,30,Y,87,60,Y
PHARR-SAN JUAN-ALAMO ISD,PSJA MEMORIAL EARLY COLLEGE H S,108909,108909002,1,False,M,68,60,Y,33,17,Y,43,30,Y,85,60,Y
