CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,C_APPEAL_DECISION,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"194903102"," ","RIVERCREST J H",78," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","C",.,"RIVERCREST ISD","194903","08","06","06 - 08","M"
"194903103"," ","RIVERCREST EL",83," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","B",.,"RIVERCREST ISD","194903","05","EE","EE - 05","E"
"194904002"," ","CLARKSVILLE MIDDLE AND H S",77," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","C",.,"CLARKSVILLE ISD","194904","12","06","06 - 12","B"
"194904103"," ","CHEATHAM EL",72," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","C",.,"CLARKSVILLE ISD","194904","05","PK","PK - 05","E"
"194905001"," ","DETROIT H S",82," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","B",.,"DETROIT ISD","194905","12","09","09 - 12","S"
"194905041"," ","DETROIT J H",81," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","B",.,"DETROIT ISD","194905","08","06","06 - 08","M"
"194905101"," ","DETROIT EL",83," ","N","N","N","N","N","N","N","N","RED RIVER","194"," ","B",.,"DETROIT ISD","194905","05","EE","EE - 05","E"
"195901001","2","PECOS H S",80," ","N","N","N","N","N","N","N","N","REEVES","195"," ","Data Integrity Issues",.,"PECOS-BARSTOW-TOYAH ISD","195901","12","09","09 - 12","S"
"195901042"," ","CROCKETT MIDDLE",55," ","N","N","N","N","N","N","N","N","REEVES","195"," ","F",1,"PECOS-BARSTOW-TOYAH ISD","195901","08","06","06 - 08","M"
"195901101"," ","PECOS KIND",72," ","N","N","N","N","Y","N","N","N","REEVES","195"," ","C",.,"PECOS-BARSTOW-TOYAH ISD","195901","KG","EE","EE - KG","E"
"195901106"," ","AUSTIN EL",72," ","N","N","N","N","N","N","N","N","REEVES","195"," ","C",.,"PECOS-BARSTOW-TOYAH ISD","195901","03","01","01 - 03","E"
"195901109"," ","HAYNES EL",70," ","N","N","N","N","N","N","N","N","REEVES","195"," ","C",.,"PECOS-BARSTOW-TOYAH ISD","195901","05","04","04 - 05","E"
"195902001"," ","BALMORHEA SCHOOL",87," ","N","N","N","N","N","N","N","N","REEVES","195"," ","B",.,"BALMORHEA ISD","195902","12","PK","PK - 12","B"
"196901001"," ","AUSTWELL-TIVOLI H S",72," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","C",.,"AUSTWELL-TIVOLI ISD","196901","12","06","06 - 12","B"
"196901102"," ","AUSTWELL-TIVOLI EL",83," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","B",.,"AUSTWELL-TIVOLI ISD","196901","05","PK","PK - 05","E"
"196902001"," ","WOODSBORO H S",83," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","B",.,"WOODSBORO ISD","196902","12","07","07 - 12","S"
"196902102"," ","WOODSBORO EL",79," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","C",.,"WOODSBORO ISD","196902","06","PK","PK - 06","E"
"196903001"," ","REFUGIO H S",78," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","C",.,"REFUGIO ISD","196903","12","09","09 - 12","S"
"196903042"," ","REFUGIO J H",71," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","C",.,"REFUGIO ISD","196903","08","07","07 - 08","M"
"196903103"," ","REFUGIO EL",72," ","N","N","N","N","N","N","N","N","REFUGIO","196"," ","C",.,"REFUGIO ISD","196903","06","PK","PK - 06","E"
"197902001"," ","MIAMI SCHOOL",86," ","N","N","N","N","N","N","N","N","ROBERTS","197"," ","B",.,"MIAMI ISD","197902","12","PK","PK - 12","B"
"198901001"," ","BREMOND H S",94," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","A",.,"BREMOND ISD","198901","12","09","09 - 12","S"
"198901041"," ","BREMOND MIDDLE",75," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","C",.,"BREMOND ISD","198901","08","06","06 - 08","M"
"198901101"," ","BREMOND EL",80," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","B",.,"BREMOND ISD","198901","05","PK","PK - 05","E"
"198902101"," ","CALVERT SCHOOL",80," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","B",.,"CALVERT ISD","198902","12","PK","PK - 12","B"
"198903001"," ","FRANKLIN H S",95," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","A",.,"FRANKLIN ISD","198903","12","09","09 - 12","S"
"198903041"," ","FRANKLIN MIDDLE",91," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","A",.,"FRANKLIN ISD","198903","08","05","05 - 08","M"
"198903101"," ","ROLAND REYNOLDS EL",94," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","A",.,"FRANKLIN ISD","198903","04","EE","EE - 04","E"
"198905002","2","HEARNE H S",80," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","Data Integrity Issues",.,"HEARNE ISD","198905","12","09","09 - 12","S"
"198905042"," ","HEARNE J H",72," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","C",.,"HEARNE ISD","198905","08","07","07 - 08","M"
"198905104"," ","HEARNE EL",55," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","F",7,"HEARNE ISD","198905","06","EE","EE - 06","E"
"198906001"," ","MUMFORD H S",96," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","A",.,"MUMFORD ISD","198906","12","07","07 - 12","S"
"198906101"," ","MUMFORD EL",85," ","N","N","N","N","N","N","N","N","ROBERTSON","198"," ","B",.,"MUMFORD ISD","198906","06","PK","PK - 06","E"
"199901001"," ","ROCKWALL H S",90," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","12","09","09 - 12","S"
"199901002"," ","ROCKWALL QUEST ACADEMY",97,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","12","09","09 - 12","S"
"199901004"," ","ROCKWALL-HEATH H S",91," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","12","09","09 - 12","S"
"199901042"," ","J W WILLIAMS MIDDLE",93," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","08","07","07 - 08","M"
"199901043"," ","MAURINE CAIN MIDDLE",94," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","08","07","07 - 08","M"
"199901044"," ","HERMAN E UTLEY MIDDLE",90," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","08","07","07 - 08","M"
"199901101"," ","VIRGINIA REINHARDT EL",88," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","KG","KG - 06","E"
"199901102"," ","HOWARD DOBBS EL",79," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901103"," ","AMANDA ROCHELL EL",76," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901105"," ","DORIS CULLINS-LAKE POINTE EL",70," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901106"," ","AMY PARKS-HEATH EL",96," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","06","KG","KG - 06","E"
"199901107"," ","NEBBIE WILLIAMS EL",93," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","06","KG","KG - 06","E"
"199901108"," ","DOROTHY SMITH PULLEN EL",90," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","06","KG","KG - 06","E"
"199901109"," ","DORRIS A JONES EL",81," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901110"," ","GRACE HARTMAN EL",89," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901111"," ","OUIDA SPRINGER",87," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","PK","PK - 06","E"
"199901112"," ","CELIA HAYS EL",87," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","EE","EE - 06","E"
"199901113"," ","SHARON SHANNON EL",87," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROCKWALL ISD","199901","06","KG","KG - 06","E"
"199901114"," ","BILLIE STEVENSON EL",91," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","06","EE","EE - 06","E"
"199901115"," ","LINDA LYON EL",95," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROCKWALL ISD","199901","06","EE","EE - 06","E"
"199902002"," ","ROYSE CITY H S",84," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","B",.,"ROYSE CITY ISD","199902","12","09","09 - 12","S"
"199902041"," ","ROYSE CITY MIDDLE",77," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROYSE CITY ISD","199902","08","07","07 - 08","M"
"199902042"," ","RUTH CHERRY INT",79," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROYSE CITY ISD","199902","06","05","05 - 06","M"
"199902043"," ","HARRY H HERNDON",79," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROYSE CITY ISD","199902","06","05","05 - 06","M"
"199902102"," ","DAVIS EL",68," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","D",.,"ROYSE CITY ISD","199902","04","PK","PK - 04","E"
"199902104"," ","ANITA SCOTT EL",71," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROYSE CITY ISD","199902","04","EE","EE - 04","E"
"199902105"," ","W R (BILL) FORT EL",91," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","A",.,"ROYSE CITY ISD","199902","04","EE","EE - 04","E"
"199902106"," ","MISS MAY VERNON EL",74," ","N","N","N","N","N","N","N","N","ROCKWALL","199"," ","C",.,"ROYSE CITY ISD","199902","04","PK","PK - 04","E"
"200901001"," ","BALLINGER H S",83," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","B",.,"BALLINGER ISD","200901","12","09","09 - 12","S"
"200901003"," ","FAIRVIEW ACCELERATED",.," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","Not Rated",.,"BALLINGER ISD","200901","12","12","12 - 12","S"
"200901041"," ","BALLINGER J H",68," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","D",.,"BALLINGER ISD","200901","08","06","06 - 08","M"
"200901101"," ","BALLINGER EL",82," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","B",.,"BALLINGER ISD","200901","05","EE","EE - 05","E"
"200902001"," ","MILES H S",97," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","A",.,"MILES ISD","200902","12","07","07 - 12","S"
"200902101"," ","MILES EL",92," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","A",.,"MILES ISD","200902","06","PK","PK - 06","E"
"200904001"," ","WINTERS H S",82," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","B",.,"WINTERS ISD","200904","12","09","09 - 12","S"
"200904041"," ","WINTERS J H",55," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","F",2,"WINTERS ISD","200904","08","06","06 - 08","M"
"200904101"," ","WINTERS EL",83," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","B",.,"WINTERS ISD","200904","05","EE","EE - 05","E"
"200906101"," ","OLFEN SCHOOL",82," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","B",.,"OLFEN ISD","200906","12","KG","KG - 12","B"
"200906103"," ","WALL SPECIAL PROGRAMS",.," ","N","N","N","N","N","N","N","N","RUNNELS","200"," ","Not Rated",.,"OLFEN ISD","200906","08","08","08 - 08","M"
"201902001"," ","HENDERSON H S",87," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"HENDERSON ISD","201902","12","09","09 - 12","S"
"201902041"," ","HENDERSON MIDDLE",79," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"HENDERSON ISD","201902","08","06","06 - 08","M"
"201902107"," ","MONNIE MEYER WYLIE PRI",80," ","N","N","N","N","Y","N","N","N","RUSK","201"," ","B",.,"HENDERSON ISD","201902","KG","EE","EE - KG","E"
"201902108"," ","NORTHSIDE EL",85," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"HENDERSON ISD","201902","05","04","04 - 05","E"
"201902109"," ","WILLIAM E WYLIE EL",80," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"HENDERSON ISD","201902","03","01","01 - 03","E"
"201903001"," ","LANEVILLE SCHOOL",81," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"LANEVILLE ISD","201903","12","EE","EE - 12","B"
"201904001"," ","LEVERETTS CHAPEL H S",93," ","N","N","N","N","N","N","N","N","RUSK","201"," ","A",.,"LEVERETTS CHAPEL ISD","201904","12","09","09 - 12","S"
"201904041"," ","LEVERETTS CHAPEL J H",87," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"LEVERETTS CHAPEL ISD","201904","08","06","06 - 08","M"
"201904101"," ","LEVERETTS CHAPEL EL",86," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"LEVERETTS CHAPEL ISD","201904","05","PK","PK - 05","E"
"201907001"," ","MT ENTERPRISE H S",81," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"MOUNT ENTERPRISE ISD","201907","12","06","06 - 12","B"
"201907101"," ","MT ENTERPRISE EL",79," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"MOUNT ENTERPRISE ISD","201907","05","PK","PK - 05","E"
"201908001"," ","OVERTON H S",84," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"OVERTON ISD","201908","12","06","06 - 12","B"
"201908101"," ","OVERTON EL",67," ","N","N","N","N","N","N","N","N","RUSK","201"," ","D",.,"OVERTON ISD","201908","05","PK","PK - 05","E"
"201910002"," ","TATUM H S",91," ","N","N","N","N","N","N","N","N","RUSK","201"," ","A",.,"TATUM ISD","201910","12","09","09 - 12","S"
"201910041"," ","TATUM MIDDLE",83," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"TATUM ISD","201910","08","06","06 - 08","M"
"201910102"," ","TATUM EL",89," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"TATUM ISD","201910","05","03","03 - 05","E"
"201910104"," ","TATUM PRI",89," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"TATUM ISD","201910","02","EE","EE - 02","E"
"201913001"," ","CARLISLE SCHOOL",80," ","N","N","N","N","N","N","N","N","RUSK","201"," ","B",.,"CARLISLE ISD","201913","12","PK","PK - 12","B"
"201914001"," ","WEST RUSK H S",79," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"WEST RUSK COUNTY CONSOLIDATED ISD","201914","12","09","09 - 12","S"
"201914004"," ","ELDER COOP ALTERNATIVE SCHOOL",.," ","N","N","N","Y","N","N","N","N","RUSK","201"," ","Not Rated",.,"WEST RUSK COUNTY CONSOLIDATED ISD","201914","08","08","08 - 08","M"
"201914041"," ","WEST RUSK MIDDLE",74," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"WEST RUSK COUNTY CONSOLIDATED ISD","201914","08","06","06 - 08","M"
"201914104"," ","WEST RUSK INT",77," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"WEST RUSK COUNTY CONSOLIDATED ISD","201914","05","03","03 - 05","E"
"201914105"," ","WEST RUSK EL",77," ","N","N","N","N","N","N","N","N","RUSK","201"," ","C",.,"WEST RUSK COUNTY CONSOLIDATED ISD","201914","02","PK","PK - 02","E"
"202903001"," ","HEMPHILL H S",82," ","N","N","N","N","N","N","N","N","SABINE","202"," ","B",.,"HEMPHILL ISD","202903","12","09","09 - 12","S"
"202903041"," ","HEMPHILL MIDDLE",78," ","N","N","N","N","N","N","N","N","SABINE","202"," ","C",.,"HEMPHILL ISD","202903","08","05","05 - 08","M"
"202903101"," ","HEMPHILL EL",59," ","N","N","N","N","N","N","N","N","SABINE","202"," ","F",1,"HEMPHILL ISD","202903","04","EE","EE - 04","E"
"202905002"," ","WEST SABINE H S",76," ","N","N","N","N","N","N","N","N","SABINE","202"," ","C",.,"WEST SABINE ISD","202905","12","06","06 - 12","B"
"202905102"," ","WEST SABINE EL",80," ","N","N","N","N","N","N","N","N","SABINE","202"," ","B",.,"WEST SABINE ISD","202905","05","PK","PK - 05","E"
"203901002"," ","SAN AUGUSTINE H S",80," ","N","N","N","N","N","N","N","N","SAN AUGUSTINE","203"," ","B",.,"SAN AUGUSTINE ISD","203901","12","06","06 - 12","B"
"203901102"," ","SAN AUGUSTINE EL",64," ","N","N","N","N","N","N","N","N","SAN AUGUSTINE","203"," ","D",.,"SAN AUGUSTINE ISD","203901","05","PK","PK - 05","E"
"203902001"," ","BROADDUS H S",77," ","N","N","N","N","N","N","N","N","SAN AUGUSTINE","203"," ","C",.,"BROADDUS ISD","203902","12","06","06 - 12","B"
"203902101"," ","BROADDUS EL",84," ","N","N","N","N","N","N","N","N","SAN AUGUSTINE","203"," ","B",.,"BROADDUS ISD","203902","05","PK","PK - 05","E"
"204901001"," ","COLDSPRING-OAKHURST H S",77," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","C",.,"COLDSPRING-OAKHURST CISD","204901","12","09","09 - 12","S"
"204901041"," ","LINCOLN J H",67," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","D",.,"COLDSPRING-OAKHURST CISD","204901","08","06","06 - 08","M"
"204901102"," ","STREET EL",53," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","F",1,"COLDSPRING-OAKHURST CISD","204901","02","PK","PK - 02","E"
"204901103"," ","COLDSPRING INT",53," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","F",1,"COLDSPRING-OAKHURST CISD","204901","05","03","03 - 05","E"
"204904001"," ","SHEPHERD H S",83," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","B",.,"SHEPHERD ISD","204904","12","09","09 - 12","S"
"204904041"," ","SHEPHERD MIDDLE",50," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","F",2,"SHEPHERD ISD","204904","08","06","06 - 08","M"
"204904101"," ","SHEPHERD PRI",51," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","F",5,"SHEPHERD ISD","204904","02","PK","PK - 02","E"
"204904102"," ","SHEPHERD INT",51," ","N","N","N","N","N","N","N","N","SAN JACINTO","204"," ","F",5,"SHEPHERD ISD","204904","05","03","03 - 05","E"
"205901001"," ","ARANSAS PASS H S",85," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"ARANSAS PASS ISD","205901","12","09","09 - 12","S"
"205901041"," ","A C BLUNT MIDDLE",78," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ARANSAS PASS ISD","205901","08","06","06 - 08","M"
"205901101"," ","H T FAULK EARLY CHILDHOOD SCHOOL",76," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ARANSAS PASS ISD","205901","01","EE","EE - 01","E"
"205901102"," ","W A KIEBERGER EL",76," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ARANSAS PASS ISD","205901","03","02","02 - 03","E"
"205901104"," ","CHARLIE MARSHALL EL",78," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ARANSAS PASS ISD","205901","05","04","04 - 05","E"
"205902001"," ","GREGORY-PORTLAND H S",84," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"GREGORY-PORTLAND ISD","205902","12","09","09 - 12","S"
"205902041"," ","GREGORY-PORTLAND MIDDLE",84," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"GREGORY-PORTLAND ISD","205902","08","06","06 - 08","M"
"205902101"," ","AUSTIN EL",74," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"GREGORY-PORTLAND ISD","205902","05","EE","EE - 05","E"
"205902102"," ","CLARK EL",82," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"GREGORY-PORTLAND ISD","205902","05","PK","PK - 05","E"
"205902103"," ","EAST CLIFF EL",94," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","A",.,"GREGORY-PORTLAND ISD","205902","05","KG","KG - 05","E"
"205902104"," ","ANDREWS EL",76," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"GREGORY-PORTLAND ISD","205902","05","KG","KG - 05","E"
"205903001"," ","INGLESIDE H S",86," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"INGLESIDE ISD","205903","12","09","09 - 12","S"
"205903042"," ","LEON TAYLOR J H",93," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","A",.,"INGLESIDE ISD","205903","08","07","07 - 08","M"
"205903102"," ","INGLESIDE PRIMARY SCHOOL",61," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","D",.,"INGLESIDE ISD","205903","01","EE","EE - 01","E"
"205903103"," ","BLASCHKE/SHELDON EL",81," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"INGLESIDE ISD","205903","06","05","05 - 06","M"
"205903104"," ","GILBERT J MIRCOVICH ELEMENTARY",61," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","D",.,"INGLESIDE ISD","205903","04","02","02 - 04","E"
"205904001"," ","MATHIS H S",85," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"MATHIS ISD","205904","12","09","09 - 12","S"
"205904041"," ","MATHIS MIDDLE",81," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"MATHIS ISD","205904","08","06","06 - 08","M"
"205904101"," ","MATHIS EL",89," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"MATHIS ISD","205904","02","EE","EE - 02","E"
"205904102"," ","MATHIS INT",89," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"MATHIS ISD","205904","05","03","03 - 05","E"
"205905001"," ","ODEM H S",84," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"ODEM-EDROY ISD","205905","12","09","09 - 12","S"
"205905041"," ","ODEM J H",84," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"ODEM-EDROY ISD","205905","08","06","06 - 08","M"
"205905101"," ","ODEM INT",76," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ODEM-EDROY ISD","205905","05","03","03 - 05","E"
"205905103"," ","ODEM EL",76," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"ODEM-EDROY ISD","205905","02","PK","PK - 02","E"
"205906001"," ","SINTON H S",85," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"SINTON ISD","205906","12","09","09 - 12","S"
"205906002"," ","JUVENILE DETENTION CTR",.," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","Not Rated",.,"SINTON ISD","205906","11","05","05 - 11","B"
"205906041"," ","E MERLE SMITH MIDDLE",73," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"SINTON ISD","205906","08","06","06 - 08","M"
"205906103"," ","WELDER EL",78," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"SINTON ISD","205906","02","EE","EE - 02","E"
"205906105"," ","SINTON EL",78," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","C",.,"SINTON ISD","205906","05","03","03 - 05","E"
"205907001"," ","TAFT H S",83," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","B",.,"TAFT ISD","205907","12","09","09 - 12","S"
"205907041"," ","TAFT J H",69," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","D",.,"TAFT ISD","205907","08","06","06 - 08","M"
"205907101"," ","WOODROE PETTY EL",61," ","N","N","N","N","N","N","N","N","SAN PATRICIO","205"," ","D",.,"TAFT ISD","205907","05","PK","PK - 05","E"
"206901001"," ","SAN SABA H S",89," ","N","N","N","N","N","N","N","N","SAN SABA","206"," ","B",.,"SAN SABA ISD","206901","12","09","09 - 12","S"
"206901041"," ","SAN SABA MIDDLE",86," ","N","N","N","N","N","N","N","N","SAN SABA","206"," ","B",.,"SAN SABA ISD","206901","08","05","05 - 08","M"
"206901101"," ","SAN SABA EL",64," ","N","N","N","N","N","N","N","N","SAN SABA","206"," ","D",.,"SAN SABA ISD","206901","04","EE","EE - 04","E"
"206902001"," ","RICHLAND SPRINGS SCHOOL",86," ","N","N","N","N","N","N","N","N","SAN SABA","206"," ","B",.,"RICHLAND SPRINGS ISD","206902","12","KG","KG - 12","B"
"206903001"," ","CHEROKEE SCHOOL",86," ","N","N","N","N","N","N","N","N","SAN SABA","206"," ","B",.,"CHEROKEE ISD","206903","12","PK","PK - 12","B"
"207901001"," ","ELDORADO H S",81," ","N","N","N","N","N","N","N","N","SCHLEICHER","207"," ","B",.,"SCHLEICHER ISD","207901","12","09","09 - 12","S"
"207901041"," ","ELDORADO MIDDLE",84," ","N","N","N","N","N","N","N","N","SCHLEICHER","207"," ","B",.,"SCHLEICHER ISD","207901","08","05","05 - 08","M"
"207901101"," ","ELDORADO EL",72," ","N","N","N","N","N","N","N","N","SCHLEICHER","207"," ","C",.,"SCHLEICHER ISD","207901","04","PK","PK - 04","E"
"208901001"," ","HERMLEIGH SCHOOL",78," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","C",.,"HERMLEIGH ISD","208901","12","PK","PK - 12","B"
"208902001"," ","SNYDER H S",75," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","C",.,"SNYDER ISD","208902","12","09","09 - 12","S"
"208902041"," ","SNYDER J H",55," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","F",5,"SNYDER ISD","208902","08","06","06 - 08","M"
"208902109"," ","SNYDER PRI",81," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","B",.,"SNYDER ISD","208902","03","EE","EE - 03","E"
"208902110"," ","SNYDER INT",78," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","C",.,"SNYDER ISD","208902","05","04","04 - 05","E"
"208903001"," ","IRA SCHOOL",93," ","N","N","N","N","N","N","N","N","SCURRY","208"," ","A",.,"IRA ISD","208903","12","PK","PK - 12","B"
"209901001"," ","ALBANY JR-SR H S",87," ","N","N","N","N","N","N","N","N","SHACKELFORD","209"," ","B",.,"ALBANY ISD","209901","12","07","07 - 12","S"
"209901101"," ","NANCY SMITH EL",66," ","N","N","N","N","N","N","N","N","SHACKELFORD","209"," ","D",.,"ALBANY ISD","209901","06","EE","EE - 06","E"
