CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,C_APPEAL_DECISION,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"057909132"," ","CLUB HILL EL",69," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","D",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909133"," ","HICKMAN EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909134"," ","NORTHLAKE EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909136"," ","TOLER EL",74," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909137"," ","ROWLETT EL",86," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909138"," ","SPRING CREEK EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909139"," ","LUNA EL",92," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909140"," ","BACK EL",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909141"," ","SHUGART EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909142"," ","HERFURTH EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909143"," ","ABBETT EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909144"," ","KEELEY EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909145"," ","ROBERT B SEWELL EL",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909146"," ","KATHERINE STEPHENS EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909147"," ","VERNAL LISTER EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909148"," ","NORMA DORSEY EL",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","KG","KG - 05","E"
"057909154"," ","STEADHAM EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909155"," ","JOHN W ARMSTRONG EL",89," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909156"," ","NITA PEARSON EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","PK","PK - 05","E"
"057909157"," ","GLEN COUCH EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909158"," ","LIBERTY GROVE EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909159"," ","GEORGE WASHINGTON CARVER EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GARLAND ISD","057909","05","EE","EE - 05","E"
"057909180"," ","CISNEROS PRE-K CTR",82," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","PK","EE","EE - PK","E"
"057909181"," ","PARSONS PRE-K CTR",87," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","B",.,"GARLAND ISD","057909","PK","EE","EE - PK","E"
"057910001"," ","GRAND PRAIRIE FINE ARTS ACADEMY",97," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","12","06","06 - 12","B"
"057910002"," ","GRAND PRAIRIE H S",73," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","12","09","09 - 12","S"
"057910003"," ","SOUTH GRAND PRAIRIE H S",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","12","09","09 - 12","S"
"057910004"," ","LYNDON B JOHNSON DAEP",.," ","N","N","N","Y","N","N","N","N","DALLAS","057"," ","Not Rated",.,"GRAND PRAIRIE ISD","057910","12","06","06 - 12","B"
"057910007"," ","P A S S LEARNING CTR",.," ","N","N","N","N","N","Y","N","N","DALLAS","057"," ","Not Rated",.,"GRAND PRAIRIE ISD","057910","10","07","07 - 10","S"
"057910009"," ","CROSSWINDS ACCELERATED H S",63,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","DALLAS","057"," ","D",.,"GRAND PRAIRIE ISD","057910","12","09","09 - 12","S"
"057910010"," ","JOHN A DUBISKI CAREER H S",93," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","12","09","09 - 12","S"
"057910011"," ","GRAND PRAIRIE COLLEGIATE INSTITUTE",98," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","12","06","06 - 12","B"
"057910041"," ","DIGITAL ARTS & TECHNOLOGY ACADEMY",74," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910045"," ","ANDREW JACKSON MIDDLE",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910047"," ","HARRY S TRUMAN MIDDLE",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910050"," ","RONALD W REAGAN MIDDLE",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910051"," ","JAMES FANNIN MIDDLE",68," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","D",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910052"," ","YMLA AT JOHN F KENNEDY MIDDLE",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","08","06","06 - 08","M"
"057910053"," ","YWLA AT BILL ARNOLD",86," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","12","06","06 - 12","B"
"057910101"," ","STEPHEN F AUSTIN ENVIRONMENTAL SCI",91," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910102"," ","JAMES BOWIE FINE ARTS ACADEMY",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910104"," ","DAVID DANIELS EL ACADEMY OF SCIENC",69," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","D",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910106"," ","FLORENCE HILL EL",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910109"," ","ELLEN OCHOA STEM ACADEMY AT BEN MI",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910113"," ","DWIGHT D EISENHOWER EL",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910118"," ","SAM RAYBURN EL STEAM ACADEMY",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910119"," ","LORENZO DE ZAVALA ENVIRONMENTAL SC",89," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910120"," ","SUZANNA DICKINSON EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","05","EE","EE - 05","E"
"057910121"," ","GARNER FINE ARTS ACADEMY",86," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910122"," ","GLOBAL LEADERSHIP ACADEMY AT BARBA",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910123"," ","COLIN POWELL EL",94," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910124"," ","HECTOR P GARCIA EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910125"," ","SALLYE R MOORE EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","07","PK","PK - 07","E"
"057910126"," ","ERVIN C WHITT EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910128"," ","JUAN N SEGUIN EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910129"," ","THURGOOD MARSHALL LEADERSHIP ACADE",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910130"," ","MIKE MOSELEY EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","PK","PK - 05","E"
"057910131"," ","HOBBS WILLIAMS EL",93," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910132"," ","ROBERT E LEE EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910134"," ","BONHAM EES",93," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","PK","EE","EE - PK","E"
"057910135"," ","SCHOOL FOR THE HIGHLY GIFTED",98," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","07","01","01 - 07","E"
"057910136"," ","UPLIFT LEE",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","05","KG","KG - 05","E"
"057910137"," ","WILLIAM B TRAVIS WORLD LANGUAGE AC",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"GRAND PRAIRIE ISD","057910","08","PK","PK - 08","E"
"057910138"," ","CROCKETT EARLY EDUCATION SCHOOL",93," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","A",.,"GRAND PRAIRIE ISD","057910","PK","EE","EE - PK","E"
"057911001"," ","HIGHLAND PARK H S",97," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","12","09","09 - 12","S"
"057911041"," ","HIGHLAND PARK MIDDLE",95," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","08","07","07 - 08","M"
"057911101"," ","ARMSTRONG EL",91," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","04","KG","KG - 04","E"
"057911102"," ","BRADFIELD EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","04","EE","EE - 04","E"
"057911103"," ","HYER EL",97," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","04","EE","EE - 04","E"
"057911104"," ","UNIVERSITY PARK ELEMENTARY",97," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","04","KG","KG - 04","E"
"057911105"," ","MCCULLOCH INTERMEDIATE SCHOOL",93," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"HIGHLAND PARK ISD","057911","06","05","05 - 06","M"
"057912002"," ","IRVING H S",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","12","09","09 - 12","S"
"057912003"," ","MACARTHUR H S",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","12","09","09 - 12","S"
"057912004"," ","NIMITZ H S",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","12","09","09 - 12","S"
"057912005"," ","BARBARA CARDWELL CAREER PREPARATOR",93,"AEC OF CHOICE","Y","Y","N","N","N","N","N","N","DALLAS","057"," ","A",.,"IRVING ISD","057912","12","09","09 - 12","S"
"057912006"," ","JACK E SINGLEY ACADEMY",88," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","12","09","09 - 12","S"
"057912007"," ","DALLAS CO SCHOOL FOR ACCELERATED L",.," ","N","N","N","N","N","Y","N","N","DALLAS","057"," ","Not Rated",.,"IRVING ISD","057912","11","07","07 - 11","S"
"057912041"," ","BOWIE MIDDLE",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912042"," ","CROCKETT MIDDLE",75," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912043"," ","TRAVIS MIDDLE",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912044"," ","LAMAR MIDDLE",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912045"," ","AUSTIN MIDDLE",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912046"," ","HOUSTON MIDDLE",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912048"," ","LORENZO DE ZAVALA MIDDLE",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912050"," ","LADY BIRD JOHNSON MIDDLE",72," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","08","06","06 - 08","M"
"057912101"," ","BARTON EL",86," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912102"," ","BROWN EL",74," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912103"," ","BRITAIN EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","EE","EE - 05","E"
"057912105"," ","GOOD EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912106"," ","HALEY J EL",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912107"," ","HALEY T EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912108"," ","JOHNSTON EL",75," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912109"," ","KEYES EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912111"," ","LEE EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912112"," ","LIVELY EL",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912113"," ","FARINE EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912114"," ","SCHULZE EL",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912116"," ","BRANDENBURG EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"IRVING ISD","057912","05","PK","PK - 05","E"
"057912118"," ","ELLIOTT EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912119"," ","HANES EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912120"," ","TOWNLEY EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912121"," ","DAVIS EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912122"," ","GILBERT F M EL",88," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912123"," ","JACKIE MAE TOWNSELL EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912124"," ","JOHN W AND MARGIE STIPES EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"IRVING ISD","057912","05","KG","KG - 05","E"
"057912161"," ","CLIFTON EARLY CHILDHOOD",82," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","PK","EE","EE - PK","E"
"057912162"," ","PIERCE EARLY CHILDHOOD",88," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","PK","EE","EE - PK","E"
"057912163"," ","KINKEADE EARLY CHILDHOOD",81," ","N","N","N","N","Y","N","N","N","DALLAS","057"," ","B",.,"IRVING ISD","057912","PK","EE","EE - PK","E"
"057913001"," ","LANCASTER H S",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","12","09","09 - 12","S"
"057913041"," ","LANCASTER MIDDLE",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","08","07","07 - 08","M"
"057913042"," ","G W CARVER 6TH GRADE STEM LEARNING",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"LANCASTER ISD","057913","06","06","06 - 06","M"
"057913101"," ","PLEASANT RUN EL",86," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","05","PK","PK - 05","E"
"057913102"," ","HOUSTON EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","05","PK","PK - 05","E"
"057913103"," ","WEST MAIN EL",92," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"LANCASTER ISD","057913","05","PK","PK - 05","E"
"057913106"," ","ROSA PARKS/MILLBROOK EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","05","EE","EE - 05","E"
"057913107"," ","ROLLING HILLS EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","05","EE","EE - 05","E"
"057913109"," ","BELT LINE EL",88," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"LANCASTER ISD","057913","05","EE","EE - 05","E"
"057913111"," ","L ISD J J A E P",.," ","N","N","N","N","N","Y","N","N","DALLAS","057"," ","Not Rated",.,"LANCASTER ISD","057913","12","11","11 - 12","S"
"057914001"," ","MESQUITE H S",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","12","09","09 - 12","S"
"057914002"," ","NORTH MESQUITE H S",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","12","09","09 - 12","S"
"057914003"," ","WEST MESQUITE H S",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","12","09","09 - 12","S"
"057914004"," ","POTEET H S",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","12","09","09 - 12","S"
"057914005"," ","HORN H S",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","12","09","09 - 12","S"
"057914007"," ","PASS LEARNING CTR",.," ","N","N","N","N","N","Y","N","N","DALLAS","057"," ","Not Rated",.,"MESQUITE ISD","057914","11","07","07 - 11","S"
"057914041"," ","AGNEW MIDDLE",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914042"," ","VANSTON MIDDLE",75," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914043"," ","WILKINSON MIDDLE",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914044"," ","MCDONALD MIDDLE",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914045"," ","NEW MIDDLE",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914046"," ","KIMBROUGH MIDDLE",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914047"," ","BERRY MIDDLE",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914048"," ","TERRY MIDDLE",72," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914049"," ","LANNY FRASIER MIDDLE",73," ","N","N","N","N","N","N","Y","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","08","06","06 - 08","M"
"057914101"," ","BLACK EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914102"," ","FLORENCE EL",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914103"," ","GALLOWAY EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914104"," ","HANBY EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914105"," ","HODGES EL",72," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914106"," ","MCWHORTER EL",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914107"," ","MOTLEY EL",94," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914108"," ","RANGE EL",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","KG","KG - 05","E"
"057914109"," ","RUGEL EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","KG","KG - 05","E"
"057914110"," ","RUTHERFORD EL",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914111"," ","SHANDS EL",85," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","KG","KG - 05","E"
"057914112"," ","TISINGER EL",77," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914113"," ","TOSCH EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914114"," ","SEABOURN EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914115"," ","LAWRENCE EL",89," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914116"," ","FLOYD EL",76," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914117"," ","PORTER EL",90," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914118"," ","MCKENZIE EL",81," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","KG","KG - 05","E"
"057914119"," ","BEASLEY EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914120"," ","PRICE EL",78," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914121"," ","SHAW EL",79," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914122"," ","KIMBALL EL",95," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","A",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914123"," ","PIRRUNG EL",83," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914124"," ","CANNADAY EL",75," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","KG","KG - 05","E"
"057914125"," ","AUSTIN EL",82," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914126"," ","MOSS EL",87," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914127"," ","THOMPSON EL",74," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","C",.,"MESQUITE ISD","057914","05","PK","PK - 05","E"
"057914128"," ","GRAY EL",84," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
"057914129"," ","SMITH EL",80," ","N","N","N","N","N","N","N","N","DALLAS","057"," ","B",.,"MESQUITE ISD","057914","05","EE","EE - 05","E"
