CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETSPEC,CPETSPEP,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"002901104"," ","UNDERWOOD EL",74," ","N","N","N","N","N","N","N","N","ANDREWS","002",63,9.2,686,648,.,0,272,42,72,11.1,51,7.9,"Met Standard",.,"ANDREWS ISD","002901","05","04","04 - 05","E"
"002901105"," ","CLEARFORK EL",72," ","N","N","N","N","N","N","N","N","ANDREWS","002",46,14.2,323,781,.,0,385,49.3,155,19.8,40,5.1,"Met Standard",.,"ANDREWS ISD","002901","01","EE","EE - 01","E"
"003801001"," ","PINEYWOODS COMMUNITY ACADEMY H S",87," ","N","N","Y","N","N","N","N","N","ANGELINA","003",8,3.4,232,236,152,0,104,44.1,7,3,22,9.3,"Met Standard",.,"PINEYWOODS COMMUNITY ACADEMY","003801","12","09","09 - 12","S"
"003801042"," ","DR TERRY ROBBINS MIDDLE",74," ","N","N","Y","N","N","N","N","N","ANGELINA","003",17,6.7,254,245,.,0,107,43.7,13,5.3,26,10.6,"Met Standard",.,"PINEYWOODS COMMUNITY ACADEMY","003801","08","06","06 - 08","M"
"003801103"," ","SARAH STRINDEN EL",84," ","N","N","Y","N","N","N","N","N","ANGELINA","003",26,5.8,451,539,.,0,306,56.8,35,6.5,34,6.3,"Met Standard",.,"PINEYWOODS COMMUNITY ACADEMY","003801","05","PK","PK - 05","E"
"003902001"," ","HUDSON H S",90," ","N","N","N","N","N","N","N","N","ANGELINA","003",84,9.9,852,824,82,0,381,46.2,10,1.2,71,8.6,"Met Standard",.,"HUDSON ISD","003902","12","09","09 - 12","S"
"003902004"," ","STUBBLEFIELD LRN CTR",.,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ANGELINA","003",34,97.1,35,12,.,0,4,33.3,1,8.3,1,8.3,"Not Rated",.,"HUDSON ISD","003902","12","10","10 - 12","S"
"003902041"," ","HUDSON MIDDLE",94," ","N","N","N","N","N","N","N","N","ANGELINA","003",70,10.1,693,659,.,0,346,52.5,47,7.1,64,9.7,"Met Standard",.,"HUDSON ISD","003902","08","06","06 - 08","M"
"003902101"," ","W F PEAVY PRI",81," ","N","N","N","N","N","N","N","N","ANGELINA","003",71,15.3,465,715,.,0,430,60.1,78,10.9,54,7.6,"Met Standard",.,"HUDSON ISD","003902","02","EE","EE - 02","E"
"003902102"," ","W H BONNER EL",81," ","N","N","N","N","N","N","N","N","ANGELINA","003",72,10.4,693,679,.,0,374,55.1,63,9.3,53,7.8,"Met Standard",.,"HUDSON ISD","003902","05","03","03 - 05","E"
"003903001"," ","LUFKIN H S",83," ","N","N","N","N","N","N","N","N","ANGELINA","003",321,13.8,2327,2126,24,0,1368,64.3,147,6.9,246,11.6,"Met Standard",.,"LUFKIN ISD","003903","12","09","09 - 12","S"
"003903004"," ","STUBBLEFIELD LRN CTR",80,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ANGELINA","003",66,85.7,77,29,.,0,19,65.5,1,3.4,2,6.9,"Met Alternative Standard",.,"LUFKIN ISD","003903","12","09","09 - 12","S"
"003903044"," ","LUFKIN MIDDLE",82," ","N","N","N","N","N","N","N","N","ANGELINA","003",188,10.4,1801,1705,.,0,1223,71.7,295,17.3,212,12.4,"Met Standard",.,"LUFKIN ISD","003903","08","06","06 - 08","M"
"003903120"," ","ANDERSON EL",79," ","N","N","N","N","N","N","N","N","ANGELINA","003",88,24.4,361,288,.,0,231,80.2,46,16,45,15.6,"Met Standard",.,"LUFKIN ISD","003903","05","03","03 - 05","E"
"003903121"," ","BRANDON EL",74," ","N","N","N","N","N","N","N","N","ANGELINA","003",75,14.8,507,439,.,0,283,64.5,26,5.9,32,7.3,"Met Standard",.,"LUFKIN ISD","003903","05","03","03 - 05","E"
"003903122"," ","BROOKHOLLOW EL",80," ","N","N","N","N","N","N","N","N","ANGELINA","003",94,24.4,385,298,.,0,244,81.9,24,8.1,49,16.4,"Met Standard",.,"LUFKIN ISD","003903","05","03","03 - 05","E"
"003903123"," ","COSTON EL",79," ","N","N","N","N","N","N","N","N","ANGELINA","003",65,19.7,330,259,.,0,244,94.2,83,32,37,14.3,"Met Standard",.,"LUFKIN ISD","003903","05","03","03 - 05","E"
"003903124"," ","DUNBAR PRI",74," ","N","N","N","N","N","N","N","N","ANGELINA","003",59,17.6,335,377,.,0,236,62.6,26,6.9,17,4.5,"Met Standard",.,"LUFKIN ISD","003903","02","KG","KG - 02","E"
"003903125"," ","GARRETT PRI",88," ","N","N","N","N","Y","N","N","N","ANGELINA","003",.,.,.,352,.,0,325,92.3,104,29.5,3,0.9,"Met Standard",.,"LUFKIN ISD","003903","PK","PK","PK - PK","E"
"003903126"," ","HACKNEY PRI",88," ","N","N","N","N","Y","N","N","N","ANGELINA","003",.,.,.,240,.,0,165,68.8,70,29.2,2,0.8,"Met Standard",.,"LUFKIN ISD","003903","PK","PK","PK - PK","E"
"003903127"," ","HERTY PRI",79," ","N","N","N","N","N","N","N","N","ANGELINA","003",60,26.5,226,275,.,0,230,83.6,49,17.8,70,25.5,"Met Standard",.,"LUFKIN ISD","003903","02","EE","EE - 02","E"
"003903128"," ","KURTH PRI",79," ","N","N","N","N","N","N","N","N","ANGELINA","003",54,26.2,206,262,.,0,229,87.4,35,13.4,28,10.7,"Met Standard",.,"LUFKIN ISD","003903","02","PK","PK - 02","E"
"003903129"," ","SLACK EL",74," ","N","N","N","N","N","N","N","N","ANGELINA","003",55,9.8,560,539,.,0,435,80.7,313,58.1,35,6.5,"Met Standard",.,"LUFKIN ISD","003903","05","02","02 - 05","E"
"003903130"," ","TROUT PRI",80," ","N","N","N","N","N","N","N","N","ANGELINA","003",63,25.3,249,315,.,0,272,86.3,36,11.4,26,8.3,"Met Standard",.,"LUFKIN ISD","003903","02","EE","EE - 02","E"
"003903131"," ","BURLEY PRI",74," ","N","N","N","N","N","N","N","N","ANGELINA","003",46,16.1,285,440,.,0,377,85.7,245,55.7,17,3.9,"Met Standard",.,"LUFKIN ISD","003903","02","KG","KG - 02","E"
"003903141"," ","SPECIAL SERVICES",.," ","N","N","N","N","N","N","N","N","ANGELINA","003",0,0,4,6,.,0,0,0,0,0,6,100,"Not Rated",.,"LUFKIN ISD","003903","04","EE","EE - 04","E"
"003903201"," ","JUVENILE DETENT CTR",.," ","N","N","N","N","N","N","N","N","ANGELINA","003",82,100,82,3,.,0,3,100,0,0,1,33.3,"Not Rated",.,"LUFKIN ISD","003903","09","08","08 - 09","M"
"003904001"," ","HUNTINGTON H S",86," ","N","N","N","N","N","N","N","N","ANGELINA","003",105,17.4,604,511,73,0,222,43.4,2,0.4,35,6.8,"Met Standard",.,"HUNTINGTON ISD","003904","12","09","09 - 12","S"
"003904005"," ","PRIDE ALTER SCH",73,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ANGELINA","003",38,82.6,46,21,.,0,11,52.4,0,0,2,9.5,"Met Alternative Standard",.,"HUNTINGTON ISD","003904","12","09","09 - 12","S"
"003904041"," ","HUNTINGTON MIDDLE",78," ","N","N","N","N","N","N","N","N","ANGELINA","003",39,10.1,386,398,.,0,196,49.2,2,0.5,51,12.8,"Met Standard",.,"HUNTINGTON ISD","003904","08","06","06 - 08","M"
"003904101"," ","HUNTINGTON EL",61," ","N","N","N","N","N","N","N","N","ANGELINA","003",54,13.6,397,517,.,0,336,65,7,1.4,30,5.8,"Met Standard",.,"HUNTINGTON ISD","003904","03","EE","EE - 03","E"
"003904102"," ","HUNTINGTON INT",85," ","N","N","N","N","N","N","N","N","ANGELINA","003",33,11.4,289,271,.,0,180,66.4,5,1.8,34,12.5,"Met Standard",.,"HUNTINGTON ISD","003904","05","04","04 - 05","E"
"003905001"," ","DIBOLL H S",82," ","N","N","N","N","N","N","N","N","ANGELINA","003",60,10.8,554,490,19,0,369,75.3,25,5.1,53,10.8,"Met Standard",.,"DIBOLL ISD","003905","12","09","09 - 12","S"
"003905004"," ","STUBBLEFIELD LRN CTR",.,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ANGELINA","003",17,94.4,18,5,.,0,0,0,0,0,1,20,"Not Rated",.,"DIBOLL ISD","003905","12","11","11 - 12","S"
"003905041"," ","DIBOLL J H",86," ","N","N","N","N","N","N","N","N","ANGELINA","003",15,5.7,263,268,.,0,188,70.1,35,13.1,31,11.6,"Met Standard",.,"DIBOLL ISD","003905","08","07","07 - 08","M"
"003905101"," ","H G TEMPLE EL",73," ","N","N","N","N","N","N","N","N","ANGELINA","003",54,12.8,421,509,.,0,506,99.4,104,20.4,35,6.9,"Met Standard",.,"DIBOLL ISD","003905","03","KG","KG - 03","E"
"003905102"," ","DIBOLL PRI",73," ","N","N","N","N","Y","N","N","N","ANGELINA","003",.,.,.,182,.,0,180,98.9,36,19.8,9,4.9,"Met Standard",.,"DIBOLL ISD","003905","PK","EE","EE - PK","E"
"003905103"," ","H G TEMPLE INT",74," ","N","N","N","N","N","N","N","N","ANGELINA","003",44,9.9,445,430,.,0,428,99.5,103,24,52,12.1,"Met Standard",.,"DIBOLL ISD","003905","06","04","04 - 06","E"
"003906001"," ","ZAVALLA H S",75," ","N","N","N","N","N","N","N","N","ANGELINA","003",38,17.2,221,190,26,0,116,61.1,0,0,30,15.8,"Met Standard",.,"ZAVALLA ISD","003906","12","06","06 - 12","B"
"003906101"," ","ZAVALLA EL",55," ","N","N","N","N","N","N","N","N","ANGELINA","003",30,20,150,178,.,0,118,66.3,0,0,17,9.6,"Improvement Required",1,"ZAVALLA ISD","003906","05","PK","PK - 05","E"
"003907001"," ","CENTRAL H S",82," ","N","N","N","N","N","N","N","N","ANGELINA","003",65,13.5,482,434,49,0,195,44.9,7,1.6,67,15.4,"Met Standard",.,"CENTRAL ISD","003907","12","09","09 - 12","S"
"003907004"," ","STUBBLEFIELD LRN CTR",.," ","N","N","N","N","N","N","N","N","ANGELINA","003",20,95.2,21,7,.,0,1,14.3,0,0,1,14.3,"Not Rated",.,"CENTRAL ISD","003907","12","11","11 - 12","S"
"003907041"," ","CENTRAL J H",79," ","N","N","N","N","N","N","N","N","ANGELINA","003",68,14.3,477,423,.,0,232,54.8,13,3.1,55,13,"Met Standard",.,"CENTRAL ISD","003907","08","05","05 - 08","M"
"003907102"," ","CENTRAL EL",76," ","N","N","N","N","N","N","N","N","ANGELINA","003",81,16,505,657,.,0,417,63.5,39,5.9,65,9.9,"Met Standard",.,"CENTRAL ISD","003907","04","EE","EE - 04","E"
"004901001"," ","ROCKPORT-FULTON H S",78," ","N","N","N","N","N","N","N","N","ARANSAS","004",176,16.2,1085,781,.,0,770,98.6,21,2.7,65,8.3,"Met Standard",.,"ARANSAS COUNTY ISD","004901","12","09","09 - 12","S"
"004901041"," ","ROCKPORT-FULTON MIDDLE",83," ","N","N","N","N","N","N","N","N","ARANSAS","004",138,16.2,852,612,.,0,609,99.5,27,4.4,57,9.3,"Met Standard",.,"ARANSAS COUNTY ISD","004901","08","06","06 - 08","M"
"004901101"," ","FULTON 4-5 LEARNING CENTER",88," ","N","N","N","N","N","N","N","N","ARANSAS","004",79,14.8,535,374,.,0,368,98.4,23,6.1,38,10.2,"Met Standard",.,"ARANSAS COUNTY ISD","004901","05","04","04 - 05","E"
"004901102"," ","LITTLE BAY PRI",72," ","N","N","N","N","Y","N","N","N","ARANSAS","004",.,.,.,220,.,0,173,78.6,8,3.6,15,6.8,"Met Standard",.,"ARANSAS COUNTY ISD","004901","KG","PK","PK - KG","E"
"004901103"," ","LIVE OAK 1-3 LEARNING CENTER",72," ","N","N","N","N","N","N","N","N","ARANSAS","004",149,17.2,865,559,.,0,533,95.3,36,6.4,54,9.7,"Met Standard",.,"ARANSAS COUNTY ISD","004901","03","01","01 - 03","E"
"005901001"," ","ARCHER CITY H S",94," ","N","N","N","N","N","N","N","N","ARCHER","005",38,15.3,249,219,0,0,60,27.4,1,0.5,29,13.2,"Met Standard",.,"ARCHER CITY ISD","005901","12","07","07 - 12","S"
"005901101"," ","ARCHER CITY EL",89," ","N","N","N","N","N","N","N","N","ARCHER","005",24,11.1,216,254,.,0,135,53.1,7,2.8,34,13.4,"Met Standard",.,"ARCHER CITY ISD","005901","06","PK","PK - 06","E"
"005902001"," ","HOLLIDAY H S",94," ","N","N","N","N","N","N","N","N","ARCHER","005",17,5.5,311,307,0,0,60,19.5,0,0,22,7.2,"Met Standard",.,"HOLLIDAY ISD","005902","12","09","09 - 12","S"
"005902041"," ","HOLLIDAY MIDDLE",86," ","N","N","N","N","N","N","N","N","ARCHER","005",17,7,242,257,.,0,61,23.7,0,0,21,8.2,"Met Standard",.,"HOLLIDAY ISD","005902","08","06","06 - 08","M"
"005902101"," ","HOLLIDAY EL",81," ","N","N","N","N","N","N","N","N","ARCHER","005",29,8,363,442,0,0,130,29.4,3,0.7,43,9.7,"Met Standard",.,"HOLLIDAY ISD","005902","05","EE","EE - 05","E"
"005904001"," ","WINDTHORST H S",89," ","N","N","N","N","N","N","N","N","ARCHER","005",4,2.6,156,139,0,0,32,23,2,1.4,12,8.6,"Met Standard",.,"WINDTHORST ISD","005904","12","09","09 - 12","S"
"005904041"," ","WINDTHORST JH",88," ","N","N","N","N","N","N","N","N","ARCHER","005",9,9.6,94,92,.,0,28,30.4,1,1.1,11,12,"Met Standard",.,"WINDTHORST ISD","005904","08","06","06 - 08","M"
