County,School year,Exemption rate,Year
Knox,2010-2011,0.0028,2011-08-01
Knox,2017-2018,0.0027,2018-08-01
Knox,2018-2019,0.0013,2019-08-01
Knox,2013-2014,0.0051,2014-08-01
Knox,2016-2017,0.0028,2017-08-01
Knox,2012-2013,0.0026,2013-08-01
Knox,2014-2015,0.0025,2015-08-01
Knox,2015-2016,0.0024,2016-08-01
La Salle,2015-2016,0.0031,2016-08-01
La Salle,2016-2017,0.0031,2017-08-01
La Salle,2012-2013,0.0034,2013-08-01
La Salle,2010-2011,0.0033,2011-08-01
La Salle,2017-2018,0.0015,2018-08-01
La Salle,2018-2019,0.0008,2019-08-01
La Salle,2013-2014,0.0022,2014-08-01
La Salle,2011-2012,0,2012-08-01
La Salle,2014-2015,,2015-08-01
Lamar,2011-2012,0.0036,2012-08-01
Lamar,2016-2017,0.009,2017-08-01
Lamar,2012-2013,0.0027,2013-08-01
Lamar,2010-2011,0.0021,2011-08-01
Lamar,2014-2015,0.0043,2015-08-01
Lamar,2018-2019,0.0143,2019-08-01
Lamar,2015-2016,0.0075,2016-08-01
Lamar,2013-2014,0.003,2014-08-01
Lamar,2017-2018,0.0111,2018-08-01
Lamb,2011-2012,0.0003,2012-08-01
Lamb,2016-2017,0.0019,2017-08-01
Lamb,2013-2014,0,2014-08-01
Lamb,2012-2013,0.0007,2013-08-01
Lamb,2015-2016,0.0007,2016-08-01
Lamb,2010-2011,0,2011-08-01
Lamb,2014-2015,0.0005,2015-08-01
Lamb,2017-2018,0.0035,2018-08-01
Lamb,2018-2019,0.004,2019-08-01
Lampasas,2010-2011,0.0092,2011-08-01
Lampasas,2017-2018,0.0202,2018-08-01
Lampasas,2012-2013,0.0083,2013-08-01
Lampasas,2011-2012,0.0077,2012-08-01
Lampasas,2013-2014,0.0502,2014-08-01
Lampasas,2018-2019,0.0245,2019-08-01
Lampasas,2014-2015,0.0119,2015-08-01
Lampasas,2015-2016,0.0146,2016-08-01
Lampasas,2016-2017,0.0174,2017-08-01
Lavaca,2015-2016,0.0047,2016-08-01
Lavaca,2014-2015,0.0038,2015-08-01
Lavaca,2011-2012,0.0024,2012-08-01
Lavaca,2010-2011,0.0012,2011-08-01
Lavaca,2016-2017,0.0052,2017-08-01
Lavaca,2012-2013,0.0015,2013-08-01
Lavaca,2017-2018,0.0055,2018-08-01
Lavaca,2013-2014,0.0027,2014-08-01
Lavaca,2018-2019,0.008,2019-08-01
Lee,2016-2017,0.0065,2017-08-01
Lee,2015-2016,0.0076,2016-08-01
Lee,2011-2012,0.0054,2012-08-01
Lee,2012-2013,0.0045,2013-08-01
Lee,2013-2014,0.0057,2014-08-01
Lee,2010-2011,0.0031,2011-08-01
Lee,2017-2018,0.0081,2018-08-01
Lee,2014-2015,0.0061,2015-08-01
Lee,2018-2019,0.0106,2019-08-01
Leon,2017-2018,0.009,2018-08-01
Leon,2018-2019,0.0051,2019-08-01
Leon,2016-2017,0.0078,2017-08-01
Leon,2015-2016,0.0026,2016-08-01
Leon,2010-2011,0.0029,2011-08-01
Leon,2012-2013,0.0033,2013-08-01
Leon,2011-2012,0.0036,2012-08-01
Leon,2014-2015,0.0026,2015-08-01
Leon,2013-2014,0.0037,2014-08-01
Liberty,2017-2018,0.0073,2018-08-01
Liberty,2013-2014,0.0039,2014-08-01
Liberty,2014-2015,0.0035,2015-08-01
Liberty,2015-2016,0.0052,2016-08-01
Liberty,2016-2017,0.0057,2017-08-01
Liberty,2018-2019,0.0081,2019-08-01
Liberty,2011-2012,0.0034,2012-08-01
Liberty,2012-2013,0.0029,2013-08-01
Liberty,2010-2011,0.0025,2011-08-01
Limestone,2013-2014,0.0023,2014-08-01
Limestone,2016-2017,0.0036,2017-08-01
Limestone,2012-2013,0.0012,2013-08-01
Limestone,2010-2011,0.0013,2011-08-01
Limestone,2011-2012,0.0013,2012-08-01
Limestone,2017-2018,0.0047,2018-08-01
Limestone,2018-2019,0.0026,2019-08-01
Limestone,2015-2016,0.0032,2016-08-01
Limestone,2014-2015,0.0028,2015-08-01
Lipscomb,2013-2014,0.0065,2014-08-01
Lipscomb,2017-2018,0.0049,2018-08-01
Lipscomb,2015-2016,0.0015,2016-08-01
Lipscomb,2010-2011,0.0026,2011-08-01
Lipscomb,2018-2019,0.0058,2019-08-01
Lipscomb,2014-2015,0.0043,2015-08-01
Lipscomb,2011-2012,0,2012-08-01
Lipscomb,2012-2013,0,2013-08-01
Lipscomb,2016-2017,0.0013,2017-08-01
Live Oak,2011-2012,0.0036,2012-08-01
Live Oak,2018-2019,0.0089,2019-08-01
Live Oak,2017-2018,0.0063,2018-08-01
Live Oak,2013-2014,0.004,2014-08-01
Live Oak,2016-2017,0.0041,2017-08-01
Live Oak,2012-2013,0.0052,2013-08-01
Live Oak,2010-2011,0.0029,2011-08-01
Live Oak,2014-2015,0.0049,2015-08-01
Live Oak,2015-2016,0.0034,2016-08-01
Llano,2011-2012,0.0086,2012-08-01
Llano,2018-2019,0.0149,2019-08-01
Llano,2015-2016,0.0138,2016-08-01
Llano,2017-2018,0.0128,2018-08-01
Llano,2016-2017,0.0135,2017-08-01
Llano,2013-2014,0.0119,2014-08-01
Llano,2012-2013,0.0121,2013-08-01
Llano,2010-2011,0.0104,2011-08-01
Llano,2014-2015,0.0139,2015-08-01
Loving,2017-2018,,2018-08-01
Loving,2018-2019,,2019-08-01
Loving,2015-2016,,2016-08-01
Loving,2014-2015,,2015-08-01
Loving,2012-2013,,2013-08-01
Loving,2016-2017,,2017-08-01
Loving,2013-2014,,2014-08-01
Loving,2010-2011,,2011-08-01
Loving,2011-2012,,2012-08-01
Lubbock,2012-2013,0.0064,2013-08-01
Lubbock,2014-2015,0.0101,2015-08-01
Lubbock,2013-2014,0.0085,2014-08-01
Lubbock,2011-2012,0.0059,2012-08-01
Lubbock,2015-2016,0.0111,2016-08-01
Lubbock,2017-2018,0.0131,2018-08-01
Lubbock,2016-2017,0.0131,2017-08-01
Lubbock,2018-2019,0.0134,2019-08-01
Lubbock,2010-2011,0.0045,2011-08-01
Lynn,2013-2014,0.0087,2014-08-01
Lynn,2012-2013,0.0098,2013-08-01
Lynn,2015-2016,0.0088,2016-08-01
Lynn,2017-2018,0.0149,2018-08-01
Lynn,2014-2015,0.0107,2015-08-01
Lynn,2018-2019,0.0189,2019-08-01
Lynn,2011-2012,0.0065,2012-08-01
Lynn,2010-2011,0.0041,2011-08-01
Lynn,2016-2017,0.0088,2017-08-01
Madison,2014-2015,0.0048,2015-08-01
Madison,2011-2012,0.0033,2012-08-01
Madison,2013-2014,0.0046,2014-08-01
Madison,2012-2013,0.0039,2013-08-01
Madison,2017-2018,0.0071,2018-08-01
Madison,2018-2019,0.0055,2019-08-01
Madison,2016-2017,0.004,2017-08-01
Madison,2015-2016,0.004,2016-08-01
Madison,2010-2011,0.0016,2011-08-01
Marion,2016-2017,0.01,2017-08-01
Marion,2012-2013,0.0017,2013-08-01
Marion,2010-2011,0.0024,2011-08-01
Marion,2014-2015,0.0017,2015-08-01
Marion,2017-2018,0.0114,2018-08-01
Marion,2015-2016,0.0042,2016-08-01
Marion,2011-2012,0.0017,2012-08-01
Marion,2013-2014,0.0018,2014-08-01
Marion,2018-2019,0.0165,2019-08-01
Martin,2016-2017,0.0074,2017-08-01
Martin,2014-2015,0.0323,2015-08-01
Martin,2011-2012,0.0101,2012-08-01
Martin,2017-2018,0.0114,2018-08-01
Martin,2018-2019,0.0115,2019-08-01
Martin,2010-2011,0.0051,2011-08-01
Martin,2013-2014,0.0074,2014-08-01
Martin,2015-2016,0.0075,2016-08-01
Martin,2012-2013,0.0047,2013-08-01
Mason,2012-2013,0.0092,2013-08-01
Mason,2010-2011,0.0048,2011-08-01
Mason,2013-2014,0.0136,2014-08-01
Mason,2011-2012,0.008,2012-08-01
Mason,2018-2019,0.0294,2019-08-01
Mason,2014-2015,0.019,2015-08-01
Mason,2015-2016,0.0189,2016-08-01
Mason,2017-2018,0.0217,2018-08-01
Mason,2016-2017,0.0135,2017-08-01
Matagorda,2010-2011,0.0149,2011-08-01
Matagorda,2017-2018,0.0091,2018-08-01
Matagorda,2013-2014,0.0059,2014-08-01
Matagorda,2012-2013,0.0046,2013-08-01
Matagorda,2015-2016,0.0067,2016-08-01
Matagorda,2016-2017,0.0069,2017-08-01
Matagorda,2011-2012,0.0027,2012-08-01
Matagorda,2018-2019,0.0105,2019-08-01
Matagorda,2014-2015,0.0051,2015-08-01
Maverick,2010-2011,0.0001,2011-08-01
Maverick,2018-2019,0.001,2019-08-01
Maverick,2011-2012,0.0002,2012-08-01
Maverick,2012-2013,0.0003,2013-08-01
Maverick,2013-2014,0.0006,2014-08-01
Maverick,2015-2016,0.0003,2016-08-01
Maverick,2017-2018,0.0005,2018-08-01
Maverick,2016-2017,0.0007,2017-08-01
Maverick,2014-2015,0.0003,2015-08-01
Mcculloch,2015-2016,0.0047,2016-08-01
Mcculloch,2018-2019,0.0052,2019-08-01
Mcculloch,2016-2017,0.0036,2017-08-01
Mcculloch,2013-2014,0.0032,2014-08-01
Mcculloch,2017-2018,0.0065,2018-08-01
Mcculloch,2010-2011,0.0013,2011-08-01
Mcculloch,2012-2013,0.0047,2013-08-01
Mcculloch,2011-2012,0.0028,2012-08-01
Mcculloch,2014-2015,0.0054,2015-08-01
Mclennan,2016-2017,0.0048,2017-08-01
Mclennan,2012-2013,0.0026,2013-08-01
Mclennan,2011-2012,0.0027,2012-08-01
Mclennan,2017-2018,0.0056,2018-08-01
Mclennan,2015-2016,0.0035,2016-08-01
Mclennan,2014-2015,0.0033,2015-08-01
Mclennan,2013-2014,0.0031,2014-08-01
Mclennan,2018-2019,0.0078,2019-08-01
Mclennan,2010-2011,0.0022,2011-08-01
Mcmullen,2013-2014,0,2014-08-01
Mcmullen,2014-2015,0.004,2015-08-01
Mcmullen,2016-2017,0.0121,2017-08-01
Mcmullen,2015-2016,0.0081,2016-08-01
Mcmullen,2011-2012,0.0097,2012-08-01
Mcmullen,2010-2011,0.0061,2011-08-01
Mcmullen,2018-2019,0.0037,2019-08-01
Mcmullen,2012-2013,0.0088,2013-08-01
Mcmullen,2017-2018,0.0041,2018-08-01
Medina,2015-2016,0.0034,2016-08-01
Medina,2010-2011,0.0019,2011-08-01
Medina,2012-2013,0.003,2013-08-01
Medina,2014-2015,0.0042,2015-08-01
Medina,2011-2012,0.0022,2012-08-01
Medina,2018-2019,0.0051,2019-08-01
Medina,2016-2017,0.003,2017-08-01
Medina,2013-2014,0.0034,2014-08-01
Medina,2017-2018,0.0044,2018-08-01
Menard,2017-2018,0,2018-08-01
Menard,2011-2012,0,2012-08-01
Menard,2016-2017,0.0036,2017-08-01
Menard,2010-2011,0.0132,2011-08-01
Menard,2013-2014,0,2014-08-01
Menard,2018-2019,0.0035,2019-08-01
Menard,2014-2015,0,2015-08-01
Menard,2012-2013,0,2013-08-01
Menard,2015-2016,0.0071,2016-08-01
Midland,2018-2019,0.0126,2019-08-01
Midland,2015-2016,0.0079,2016-08-01
Midland,2010-2011,0.0032,2011-08-01
Midland,2016-2017,0.0094,2017-08-01
Midland,2013-2014,0.0067,2014-08-01
Midland,2012-2013,0.0039,2013-08-01
Midland,2011-2012,0.002,2012-08-01
Midland,2014-2015,0.0051,2015-08-01
Midland,2017-2018,0.0084,2018-08-01
Milam,2013-2014,0.0046,2014-08-01
Milam,2015-2016,0.0073,2016-08-01
Milam,2011-2012,0.0027,2012-08-01
Milam,2010-2011,0.0035,2011-08-01
Milam,2017-2018,0.0064,2018-08-01
Milam,2014-2015,0.0089,2015-08-01
Milam,2012-2013,0.0055,2013-08-01
Milam,2016-2017,0.0066,2017-08-01
Milam,2018-2019,0.0096,2019-08-01
Mills,2012-2013,0.0109,2013-08-01
Mills,2011-2012,0.0098,2012-08-01
Mills,2017-2018,0.0197,2018-08-01
Mills,2010-2011,0.007,2011-08-01
Mills,2014-2015,0.0108,2015-08-01
Mills,2013-2014,0.0086,2014-08-01
Mills,2016-2017,0.0161,2017-08-01
Mills,2015-2016,0.0165,2016-08-01
Mills,2018-2019,0.0148,2019-08-01
Mitchell,2014-2015,0.0062,2015-08-01
Mitchell,2011-2012,0.003,2012-08-01
Mitchell,2013-2014,0.0067,2014-08-01
Mitchell,2016-2017,0.0022,2017-08-01
Mitchell,2012-2013,0.0042,2013-08-01
Mitchell,2018-2019,0.0007,2019-08-01
Mitchell,2010-2011,0.0007,2011-08-01
Mitchell,2017-2018,0.0008,2018-08-01
Mitchell,2015-2016,0.0021,2016-08-01
Montague,2015-2016,0.0078,2016-08-01
Montague,2016-2017,0.0146,2017-08-01
Montague,2014-2015,0.0073,2015-08-01
Montague,2018-2019,0.0299,2019-08-01
Montague,2013-2014,0.0049,2014-08-01
Montague,2010-2011,0.0053,2011-08-01
Montague,2012-2013,0.0394,2013-08-01
Montague,2011-2012,0.0064,2012-08-01
Montague,2017-2018,0.023,2018-08-01
Montgomery,2014-2015,0.0174,2015-08-01
Montgomery,2018-2019,0.0174,2019-08-01
Montgomery,2012-2013,0.0117,2013-08-01
Montgomery,2016-2017,0.0176,2017-08-01
Montgomery,2013-2014,0.0072,2014-08-01
Montgomery,2017-2018,0.0194,2018-08-01
Montgomery,2015-2016,0.0173,2016-08-01
Montgomery,2011-2012,0.0106,2012-08-01
Montgomery,2010-2011,0.0088,2011-08-01
Moore,2010-2011,0.0014,2011-08-01
Moore,2015-2016,0.0019,2016-08-01
Moore,2013-2014,0.0018,2014-08-01
Moore,2018-2019,0.0024,2019-08-01
Moore,2017-2018,0.0015,2018-08-01
Moore,2011-2012,0.0012,2012-08-01
Moore,2016-2017,0.0012,2017-08-01
Moore,2012-2013,0.0016,2013-08-01
Moore,2014-2015,0.0017,2015-08-01
Morris,2011-2012,0.0008,2012-08-01
Morris,2010-2011,0,2011-08-01
Morris,2018-2019,0.0051,2019-08-01
Morris,2014-2015,0.001,2015-08-01
Morris,2012-2013,0.0005,2013-08-01
Morris,2013-2014,0.0007,2014-08-01
Morris,2017-2018,0.0028,2018-08-01
Morris,2015-2016,0.0011,2016-08-01
Morris,2016-2017,0.0016,2017-08-01
Motley,2012-2013,0,2013-08-01
Motley,2014-2015,,2015-08-01
Motley,2017-2018,0.0062,2018-08-01
Motley,2011-2012,0.0055,2012-08-01
Motley,2013-2014,0,2014-08-01
Motley,2016-2017,0.0065,2017-08-01
Motley,2010-2011,0,2011-08-01
Motley,2015-2016,0,2016-08-01
Motley,2018-2019,0.0134,2019-08-01
Nacogdoches,2010-2011,0.0029,2011-08-01
Nacogdoches,2017-2018,0.008,2018-08-01
Nacogdoches,2011-2012,0.0043,2012-08-01
Nacogdoches,2015-2016,0.0125,2016-08-01
Nacogdoches,2014-2015,0.0054,2015-08-01
Nacogdoches,2012-2013,0.006,2013-08-01
Nacogdoches,2018-2019,0.0134,2019-08-01
Nacogdoches,2016-2017,0.0132,2017-08-01
Nacogdoches,2013-2014,0.0066,2014-08-01
Navarro,2016-2017,0.0028,2017-08-01
Navarro,2015-2016,0.0035,2016-08-01
Navarro,2017-2018,0.003,2018-08-01
Navarro,2012-2013,0.0024,2013-08-01
Navarro,2018-2019,0.004,2019-08-01
Navarro,2011-2012,0.0025,2012-08-01
Navarro,2014-2015,0.0035,2015-08-01
Navarro,2013-2014,0.0035,2014-08-01
Navarro,2010-2011,0.0021,2011-08-01
Newton,2012-2013,0.0046,2013-08-01
Newton,2015-2016,0.0135,2016-08-01
Newton,2016-2017,0.011,2017-08-01
Newton,2010-2011,0.0045,2011-08-01
Newton,2017-2018,0.0148,2018-08-01
Newton,2013-2014,0.0072,2014-08-01
Newton,2014-2015,0.0022,2015-08-01
Newton,2011-2012,0.0049,2012-08-01
Newton,2018-2019,0.0194,2019-08-01
Nolan,2010-2011,0.0013,2011-08-01
Nolan,2015-2016,0.0054,2016-08-01
Nolan,2016-2017,0.0045,2017-08-01
Nolan,2014-2015,0.0032,2015-08-01
Nolan,2011-2012,0.0025,2012-08-01
Nolan,2012-2013,0.0046,2013-08-01
Nolan,2017-2018,0.0061,2018-08-01
Nolan,2013-2014,0.0045,2014-08-01
Nolan,2018-2019,0.0086,2019-08-01
Nueces,2015-2016,0.0052,2016-08-01
Nueces,2013-2014,0.0035,2014-08-01
Nueces,2018-2019,0.0076,2019-08-01
Nueces,2012-2013,0.0035,2013-08-01
Nueces,2010-2011,0.0021,2011-08-01
Nueces,2011-2012,0.0025,2012-08-01
Nueces,2016-2017,0.0059,2017-08-01
Nueces,2017-2018,0.0069,2018-08-01
Nueces,2014-2015,0.0047,2015-08-01
Ochiltree,2016-2017,0.0026,2017-08-01
Ochiltree,2013-2014,0.0043,2014-08-01
Ochiltree,2010-2011,0.0027,2011-08-01
Ochiltree,2018-2019,0.0065,2019-08-01
Ochiltree,2012-2013,0.0035,2013-08-01
Ochiltree,2017-2018,0.0042,2018-08-01
Ochiltree,2014-2015,0.0021,2015-08-01
Ochiltree,2011-2012,0.0022,2012-08-01
Ochiltree,2015-2016,0.0013,2016-08-01
Oldham,2014-2015,0.0145,2015-08-01
Oldham,2018-2019,0.0233,2019-08-01
Oldham,2016-2017,0.0113,2017-08-01
Oldham,2011-2012,0.0055,2012-08-01
Oldham,2013-2014,0.0094,2014-08-01
Oldham,2012-2013,0.0145,2013-08-01
Oldham,2010-2011,0.0034,2011-08-01
Oldham,2015-2016,0.0128,2016-08-01
Oldham,2017-2018,0.0121,2018-08-01
Orange,2010-2011,0.0073,2011-08-01
Orange,2011-2012,0.0081,2012-08-01
Orange,2014-2015,0.0075,2015-08-01
Orange,2013-2014,0.0029,2014-08-01
Orange,2017-2018,0.0094,2018-08-01
Orange,2012-2013,0.0045,2013-08-01
Orange,2018-2019,0.0127,2019-08-01
Orange,2016-2017,0.0101,2017-08-01
Orange,2015-2016,0.0066,2016-08-01
Palo Pinto,2012-2013,0.0107,2013-08-01
Palo Pinto,2010-2011,0.0078,2011-08-01
Palo Pinto,2016-2017,0.011,2017-08-01
Palo Pinto,2017-2018,0.0148,2018-08-01
Palo Pinto,2011-2012,0.0079,2012-08-01
Palo Pinto,2013-2014,0.0095,2014-08-01
Palo Pinto,2015-2016,0.0096,2016-08-01
Palo Pinto,2018-2019,0.0147,2019-08-01
Palo Pinto,2014-2015,0.0092,2015-08-01
Panola,2013-2014,0.0032,2014-08-01
Panola,2016-2017,0.0065,2017-08-01
Panola,2015-2016,0.0049,2016-08-01
Panola,2018-2019,0.0112,2019-08-01
Panola,2017-2018,0.0078,2018-08-01
Panola,2014-2015,0.0025,2015-08-01
Panola,2010-2011,0.0025,2011-08-01
Panola,2012-2013,0.0041,2013-08-01
Panola,2011-2012,0.002,2012-08-01
Parker,2015-2016,0.013,2016-08-01
Parker,2012-2013,0.008,2013-08-01
Parker,2016-2017,0.0161,2017-08-01
Parker,2010-2011,0.006,2011-08-01
Parker,2018-2019,0.0198,2019-08-01
Parker,2014-2015,0.014,2015-08-01
Parker,2017-2018,0.0178,2018-08-01
Parker,2011-2012,0.0075,2012-08-01
Parker,2013-2014,0.0114,2014-08-01
Parmer,2013-2014,0.0063,2014-08-01
Parmer,2016-2017,0.0093,2017-08-01
Parmer,2017-2018,0.0085,2018-08-01
Parmer,2015-2016,0.0095,2016-08-01
Parmer,2011-2012,0.0043,2012-08-01
Parmer,2014-2015,0.0053,2015-08-01
Parmer,2012-2013,0.0059,2013-08-01
Parmer,2018-2019,0.0081,2019-08-01
Parmer,2010-2011,0.0022,2011-08-01
Pecos,2017-2018,0.0037,2018-08-01
Pecos,2011-2012,0.0018,2012-08-01
Pecos,2012-2013,0.0015,2013-08-01
Pecos,2013-2014,0.0031,2014-08-01
Pecos,2018-2019,0.0055,2019-08-01
Pecos,2010-2011,0,2011-08-01
Pecos,2016-2017,0.0035,2017-08-01
Pecos,2015-2016,0.0023,2016-08-01
Pecos,2014-2015,0.002,2015-08-01
Polk,2015-2016,0.0054,2016-08-01
Polk,2013-2014,0.0048,2014-08-01
Polk,2012-2013,0.0032,2013-08-01
Polk,2017-2018,0.0076,2018-08-01
Polk,2011-2012,0.0031,2012-08-01
Polk,2014-2015,0.0055,2015-08-01
Polk,2010-2011,0.004,2011-08-01
Polk,2016-2017,0.0048,2017-08-01
Polk,2018-2019,0.0091,2019-08-01
Potter,2015-2016,0.009,2016-08-01
Potter,2012-2013,0.0092,2013-08-01
Potter,2017-2018,0.0121,2018-08-01
Potter,2014-2015,0.0095,2015-08-01
Potter,2010-2011,0.0081,2011-08-01
Potter,2011-2012,0.008,2012-08-01
Potter,2018-2019,0.0128,2019-08-01
Potter,2016-2017,0.0117,2017-08-01
Potter,2013-2014,0.0094,2014-08-01
Presidio,2011-2012,0.0011,2012-08-01
Presidio,2018-2019,0.0048,2019-08-01
Presidio,2017-2018,0.0033,2018-08-01
Presidio,2013-2014,0.0006,2014-08-01
Presidio,2012-2013,0.0006,2013-08-01
Presidio,2014-2015,0.0012,2015-08-01
Presidio,2010-2011,0.0022,2011-08-01
Presidio,2015-2016,0.0017,2016-08-01
Presidio,2016-2017,0.0012,2017-08-01
Rains,2014-2015,0.0116,2015-08-01
Rains,2010-2011,0.0006,2011-08-01
Rains,2012-2013,0.0031,2013-08-01
Rains,2018-2019,0.0225,2019-08-01
Rains,2015-2016,0.0285,2016-08-01
Rains,2013-2014,0.0045,2014-08-01
Rains,2017-2018,,2018-08-01
Rains,2011-2012,0.0006,2012-08-01
Rains,2016-2017,0.0196,2017-08-01
Randall,2016-2017,0.0175,2017-08-01
Randall,2011-2012,0.0127,2012-08-01
Randall,2017-2018,0.0185,2018-08-01
Randall,2012-2013,0.013,2013-08-01
Randall,2013-2014,0.0147,2014-08-01
Randall,2014-2015,0.0167,2015-08-01
Randall,2018-2019,0.0205,2019-08-01
Randall,2010-2011,0.0121,2011-08-01
Randall,2015-2016,0.0166,2016-08-01
Reagan,2010-2011,0,2011-08-01
Reagan,2017-2018,0,2018-08-01
Reagan,2018-2019,0,2019-08-01
Reagan,2011-2012,0,2012-08-01
Reagan,2016-2017,0,2017-08-01
Reagan,2015-2016,0,2016-08-01
Reagan,2013-2014,0.0012,2014-08-01
Reagan,2014-2015,0,2015-08-01
Reagan,2012-2013,0,2013-08-01
Real,2012-2013,0.0092,2013-08-01
Real,2011-2012,0.0075,2012-08-01
Real,2013-2014,0.0105,2014-08-01
Real,2016-2017,0.0126,2017-08-01
Real,2010-2011,0.0101,2011-08-01
Real,2014-2015,0.0107,2015-08-01
Real,2015-2016,0.0155,2016-08-01
Real,2017-2018,0.0076,2018-08-01
Real,2018-2019,0.0123,2019-08-01
Red River,2010-2011,0.0057,2011-08-01
Red River,2016-2017,0.0115,2017-08-01
Red River,2018-2019,0.0106,2019-08-01
Red River,2012-2013,0.0106,2013-08-01
Red River,2015-2016,0.0121,2016-08-01
Red River,2014-2015,0.0116,2015-08-01
Red River,2013-2014,0.0119,2014-08-01
Red River,2011-2012,0.008,2012-08-01
Red River,2017-2018,0.0085,2018-08-01
Reeves,2016-2017,0.0039,2017-08-01
Reeves,2014-2015,0.0036,2015-08-01
Reeves,2013-2014,0.0038,2014-08-01
Reeves,2018-2019,0.0038,2019-08-01
Reeves,2010-2011,0.0035,2011-08-01
Reeves,2011-2012,0.0018,2012-08-01
Reeves,2012-2013,0.0034,2013-08-01
Reeves,2017-2018,0.0037,2018-08-01
Reeves,2015-2016,0.0031,2016-08-01
Refugio,2013-2014,0.0089,2014-08-01
Refugio,2016-2017,0.0097,2017-08-01
Refugio,2010-2011,0.005,2011-08-01
Refugio,2012-2013,0.0076,2013-08-01
Refugio,2014-2015,0.0091,2015-08-01
Refugio,2018-2019,0.0165,2019-08-01
Refugio,2015-2016,0.0081,2016-08-01
Refugio,2011-2012,0.0075,2012-08-01
Refugio,2017-2018,0.0138,2018-08-01
Roberts,2011-2012,0,2012-08-01
Roberts,2016-2017,0,2017-08-01
Roberts,2014-2015,0,2015-08-01
Roberts,2015-2016,0,2016-08-01
Roberts,2017-2018,0,2018-08-01
Roberts,2018-2019,0.0048,2019-08-01
Roberts,2012-2013,0.0146,2013-08-01
Roberts,2013-2014,0,2014-08-01
Roberts,2010-2011,0.0052,2011-08-01
Robertson,2012-2013,0.0034,2013-08-01
Robertson,2015-2016,0.0026,2016-08-01
Robertson,2011-2012,0.003,2012-08-01
Robertson,2017-2018,0.0029,2018-08-01
Robertson,2013-2014,0.0414,2014-08-01
Robertson,2010-2011,0.0026,2011-08-01
Robertson,2016-2017,0.0035,2017-08-01
Robertson,2014-2015,0.0011,2015-08-01
Robertson,2018-2019,0.0054,2019-08-01
Rockwall,2011-2012,0.0116,2012-08-01
Rockwall,2015-2016,0.0149,2016-08-01
Rockwall,2016-2017,0.0177,2017-08-01
Rockwall,2012-2013,0.0133,2013-08-01
Rockwall,2014-2015,0.0141,2015-08-01
Rockwall,2010-2011,0.0094,2011-08-01
Rockwall,2013-2014,0.0144,2014-08-01
Rockwall,2017-2018,0.02,2018-08-01
Rockwall,2018-2019,0.0227,2019-08-01
Runnels,2011-2012,0.0041,2012-08-01
Runnels,2015-2016,0.0106,2016-08-01
Runnels,2010-2011,0.002,2011-08-01
Runnels,2012-2013,0.0098,2013-08-01
Runnels,2018-2019,0.0079,2019-08-01
Runnels,2013-2014,0.0091,2014-08-01
Runnels,2014-2015,0.0088,2015-08-01
Runnels,2016-2017,0.0103,2017-08-01
Runnels,2017-2018,0.0079,2018-08-01
Rusk,2015-2016,0.0027,2016-08-01
Rusk,2012-2013,0.0014,2013-08-01
Rusk,2016-2017,0.0041,2017-08-01
Rusk,2010-2011,0.001,2011-08-01
Rusk,2018-2019,0.0074,2019-08-01
Rusk,2014-2015,0.0022,2015-08-01
Rusk,2017-2018,0.005,2018-08-01
Rusk,2011-2012,0.0025,2012-08-01
Rusk,2013-2014,0.0016,2014-08-01
Sabine,2012-2013,0.0032,2013-08-01
Sabine,2014-2015,0.0032,2015-08-01
Sabine,2015-2016,0.0067,2016-08-01
Sabine,2011-2012,0.0005,2012-08-01
Sabine,2017-2018,0.0133,2018-08-01
Sabine,2010-2011,0.0021,2011-08-01
Sabine,2013-2014,0.0031,2014-08-01
Sabine,2018-2019,0.0168,2019-08-01
Sabine,2016-2017,0.0083,2017-08-01
San Augustine,2010-2011,0.0046,2011-08-01
San Augustine,2011-2012,0.0038,2012-08-01
San Augustine,2016-2017,0.0058,2017-08-01
San Augustine,2014-2015,0.0045,2015-08-01
San Augustine,2015-2016,0.0049,2016-08-01
San Augustine,2012-2013,0.0043,2013-08-01
San Augustine,2017-2018,0.0037,2018-08-01
San Augustine,2013-2014,0.0071,2014-08-01
San Augustine,2018-2019,0.0066,2019-08-01
San Jacinto,2011-2012,0.0068,2012-08-01
San Jacinto,2010-2011,0.0014,2011-08-01
San Jacinto,2014-2015,0.005,2015-08-01
San Jacinto,2015-2016,0.0058,2016-08-01
San Jacinto,2016-2017,0.0062,2017-08-01
San Jacinto,2017-2018,0.0057,2018-08-01
San Jacinto,2013-2014,0.0033,2014-08-01
San Jacinto,2012-2013,0.0053,2013-08-01
San Jacinto,2018-2019,0.0085,2019-08-01
San Patricio,2012-2013,0.0057,2013-08-01
San Patricio,2016-2017,0.0049,2017-08-01
San Patricio,2018-2019,0.0066,2019-08-01
San Patricio,2017-2018,0.005,2018-08-01
San Patricio,2010-2011,0.0026,2011-08-01
San Patricio,2015-2016,0.0045,2016-08-01
San Patricio,2014-2015,0.0041,2015-08-01
San Patricio,2011-2012,0.0033,2012-08-01
San Patricio,2013-2014,0.0062,2014-08-01
San Saba,2018-2019,0.019,2019-08-01
San Saba,2013-2014,0.0089,2014-08-01
San Saba,2011-2012,0.0067,2012-08-01
San Saba,2014-2015,0.0068,2015-08-01
San Saba,2010-2011,0.0045,2011-08-01
