GEO.id,GEOID,GEO.display-label,Census 2010,Base2010,Est2010,Est2011,Est2012,Est2013,Est2014,Est2015,Est2016,Est2017,Est2018,City,PerCng-10-18,PrcCng-11-12,PrcCng-12-13,PrcCng-13-14,PrcCng-14-15,PrcCng-15-16,PrcCng-16-17,PrcCng-17-18,Latitude,Longitude                                                                                                 
1620000US4805000,4805000,"Austin city, Texas",790390.0,802078,806423,828694,854841,875463,901734,921545,939768,951750,964254,Austin ,0.1957173840527862,0.031552056609556726,0.02412378442306815,0.030008121416895975,0.021969893560628746,0.01977440059899408,0.012749955308118599,0.013137903861308116,30.300455,-97.751242
1620000US4805732,4805732,"Bartlett city, Texas",1623.0,2698,2710,2719,2740,2746,2743,2742,2726,1734,1742,Bartlett ,-0.35719557195571955,0.007723427730783376,0.0021897810218978104,-0.0010924981791697013,-0.0003645643456069996,-0.005835156819839533,-0.36390315480557595,0.00461361014994233,30.794853000000003,-97.43229699999999
1620000US4805864,4805864,"Bastrop city, Texas",7218.0,7355,7373,7479,7594,7742,8064,8420,8688,9038,9420,Bastrop ,0.2776346127763461,0.015376387217542453,0.019489070318672638,0.04159132007233273,0.0441468253968254,0.031828978622327794,0.04028545119705341,0.04226598805045364,30.111584000000004,-97.322724
1620000US4806242,4806242,"Bear Creek village, Texas",382.0,382,383,387,389,396,403,419,433,445,461,Bear Creek ,0.20365535248041775,0.00516795865633075,0.017994858611825194,0.017676767676767676,0.03970223325062035,0.03341288782816229,0.02771362586605081,0.035955056179775284,30.182557,-97.939981
1620000US4807156,4807156,"Bee Cave city, Texas",3925.0,3985,4059,4499,4918,5359,6041,6421,6668,6686,6765,Bee Cave ,0.6666666666666666,0.09313180706823738,0.08967059780398536,0.12726254898301922,0.06290349279920543,0.03846752842236412,0.0026994601079784043,0.011815734370326054,30.307684000000002,-97.962591
1620000US4810197,4810197,"Briarcliff village, Texas",1438.0,1435,1446,1502,1556,1577,1601,1638,1682,1721,1769,Briarcliff ,0.22337482710926695,0.03595206391478029,0.013496143958868894,0.015218769816106531,0.0231105559025609,0.026862026862026864,0.02318668252080856,0.02789076118535735,30.409278999999998,-98.044528
1620000US4811080,4811080,"Buda city, Texas",7295.0,7350,7558,8645,9343,10117,11391,13630,14914,16143,16449,Buda ,1.176369409896798,0.08074031231925968,0.08284276998822648,0.12592665810022735,0.19655868668246862,0.0942039618488628,0.0824057932144294,0.018955584463854303,30.084449,-97.844378
1620000US4813552,4813552,"Cedar Park city, Texas",48937.0,55117,55778,58849,61521,64843,67223,69612,72602,75606,76999,Cedar Park ,0.3804546595431891,0.04540433992081429,0.05399782188195901,0.03670403898647502,0.035538431786739655,0.04295236453485031,0.04137627062615355,0.018424463666904742,30.510238,-97.819808
1620000US4817312,4817312,"Coupland city, Texas",,277,279,286,293,295,299,302,307,309,310,Coupland ,0.1111111111111111,0.024475524475524476,0.006825938566552901,0.013559322033898305,0.010033444816053512,0.016556291390728478,0.006514657980456026,0.003236245954692557,30.456926,-97.39236600000001
1620000US4817612,4817612,"Creedmoor city, Texas",202.0,201,202,211,216,218,221,221,220,218,227,Creedmoor ,0.12376237623762376,0.023696682464454975,0.009259259259259259,0.013761467889908258,0.0,-0.004524886877828055,-0.00909090909090909,0.04128440366972477,30.095861,-97.745367
1620000US4821424,4821424,"Dripping Springs city, Texas",1788.0,2020,2025,2031,2079,2097,2234,2486,3124,3870,4667,Dripping Springs ,1.3046913580246913,0.023633677991137372,0.008658008658008658,0.0653314258464473,0.11280214861235452,0.25663716814159293,0.23879641485275288,0.20594315245478037,30.192007,-98.081001
1620000US4823044,4823044,"Elgin city, Texas",8135.0,8290,8299,8361,8581,8650,8847,9238,9650,9934,10207,Elgin ,0.22990721773707676,0.026312642028465495,0.008041020860039622,0.02277456647398844,0.04419577257827512,0.04459839792162806,0.029430051813471504,0.027481377088785987,30.351203,-97.38757199999999
1620000US4826136,4826136,"Florence city, Texas",1136.0,1137,1144,1169,1196,1205,1222,1235,1255,1263,1271,Florence ,0.11101398601398602,0.023096663815226688,0.007525083612040134,0.014107883817427386,0.010638297872340425,0.016194331983805668,0.006374501992031873,0.006334125098970704,30.841040999999997,-97.792679
1620000US4829336,4829336,"Georgetown city, Texas",47400.0,47483,48008,50298,52466,54807,58937,63463,66934,70505,74180,Georgetown ,0.5451591401433095,0.04310310549127202,0.04461937254602981,0.07535533782181109,0.07679386463511885,0.05469328585159857,0.053351062240415935,0.052123962839514926,30.668135999999997,-97.69874399999999
1620000US4830548,4830548,"Granger city, Texas",1419.0,1417,1424,1449,1457,1463,1487,1498,1510,1509,1517,Granger ,0.06530898876404495,0.005521048999309869,0.004118050789293068,0.016404647983595352,0.007397444519166106,0.00801068090787717,-0.0006622516556291391,0.005301524188204109,30.718294,-97.441141
1620000US4832906,4832906,"Hays city, Texas",217.0,217,217,219,220,224,229,236,244,250,261,Hays ,0.20276497695852536,0.0045662100456621,0.01818181818181818,0.022321428571428572,0.03056768558951965,0.03389830508474576,0.02459016393442623,0.044,30.121515000000002,-97.872394
