CAMPUS,CPETBILC,CPETBILP,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVOCC,CPETVOCP
"011901106",120,15.6,75,9.8,79,10.3,239,31.2
"011901107",318,44.7,20,2.8,71,10,0,0
"011901108",209,25.9,85,10.5,91,11.3,0,0
"011901109",249,30.8,35,4.3,83,10.3,0,0
"011901110",325,49.2,11,1.7,71,10.7,0,0
"011902001",81,6.3,89,6.9,104,8,1113,86.1
"011902003",0,0,0,0,0,0,0,0
"011902004",2,6.9,0,0,4,13.8,1,3.4
"011902041",122,13.2,120,13,106,11.4,167,18
"011902101",245,40.2,45,7.4,41,6.7,0,0
"011902102",333,42.9,40,5.1,57,7.3,0,0
"011902103",147,23.6,61,9.8,69,11.1,0,0
"011904002",7,1.4,43,8.4,43,8.4,408,79.7
"011904041",14,3.6,42,10.7,44,11.2,0,0
"011904101",26,6.7,31,8,29,7.5,0,0
"011904102",36,7.7,9,1.9,21,4.5,0,0
"011905101",55,26.7,8,3.9,21,10.2,0,0
"012901001",0,0,11,6.8,14,8.7,154,95.7
"012901042",0,0,5,3,20,12.1,0,0
"012901101",2,0.7,2,0.7,29,10.9,0,0
"013801101",7,1.6,23,5.1,24,5.3,0,0
"013901001",9,0.9,82,8.6,74,7.7,812,85
"013901041",3,0.5,38,6.5,68,11.6,57,9.8
"013901101",23,4.8,18,3.8,39,8.2,0,0
"013901102",23,4.3,12,2.3,50,9.4,0,0
"013901104",11,2.4,31,6.8,46,10,0,0
"013901105",12,3.1,0,0,36,9.3,0,0
"013902101",7,3.8,9,4.9,16,8.8,0,0
"013903001",0,0,12,5.1,29,12.3,177,75
"013903101",3,1.5,5,2.6,22,11.3,0,0
"013905001",1,0.4,25,9.8,20,7.8,238,93
"013905041",2,1,17,8.3,23,11.3,24,11.8
"013905101",5,1.5,0,0,38,11.1,0,0
"014801001",0,0,0,0,25,18.5,107,79.3
"014801002",0,0,0,0,26,6.6,138,35.2
"014801003",3,1.6,0,0,10,5.5,92,50.3
"014801004",0,0,0,0,29,15.9,147,80.8
"014801005",2,1.3,0,0,3,2,146,96.7
"014801006",0,0,0,0,19,11.2,158,93.5
"014801007",0,0,0,0,32,11,241,82.8
"014801008",0,0,0,0,18,10.7,134,79.3
"014802001",0,0,0,0,1,1.4,30,41.7
"014803001",0,0,0,0,10,6.6,0,0
"014803002",2,1.7,0,0,12,10,0,0
"014803003",0,0,0,0,11,7.7,0,0
"014803004",6,3,0,0,19,9.6,0,0
"014803101",3,1,0,0,36,11.9,0,0
"014804002",1,1.9,0,0,17,32.7,0,0
"014804003",0,0,0,0,18,56.3,0,0
"014804004",1,2.2,0,0,28,62.2,0,0
"014804005",2,2.8,0,0,7,9.9,6,8.5
"014804006",6,0.5,0,0,77,6.9,25,2.2
"014901001",1,0.2,35,8.5,34,8.2,341,82.6
"014901041",9,2.2,40,9.9,34,8.4,0,0
"014901101",47,8.7,16,3,28,5.2,0,0
"014902001",43,10.9,5,1.3,42,10.6,135,34.2
"014903001",95,3.6,232,8.8,306,11.6,1898,72.2
"014903005",2,0.4,68,15.2,24,5.4,371,83
"014903043",33,4.3,89,11.7,99,13,34,4.5
"014903044",85,10.7,112,14.1,86,10.9,24,3
"014903045",18,2.1,119,13.9,111,13,27,3.2
"014903102",6,2.3,27,10.3,18,6.9,0,0
"014903103",19,5.5,17,4.9,39,11.3,0,0
"014903104",122,31.2,14,3.6,26,6.6,0,0
"014903108",8,1.2,72,11,54,8.2,0,0
"014903109",136,23,48,8.1,52,8.8,0,0
"014903111",15,2.2,52,7.6,67,9.8,0,0
"014903116",11,2.4,22,4.9,53,11.7,0,0
"014903117",7,1.1,33,5.1,71,11.1,0,0
"014903118",114,17.6,33,5.1,68,10.5,0,0
"014903119",57,17,0,0,30,8.9,0,0
"014905001",4,1.9,27,12.9,18,8.6,204,97.6
"014905041",1,0.6,9,5.4,14,8.4,0,0
"014905101",15,5.5,2,0.7,22,8,0,0
"014906001",100,4.5,121,5.4,300,13.5,1294,58.1
"014906002",88,3.3,135,5.1,323,12.3,1901,72.1
"014906004",0,0,0,0,11,15.7,53,75.7
"014906006",12,3.4,3,0.9,22,6.3,149,42.7
"014906007",56,2.4,173,7.4,222,9.4,1315,55.9
"014906008",83,3.9,62,2.9,295,13.7,1284,59.7
"014906009",2,3.9,1,2,13,25.5,0,0
"014906022",0,0,0,0,4,33.3,0,0
"014906025",0,0,0,0,6,22.2,4,14.8
"014906026",0,0,0,0,1,20,0,0
"014906042",96,14.7,15,2.3,115,17.6,112,17.1
"014906043",49,6.9,27,3.8,127,17.8,110,15.4
"014906044",52,7.2,33,4.6,116,16,121,16.7
"014906045",15,2.8,22,4,67,12.3,80,14.7
"014906046",44,6,43,5.8,104,14.1,146,19.8
"014906048",60,6.5,33,3.6,130,14,154,16.6
"014906049",20,2.2,41,4.6,98,10.9,138,15.4
"014906050",46,5.5,21,2.5,111,13.4,139,16.8
"014906051",25,2.8,77,8.8,82,9.3,148,16.8
"014906052",21,4.5,26,5.5,64,13.6,72,15.3
"014906053",54,4.3,60,4.8,140,11.2,197,15.8
"014906100",1,7.1,0,0,2,14.3,0,0
"014906102",55,10.3,13,2.4,55,10.3,0,0
"014906103",51,9.1,1,0.2,90,16,0,0
"014906105",176,23.4,13,1.7,76,10.1,0,0
"014906108",29,4,27,3.7,58,8,0,0
"014906109",321,42,7,0.9,69,9,0,0
"014906110",210,24.9,8,1,69,8.2,0,0
"014906111",26,5.5,7,1.5,53,11.3,0,0
"014906112",100,18.5,2,0.4,69,12.8,0,0
"014906113",55,9.6,1,0.2,79,13.7,0,0
"014906115",43,6.2,40,5.8,67,9.7,0,0
"014906116",33,5.4,7,1.1,34,5.5,0,0
"014906117",40,6.1,10,1.5,30,4.6,0,0
"014906119",30,4.6,5,0.8,78,12.1,0,0
"014906120",68,7.1,6,0.6,66,6.9,0,0
"014906121",65,7.3,51,5.8,84,9.5,0,0
"014906122",85,7.6,16,1.4,111,9.9,0,0
"014906123",48,5.8,40,4.9,69,8.4,0,0
"014906124",45,6.1,21,2.9,49,6.7,0,0
"014906125",42,6.7,9,1.4,69,11,0,0
"014906126",32,6.2,13,2.5,75,14.5,0,0
"014906127",269,35,4,0.5,91,11.8,0,0
"014906128",29,4.4,15,2.3,92,14.1,0,0
"014906129",68,9,20,2.7,68,9,0,0
"014906130",46,6.1,25,3.3,78,10.3,0,0
"014906131",59,6.1,23,2.4,95,9.8,0,0
"014906132",37,5.9,5,0.8,69,11,0,0
"014906133",57,5.2,39,3.6,89,8.2,0,0
"014906135",62,6.4,20,2.1,117,12.1,0,0
"014906136",47,4.8,40,4.1,120,12.3,0,0
"014906137",60,10.4,16,2.8,78,13.5,0,0
"014906138",71,6.9,18,1.7,82,7.9,0,0
"014906139",67,8,22,2.6,66,7.9,0,0
"014907001",6,2,37,12.1,24,7.9,253,83
"014907041",5,2.9,21,12,13,7.4,39,22.3
"014907043",0,0,0,0,0,0,0,0
"014907102",23,6.1,11,2.9,21,5.6,0,0
"014908001",21,4.4,29,6.1,22,4.6,386,80.6
"014908005",0,0,1,33.3,1,33.3,1,33.3
"014908041",42,8.7,26,5.4,17,3.5,0,0
"014908042",14,6,20,8.6,18,7.8,48,20.7
"014908101",45,12.4,3,0.8,19,5.2,0,0
"014909002",64,3.3,226,11.8,181,9.4,1606,83.7
"014909005",2,4.7,1,2.3,8,18.6,13,30.2
"014909008",4,4.8,0,0,6,7.2,48,57.8
"014909041",40,6.2,48,7.4,54,8.4,132,20.5
"014909042",59,9.1,89,13.7,53,8.1,0,0
"014909044",45,9.2,50,10.2,78,16,87,17.8
"014909101",77,12.6,0,0,35,5.7,0,0
"014909102",18,4.7,18,4.7,40,10.4,0,0
"014909107",127,16.1,48,6.1,41,5.2,0,0
"014909110",14,3,31,6.6,46,9.8,0,0
"014909111",18,3.4,56,10.6,50,9.4,0,0
"014909114",5,1.1,23,5,45,9.7,0,0
"014909116",21,4.3,33,6.8,56,11.5,0,0
"014909117",6,1.2,71,14.2,40,8,0,0
"014909118",375,69.3,21,3.9,32,5.9,0,0
"014909198",1,25,0,0,0,0,1,25
"014910001",4,0.9,36,8.5,35,8.3,343,80.9
"014910041",5,1.5,25,7.4,39,11.5,0,0
"014910101",22,5,24,5.4,55,12.4,0,0
"014910103",9,3.5,6,2.3,24,9.2,0,0
"015801001",1,0.6,0,0,22,12.6,90,51.7
"015801002",0,0,0,0,5,6.5,69,89.6
"015801003",0,0,0,0,8,7.9,3,3
"015802001",158,15,0,0,44,4.2,55,5.2
"015802004",2,2.9,0,0,11,15.9,0,0
"015803101",32,6.8,0,0,17,3.6,0,0
"015805001",3,4.3,0,0,2,2.9,0,0
"015805041",16,7.2,0,0,31,13.9,0,0
"015805101",54,14.1,0,0,22,5.7,0,0
"015806001",5,6.7,0,0,11,14.7,72,96
"015806003",3,4.8,0,0,2,3.2,62,98.4
"015806041",11,8.2,0,0,18,13.4,70,52.2
"015806101",96,27.6,0,0,14,4,0,0
"015806103",25,15.8,0,0,22,13.9,0,0
"015806105",21,9.3,0,0,3,1.3,0,0
"015806106",9,8.2,0,0,6,5.5,0,0
"015807001",7,6,1,0.9,14,12,0,0
"015807002",6,2.6,6,2.6,25,10.7,102,43.8
"015807004",14,6.1,15,6.5,33,14.3,183,79.2
"015807005",2,1.6,6,4.8,15,11.9,103,81.7
"015807101",29,15.2,10,5.2,13,6.8,0,0
"015808001",3,2.3,0,0,57,43.5,0,0
"015808003",0,0,0,0,21,21,0,0
"015808005",7,4.3,0,0,95,57.9,0,0
"015808006",8,8.9,0,0,20,22.2,0,0
"015808007",7,12.3,0,0,15,26.3,0,0
"015808009",2,1.5,0,0,20,14.6,0,0
"015808010",0,0,0,0,42,44.7,0,0
"015809101",83,19.2,0,0,51,11.8,0,0
"015814001",15,8.7,0,0,18,10.5,11,6.4
"015815001",41,27.9,0,0,8,5.4,0,0
"015815041",80,27.9,0,0,10,3.5,222,77.4
"015815101",3,13.6,0,0,7,31.8,0,0
"015815103",3,3.1,0,0,4,4.1,0,0
"015815104",3,11.5,0,0,7,26.9,0,0
"015816001",7,3.2,1,0.5,10,4.5,221,100
"015819002",2,2.2,0,0,15,16.1,62,66.7
"015819102",15,7.7,0,0,11,5.7,0,0
"015819105",1,0.7,0,0,18,12.1,69,46.3
"015819106",0,0,0,0,1,1.1,0,0
"015819107",2,2.1,11,11.6,7,7.4,0,0
"015819108",11,8.8,0,0,4,3.2,0,0
"015820001",0,0,34,10.4,61,18.6,220,67.1
"015820002",0,0,0,0,4,4.1,0,0
"015822001",95,7.4,25,1.9,103,8,42,3.3
"015822002",22,9.9,7,3.2,24,10.8,0,0
"015822004",50,46.7,3,2.8,3,2.8,0,0
"015822005",15,5.1,32,10.9,26,8.8,0,0
"015822006",6,2.1,11,3.9,29,10.2,0,0
"015822007",374,30.8,63,5.2,39,3.2,98,8.1
"015822008",30,14.9,2,1,6,3,0,0
"015822009",60,9.3,0,0,35,5.4,10,1.6
"015823001",3,5.3,0,0,6,10.5,25,43.9
"015825101",60,22.9,0,0,22,8.4,0,0
"015826001",54,10.3,0,0,47,9,44,8.4
"015826041",111,25.8,0,0,27,6.3,0,0
"015826042",125,27.3,0,0,45,9.8,0,0
"015826101",395,100,0,0,28,7.1,0,0
"015826102",112,98.2,0,0,3,2.6,0,0
"015827001",13,3.1,22,5.2,30,7.1,174,40.9
"015827002",39,9.3,34,8.1,29,6.9,0,0
"015828001",93,10.3,42,4.7,49,5.4,188,20.8
"015828002",64,10.2,21,3.4,37,5.9,35,5.6
"015828003",89,13.8,68,10.5,30,4.6,242,37.4
"015828004",160,32.1,22,4.4,20,4,0,0
"015828005",117,24.5,16,3.4,22,4.6,124,26
"015830001",98,7.1,51,3.7,58,4.2,714,52.1
"015830101",7,3,2,0.9,8,3.4,0,0
"015830102",7,4.1,4,2.3,6,3.5,0,0
"015831001",40,9.8,32,7.8,25,6.1,0,0
"015831002",19,2.8,30,4.5,47,7,51,7.6
"015832001",32,28.8,7,6.3,10,9,42,37.8
"015833001",3,1.9,0,0,20,12.7,60,38
"015834001",2,0.3,0,0,0,0,0,0
"015834002",0,0,0,0,0,0,0,0
"015835001",5,1.2,0,0,15,3.7,0,0
"015835002",6,3.7,0,0,5,3,0,0
"015836001",7,2.7,0,0,7,2.7,0,0
"015901001",15,1,314,20.3,101,6.5,553,35.7
"015901041",52,4.6,269,24,63,5.6,0,0
"015901101",51,6.3,128,15.9,62,7.7,0,0
"015901102",41,11.5,0,0,35,9.9,0,0
"015901104",134,14.4,138,14.8,73,7.8,0,0
"015904001",141,7.2,161,8.2,216,11,1405,71.8
"015904002",97,5.4,152,8.5,212,11.8,1329,74.2
"015904003",3,15.8,0,0,8,42.1,4,21.1
"015904004",7,3.9,2,1.1,17,9.4,55,30.6
"015904007",0,0,0,0,2,66.7,0,0
"015904008",0,0,0,0,2,40,0,0
"015904010",0,0,0,0,9,100,0,0
"015904011",4,3.3,16,13.1,3,2.5,122,100
"015904041",135,15.6,82,9.5,91,10.5,337,39
"015904042",167,20.8,55,6.8,77,9.6,348,43.3
"015904043",113,16,95,13.5,82,11.6,385,54.6
"015904044",65,10.9,64,10.7,60,10,252,42.1
"015904045",0,0,0,0,4,19,10,47.6
"015904046",0,0,0,0,1,100,0,0
"015904047",0,0,1,14.3,7,100,0,0
"015904048",4,8.3,0,0,3,6.3,11,22.9
"015904101",183,33,31,5.6,50,9,0,0
"015904102",176,24.5,15,2.1,64,8.9,0,0
"015904103",147,27.5,3,0.6,48,9,0,0
"015904104",237,47.3,23,4.6,34,6.8,0,0
"015904105",250,30.6,18,2.2,81,9.9,0,0
"015904106",293,34.7,20,2.4,54,6.4,0,0
"015904107",231,33.7,21,3.1,45,6.6,0,0
"015904108",125,15.8,25,3.2,53,6.7,0,0
"015904109",206,40.7,20,4,38,7.5,0,0
"015904110",126,27.2,26,5.6,26,5.6,0,0
"015904113",154,28.3,13,2.4,47,8.6,0,0
"015904114",120,21.6,26,4.7,44,7.9,0,0
"015904115",0,0,0,0,4,100,0,0
"015904116",162,26.4,25,4.1,37,6,0,0
"015904117",0,0,0,0,0,0,0,0
"015905002",93,6.9,113,8.4,153,11.3,1181,87.4
"015905003",127,10.2,133,10.7,154,12.4,998,80.2
"015905041",172,13.8,102,8.2,141,11.3,0,0
"015905042",4,12.9,2,6.5,5,16.1,4,12.9
"015905044",133,26.7,72,14.5,45,9,0,0
"015905046",61,12.5,51,10.4,62,12.7,0,0
"015905104",166,27.7,21,3.5,40,6.7,0,0
"015905106",126,22,16,2.8,43,7.5,0,0
"015905108",108,20.3,9,1.7,35,6.6,0,0
"015905109",103,19.6,7,1.3,41,7.8,0,0
"015905110",172,29.2,46,7.8,68,11.5,0,0
"015905112",227,27.8,43,5.3,64,7.8,0,0
"015905113",125,20.4,10,1.6,54,8.8,0,0
"015905114",132,23.9,32,5.8,45,8.1,0,0
"015905116",103,17.5,19,3.2,37,6.3,0,0
"015905117",105,21.6,31,6.4,31,6.4,0,0
"015905118",92,25.3,0,0,22,6,0,0
"015905124",31,13.5,0,0,3,1.3,0,0
"015905125",86,21.6,0,0,40,10,0,0
"015906001",0,0,30,8.1,17,4.6,285,77.2
"015906041",0,0,36,11.6,12,3.9,48,15.5
"015906101",5,0.8,34,5.5,44,7.2,0,0
"015907001",140,7,214,10.7,232,11.7,1556,78.2
"015907002",161,11.6,157,11.3,156,11.2,1121,80.5
"015907003",210,12.4,157,9.3,194,11.5,1286,76.2
"015907004",10,2.8,57,16.1,18,5.1,334,94.6
"015907005",125,7.5,104,6.3,245,14.8,1414,85.1
"015907006",80,8.1,53,5.3,191,19.2,842,84.8
"015907007",131,7.9,107,6.4,231,13.9,1368,82.4
"015907008",225,13.2,115,6.8,247,14.5,1385,81.5
"015907014",34,13.3,0,0,61,23.9,97,38
"015907020",1,25,0,0,0,0,1,25
"015907022",0,0,86,21.4,1,0.2,64,15.9
"015907023",0,0,136,32.8,0,0,31,7.5
"015907024",3,2,0,0,3,2,27,18.2
"015907025",9,9.2,12,12.2,3,3.1,0,0
"015907041",54,8.7,27,4.4,103,16.6,0,0
"015907043",65,11.6,26,4.6,94,16.7,28,5
"015907046",43,11.4,7,1.9,81,21.4,0,0
"015907047",106,13.4,58,7.3,85,10.7,0,0
"015907049",167,20.4,53,6.5,96,11.8,0,0
"015907050",114,11.1,42,4.1,163,15.8,0,0
"015907051",47,12.2,22,5.7,58,15.1,141,36.6
"015907053",72,15.9,36,7.9,58,12.8,0,0
"015907054",112,15.9,62,8.8,88,12.5,122,17.3
"015907055",78,10,108,13.9,100,12.9,0,0
"015907057",60,10.5,22,3.8,81,14.1,114,19.9
"015907058",82,14.6,29,5.2,102,18.2,66,11.8
"015907059",192,22.5,46,5.4,111,13,0,0
"015907061",85,10.5,64,7.9,82,10.1,150,18.5
"015907064",1,2.9,1,2.9,33,97.1,2,5.9
"015907101",211,34.1,13,2.1,57,9.2,0,0
"015907102",51,16.9,18,6,28,9.3,0,0
"015907103",90,16.9,4,0.8,41,7.7,0,0
"015907105",0,0,4,0.7,37,6.7,0,0
"015907106",116,23.2,20,4,44,8.8,0,0
"015907107",271,53.8,52,10.3,29,5.8,0,0
"015907110",86,11.6,7,0.9,39,5.3,0,0
"015907111",98,17.4,1,0.2,40,7.1,0,0
"015907112",178,30.6,7,1.2,40,6.9,0,0
"015907114",0,0,6,1.1,34,6,0,0
"015907116",124,20,18,2.9,40,6.5,0,0
"015907117",81,29.7,4,1.5,32,11.7,0,0
"015907118",318,35.6,3,0.3,78,8.7,0,0
"015907119",74,20.1,6,1.6,34,9.2,0,0
"015907121",238,38.9,25,4.1,34,5.6,0,0
"015907123",88,23.8,10,2.7,20,5.4,0,0
"015907124",0,0,15,3.9,31,8,0,0
"015907125",0,0,8,1.3,48,8,0,0
"015907126",135,25.3,3,0.6,39,7.3,0,0
"015907127",0,0,2,0.7,23,8.2,0,0
"015907129",242,29.2,63,7.6,60,7.2,0,0
"015907131",0,0,5,2.6,26,13.4,0,0
"015907132",153,29.5,23,4.4,42,8.1,0,0
"015907134",120,17.8,6,0.9,45,6.7,0,0
"015907135",128,18.4,24,3.4,55,7.9,0,0
"015907136",143,24.4,8,1.4,43,7.3,0,0
"015907137",0,0,11,2.1,49,9.1,0,0
"015907139",0,0,8,2.1,47,12.5,0,0
"015907140",90,19.4,6,1.3,33,7.1,0,0
"015907141",118,23.3,10,2,47,9.3,0,0
"015907142",3,0.6,6,1.3,41,8.6,0,0
"015907143",0,0,21,7.5,26,9.3,0,0
"015907144",66,15.2,27,6.2,57,13.2,0,0
"015907146",64,28.3,9,4,19,8.4,0,0
"015907147",118,23,5,1,47,9.2,0,0
"015907148",127,19.2,4,0.6,56,8.5,0,0
"015907149",172,33.1,8,1.5,53,10.2,0,0
"015907150",127,18.5,6,0.9,102,14.9,0,0
"015907153",116,32.9,16,4.5,42,11.9,0,0
"015907155",218,34.4,18,2.8,61,9.6,0,0
"015907156",131,31.6,9,2.2,33,8,0,0
"015907157",96,34.8,0,0,15,5.4,0,0
"015907158",122,28.8,9,2.1,36,8.5,0,0
"015907160",117,29.6,16,4.1,32,8.1,0,0
"015907161",242,35.2,24,3.5,45,6.6,0,0
"015907162",0,0,12,2.5,61,12.8,0,0
"015907164",129,19.7,14,2.1,68,10.4,0,0
"015907165",107,20.7,2,0.4,40,7.7,0,0
"015907167",28,8.6,9,2.8,21,6.4,0,0
"015907168",183,32.4,15,2.7,28,5,0,0
"015907169",119,26.7,1,0.2,32,7.2,0,0
"015907172",77,16.8,14,3.1,25,5.4,0,0
"015907173",0,0,3,0.7,28,6.4,0,0
"015907174",167,33.1,14,2.8,50,9.9,0,0
"015907175",137,22.3,31,5.1,63,10.3,0,0
"015907176",172,30.4,26,4.6,51,9,0,0
"015907179",97,13,36,4.8,65,8.7,0,0
"015907182",11,6.5,1,0.6,5,2.9,53,31.2
"015907184",0,0,0,0,0,0,0,0
"015907186",0,0,0,0,7,38.9,0,0
"015907194",0,0,0,0,2,18.2,0,0
