CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"057910052",274,42.5,0,35,5.4,78,12.1,0,0,0,0,274,42.5,0,35,5.4,78,12.1,0,.
"057910053",332,39.7,123,45,5.4,50,6,112,91.1,320,38.2,332,39.7,123,45,5.4,50,6,112,91.1
"057910055",8,28.6,0,0,0,1,3.6,0,0,0,0,8,28.6,0,0,0,1,3.6,0,.
"057910101",231,41.3,0,23,4.1,38,6.8,0,0,0,0,231,41.1,0,23,4.1,41,7.3,0,.
"057910102",288,49.6,0,30,5.2,72,12.4,0,0,0,0,288,49.6,0,30,5.2,72,12.4,0,.
"057910104",159,36.4,0,12,2.7,30,6.9,0,0,0,0,159,36.4,0,12,2.7,30,6.9,0,.
"057910106",83,14.2,0,27,4.6,109,18.7,0,0,0,0,83,14.2,0,27,4.6,109,18.7,0,.
"057910109",362,49.1,0,34,4.6,75,10.2,0,0,0,0,362,49.1,0,34,4.6,75,10.2,0,.
"057910113",309,49,0,19,3,51,8.1,0,0,0,0,309,49,0,19,3,51,8.1,0,.
"057910118",255,49.6,0,23,4.5,42,8.2,0,0,0,0,255,49.5,0,23,4.5,43,8.3,0,.
"057910119",258,30.9,0,28,3.4,54,6.5,0,0,0,0,258,30.9,0,28,3.4,55,6.6,0,.
"057910120",122,29.4,0,32,7.7,38,9.2,0,0,0,0,122,29.4,0,32,7.7,38,9.2,0,.
"057910121",42,4.2,0,121,12,67,6.6,0,0,0,0,42,4.2,0,121,12,68,6.7,0,.
"057910122",160,38.2,0,29,6.9,31,7.4,0,0,0,0,160,38.1,0,29,6.9,32,7.6,0,.
"057910123",44,8.7,0,47,9.3,63,12.5,0,0,0,0,44,8.7,0,47,9.3,64,12.7,0,.
"057910124",345,61.2,0,19,3.4,55,9.8,0,0,0,0,345,61.2,0,19,3.4,55,9.8,0,.
"057910125",75,11.5,0,42,6.4,75,11.5,0,0,65,9.9,75,11.5,0,42,6.4,75,11.5,0,.
"057910126",136,22.2,0,39,6.4,48,7.8,0,0,0,0,136,22.2,0,39,6.4,48,7.8,0,.
"057910128",178,43.2,0,13,3.2,90,21.8,0,0,0,0,178,43.2,0,13,3.2,90,21.8,0,.
"057910129",224,30.6,0,46,6.3,65,8.9,0,0,0,0,224,30.6,0,46,6.3,65,8.9,0,.
"057910130",285,45.6,0,21,3.4,56,9,0,0,0,0,285,45.6,0,21,3.4,56,9,0,.
"057910131",379,61.9,0,25,4.1,56,9.2,0,0,0,0,379,61.9,0,25,4.1,56,9.2,0,.
"057910132",232,49,0,16,3.4,75,15.9,0,0,0,0,232,49,0,16,3.4,75,15.9,0,.
"057910134",269,66.1,0,0,0,82,20.1,0,0,0,0,269,65.5,0,0,0,86,20.9,0,.
"057910135",8,5.4,0,149,100,2,1.3,0,0,68,45.6,8,5.4,0,149,100,2,1.3,0,.
"057910136",46,19.7,0,0,0,21,9,0,0,0,0,46,19.7,0,0,0,21,9,0,.
"057910137",649,84,0,17,2.2,87,11.3,0,0,0,0,649,84,0,17,2.2,87,11.3,0,.
"057910138",344,54.6,0,0,0,34,5.4,0,0,0,0,344,54.6,0,0,0,34,5.4,0,.
"057911001",22,1,2219,378,17,157,7.1,18,0.8,1094,49.3,22,1,2219,378,17,157,7.1,18,0.8
"057911041",14,1.2,0,212,18.5,83,7.2,0,0,223,19.4,14,1.2,0,212,18.4,86,7.5,0,.
"057911101",1,0.2,0,31,6.1,57,11.1,0,0,0,0,1,0.2,0,31,6.1,57,11.1,0,.
"057911102",0,0,0,29,4.8,70,11.7,0,0,0,0,0,0,0,29,4.7,81,13.3,0,.
"057911103",1,0.2,0,43,6.7,77,12,0,0,0,0,1,0.2,0,43,6.7,77,12,0,.
"057911104",33,4.9,0,42,6.3,72,10.7,0,0,0,0,33,4.7,0,42,6,95,13.6,0,.
"057911105",10,1,0,176,17.1,93,9,0,0,0,0,10,1,0,176,17,95,9.2,0,.
"057912002",943,34.6,2724,323,11.9,218,8,2057,75.5,2374,87.2,953,34.9,2734,323,11.8,218,8,2058,75.3
"057912003",774,28.3,2732,330,12.1,242,8.9,2176,79.6,2537,92.9,774,28.3,2733,330,12.1,242,8.9,2176,79.6
"057912004",725,28.8,2517,302,12,211,8.4,2025,80.5,2291,91,726,28.8,2523,303,12,211,8.4,2029,80.4
"057912005",172,56,307,14,4.6,10,3.3,214,69.7,259,84.4,177,56.5,313,14,4.5,10,3.2,216,69
"057912006",347,20.6,1683,319,19,75,4.5,1591,94.5,1641,97.5,350,20.8,1686,319,18.9,75,4.4,1594,94.5
"057912007",7,38.9,18,0,0,2,11.1,15,83.3,15,83.3,7,38.9,18,0,0,2,11.1,15,83.3
"057912041",335,36.8,0,165,18.1,104,11.4,0,0,91,10,335,36.8,0,165,18.1,104,11.4,0,.
"057912042",403,39.7,0,179,17.7,66,6.5,0,0,117,11.5,403,39.7,0,179,17.7,66,6.5,0,.
"057912043",530,51.3,0,211,20.4,85,8.2,0,0,147,14.2,530,51.3,0,211,20.4,85,8.2,0,.
"057912044",288,35.6,0,177,21.9,63,7.8,0,0,106,13.1,288,35.6,0,177,21.9,63,7.8,0,.
"057912045",494,49.8,0,174,17.6,71,7.2,0,0,146,14.7,494,49.8,0,174,17.6,71,7.2,0,.
"057912046",289,30.2,0,153,16,94,9.8,0,0,144,15,289,30.2,0,154,16.1,94,9.8,0,.
"057912048",368,37.6,0,192,19.6,64,6.5,0,0,160,16.3,368,37.6,0,192,19.6,64,6.5,0,.
"057912050",342,34.2,0,188,18.8,77,7.7,0,0,157,15.7,342,34.2,0,188,18.8,77,7.7,0,.
"057912101",539,71.3,0,102,13.5,51,6.7,0,0,0,0,539,71.3,0,102,13.5,51,6.7,0,.
"057912102",459,61.1,0,106,14.1,55,7.3,0,0,0,0,459,61.1,0,106,14.1,55,7.3,0,.
"057912103",370,63.4,0,76,13,69,11.8,0,0,0,0,370,62.7,0,76,12.9,70,11.9,0,.
"057912105",531,75,0,82,11.6,46,6.5,0,0,0,0,531,75,0,82,11.6,46,6.5,0,.
"057912106",465,66.4,0,111,15.9,74,10.6,0,0,0,0,465,66.4,0,111,15.9,74,10.6,0,.
"057912107",317,42.4,0,79,10.6,70,9.4,0,0,0,0,317,42.4,0,79,10.6,70,9.4,0,.
"057912108",443,55.9,0,71,9,74,9.3,0,0,0,0,443,55.9,0,71,9,74,9.3,0,.
"057912109",483,72.9,0,100,15.1,45,6.8,0,0,0,0,483,72.9,0,100,15.1,45,6.8,0,.
"057912111",300,46.6,0,73,11.3,58,9,0,0,0,0,300,46.6,0,73,11.3,58,9,0,.
"057912112",427,56,0,85,11.1,56,7.3,0,0,0,0,427,56,0,85,11.1,56,7.3,0,.
"057912113",446,58.1,0,139,18.1,82,10.7,0,0,0,0,446,57.8,0,139,18,84,10.9,0,.
"057912114",428,66.9,0,93,14.5,55,8.6,0,0,0,0,428,66.9,0,93,14.5,55,8.6,0,.
"057912116",582,69.5,0,77,9.2,57,6.8,0,0,0,0,582,69.2,0,77,9.2,59,7,0,.
"057912118",301,52.3,0,143,24.9,55,9.6,0,0,0,0,302,52.3,0,143,24.8,56,9.7,0,.
"057912119",317,50.8,0,71,11.4,72,11.5,0,0,0,0,317,50.4,0,71,11.3,73,11.6,0,.
"057912120",331,45.6,0,120,16.5,79,10.9,0,0,0,0,331,45.6,0,120,16.5,79,10.9,0,.
"057912121",377,50.5,0,91,12.2,55,7.4,0,0,0,0,377,50.5,0,91,12.2,55,7.4,0,.
"057912122",475,71.4,0,84,12.6,59,8.9,0,0,0,0,475,71.4,0,84,12.6,59,8.9,0,.
"057912123",393,48.8,0,81,10.1,66,8.2,0,0,0,0,394,48.9,0,81,10,66,8.2,0,.
"057912124",256,44.4,0,126,21.8,60,10.4,0,0,0,0,256,44.3,0,126,21.8,60,10.4,0,.
"057912161",382,61.4,0,0,0,45,7.2,0,0,0,0,388,61,0,0,0,59,9.3,0,.
"057912162",386,71.5,0,0,0,41,7.6,0,0,0,0,387,70,0,0,0,51,9.2,0,.
"057912163",389,71.8,0,0,0,36,6.6,0,0,0,0,392,70.4,0,0,0,51,9.2,0,.
"057913001",83,4,2098,193,9.2,184,8.8,1578,75.2,1899,90.5,83,3.9,2103,193,9.2,187,8.9,1579,75.1
"057913041",91,8.5,0,98,9.2,113,10.6,0,0,424,39.6,91,8.5,0,98,9.2,113,10.6,0,.
"057913042",38,6.7,0,72,12.7,69,12.2,0,0,54,9.5,38,6.7,0,72,12.7,69,12.2,0,.
"057913101",22,3,0,48,6.5,60,8.1,0,0,0,0,22,3,0,48,6.5,60,8.1,0,.
"057913102",283,39.3,0,42,5.8,31,4.3,0,0,0,0,283,39.3,0,42,5.8,31,4.3,0,.
"057913103",45,6.5,0,69,9.9,47,6.7,0,0,0,0,45,6.5,0,69,9.9,47,6.7,0,.
"057913106",2,0.5,0,44,10.1,38,8.7,0,0,0,0,2,0.5,0,44,10.1,39,8.9,0,.
"057913107",3,0.7,0,24,5.2,63,13.7,0,0,0,0,3,0.7,0,24,5.2,63,13.7,0,.
"057913109",5,0.7,0,29,4.3,36,5.3,0,0,0,0,5,0.7,0,29,4.3,36,5.3,0,.
"057913111",0,0,1,0,0,0,0,1,100,1,100,0,0,1,0,0,0,0,1,100
"057914001",353,13.5,2615,159,6.1,264,10.1,419,16,2316,88.6,353,13.4,2627,159,6.1,276,10.5,419,15.9
"057914002",411,16.4,2512,159,6.3,246,9.8,337,13.4,1993,79.3,411,16.3,2514,159,6.3,248,9.9,337,13.4
"057914003",360,16.7,2162,131,6.1,197,9.1,372,17.2,1830,84.6,360,16.6,2167,131,6,201,9.3,372,17.2
"057914004",141,7.8,1807,175,9.7,181,10,296,16.4,1460,80.8,141,7.8,1814,175,9.6,188,10.4,296,16.3
"057914005",346,11.9,2899,230,7.9,256,8.8,341,11.8,2426,83.7,347,12,2902,230,7.9,258,8.9,341,11.8
"057914007",2,18.2,8,0,0,1,9.1,0,0,0,0,2,18.2,8,0,0,1,9.1,0,0
"057914041",248,20.1,0,125,10.1,120,9.7,0,0,350,28.3,248,20,0,125,10.1,124,10,0,.
"057914042",298,32.6,0,95,10.4,116,12.7,0,0,283,30.9,298,32.6,0,95,10.4,116,12.7,0,.
"057914043",232,29,0,75,9.4,132,16.5,0,0,170,21.3,232,29,0,75,9.4,132,16.5,0,.
"057914044",267,29.3,0,96,10.5,99,10.9,0,0,215,23.6,267,29.3,0,96,10.5,99,10.9,0,.
"057914045",367,39.1,0,83,8.8,109,11.6,0,0,202,21.5,367,39.1,0,83,8.8,109,11.6,0,.
"057914046",216,15.9,0,170,12.5,168,12.3,0,0,355,26.1,216,15.9,0,170,12.5,168,12.3,0,.
"057914047",216,19.6,0,131,11.9,117,10.6,0,0,311,28.2,216,19.6,0,131,11.9,117,10.6,0,.
"057914048",452,30.7,0,129,8.8,172,11.7,0,0,392,26.6,452,30.7,0,129,8.8,172,11.7,0,.
"057914049",360,30.1,0,119,10,157,13.1,0,0,312,26.1,360,30.1,0,119,10,157,13.1,0,.
"057914101",191,29.2,0,20,3.1,83,12.7,0,0,0,0,191,28.9,0,20,3,92,13.9,0,.
"057914102",239,43.7,0,28,5.1,97,17.7,0,0,0,0,239,43,0,28,5,101,18.2,0,.
"057914103",222,48.2,0,14,3,77,16.7,0,0,0,0,222,48.2,0,14,3,77,16.7,0,.
"057914104",338,39.3,0,24,2.8,101,11.8,0,0,0,0,338,39.3,0,24,2.8,101,11.8,0,.
"057914105",260,47.2,0,15,2.7,80,14.5,0,0,0,0,260,47.2,0,15,2.7,80,14.5,0,.
"057914106",311,49,0,16,2.5,78,12.3,0,0,0,0,311,49,0,16,2.5,78,12.3,0,.
"057914107",185,54.3,0,8,2.3,42,12.3,0,0,0,0,185,54.3,0,8,2.3,42,12.3,0,.
"057914108",271,45.1,0,14,2.3,62,10.3,0,0,0,0,271,45.1,0,14,2.3,62,10.3,0,.
"057914109",36,10.2,0,12,3.4,46,13,0,0,0,0,36,10.2,0,12,3.4,46,13,0,.
"057914110",241,35.9,0,37,5.5,67,10,0,0,0,0,241,35.9,0,37,5.5,67,10,0,.
"057914111",257,41.4,0,22,3.5,79,12.7,0,0,0,0,257,41.4,0,22,3.5,79,12.7,0,.
"057914112",216,32.4,0,19,2.8,78,11.7,0,0,0,0,216,32.4,0,19,2.8,78,11.7,0,.
"057914113",229,38.9,0,19,3.2,90,15.3,0,0,0,0,229,38.9,0,19,3.2,90,15.3,0,.
"057914114",346,51.6,0,11,1.6,78,11.6,0,0,0,0,346,51.6,0,11,1.6,78,11.6,0,.
"057914115",158,45.4,0,14,4,60,17.2,0,0,0,0,164,45.1,0,14,3.8,76,20.9,0,.
"057914116",332,55.1,0,12,2,58,9.6,0,0,0,0,332,55.1,0,12,2,58,9.6,0,.
"057914117",209,48.9,0,17,4,51,11.9,0,0,0,0,209,48.9,0,17,4,51,11.9,0,.
"057914118",194,42.3,0,17,3.7,53,11.5,0,0,0,0,194,42.3,0,17,3.7,53,11.5,0,.
"057914119",39,10.1,0,22,5.7,51,13.2,0,0,0,0,39,10.1,0,22,5.7,51,13.2,0,.
"057914120",53,15.2,0,9,2.6,65,18.6,0,0,0,0,53,15.2,0,9,2.6,65,18.6,0,.
"057914121",128,22,0,17,2.9,93,16,0,0,0,0,129,21.6,0,17,2.8,102,17.1,0,.
"057914122",28,15.1,0,10,5.4,36,19.4,0,0,0,0,28,15.1,0,10,5.4,36,19.4,0,.
"057914123",46,12,0,12,3.1,52,13.5,0,0,0,0,46,12,0,12,3.1,52,13.5,0,.
"057914124",177,30.4,0,23,3.9,92,15.8,0,0,0,0,177,30.4,0,23,3.9,92,15.8,0,.
"057914125",61,15.7,0,20,5.2,45,11.6,0,0,0,0,61,15.7,0,20,5.2,45,11.6,0,.
"057914126",33,8.4,0,7,1.8,57,14.5,0,0,0,0,33,8.4,0,7,1.8,57,14.5,0,.
"057914127",38,7,0,17,3.1,60,11,0,0,0,0,38,7,0,17,3.1,60,11,0,.
"057914128",186,41.2,0,8,1.8,58,12.8,0,0,0,0,186,41.2,0,8,1.8,58,12.8,0,.
"057914129",39,8.8,0,14,3.2,68,15.4,0,0,0,0,39,8.8,0,14,3.2,68,15.4,0,.
"057914130",144,23.3,0,23,3.7,71,11.5,0,0,0,0,144,23.3,0,23,3.7,71,11.5,0,.
"057914131",352,56.9,0,11,1.8,59,9.5,0,0,0,0,352,56.9,0,11,1.8,59,9.5,0,.
"057914132",461,49,0,32,3.4,130,13.8,0,0,0,0,461,49,0,32,3.4,130,13.8,0,.
"057914133",667,73.2,0,20,2.2,95,10.4,0,0,0,0,667,73.2,0,20,2.2,95,10.4,0,.
"057916002",542,19.7,2749,362,13.2,260,9.5,882,32.1,1843,67,542,19.7,2749,362,13.2,260,9.5,882,32.1
"057916003",384,13.9,2763,566,20.5,284,10.3,1012,36.6,1927,69.7,384,13.9,2763,566,20.5,284,10.3,1012,36.6
"057916004",348,14.7,2370,485,20.5,212,8.9,714,30.1,1457,61.5,350,14.7,2373,485,20.4,212,8.9,714,30.1
"057916005",432,17.1,2533,273,10.8,320,12.6,1066,42.1,1949,76.9,433,17.1,2535,273,10.8,321,12.7,1066,42.1
"057916006",18,25.4,47,2,2.8,11,15.5,17,36.2,39,54.9,18,25.4,47,2,2.8,11,15.5,17,36.2
"057916008",2,33.3,3,0,0,1,16.7,1,33.3,1,16.7,2,33.3,3,0,0,1,16.7,1,33.3
"057916042",140,16.1,0,144,16.6,107,12.3,0,0,398,45.8,140,16.1,0,144,16.6,107,12.3,0,.
"057916044",175,21.9,0,167,20.9,104,13,0,0,337,42.2,175,21.9,0,167,20.9,104,13,0,.
"057916045",159,22.2,0,143,19.9,89,12.4,0,0,343,47.8,159,22.2,0,143,19.9,89,12.4,0,.
"057916047",215,25.7,0,88,10.5,109,13.1,0,0,481,57.6,215,25.7,0,88,10.5,109,13.1,0,.
"057916048",98,14.6,0,133,19.9,57,8.5,0,0,275,41.1,98,14.6,0,133,19.9,57,8.5,0,.
"057916049",180,28,0,36,5.6,82,12.8,0,0,338,52.6,180,28,0,36,5.6,82,12.8,0,.
"057916050",84,12.7,0,103,15.6,93,14.1,0,0,365,55.3,84,12.7,0,103,15.6,93,14.1,0,.
"057916051",186,26.5,0,146,20.8,65,9.2,0,0,253,36,186,26.5,0,146,20.8,65,9.2,0,.
"057916101",66,11.3,0,67,11.5,72,12.3,0,0,0,0,66,11.3,0,67,11.5,72,12.3,0,.
"057916102",4,1.4,0,38,13.1,45,15.5,0,0,0,0,4,1.4,0,38,13,47,16,0,.
"057916103",449,75,0,25,4.2,64,10.7,0,0,0,0,449,74.8,0,25,4.2,65,10.8,0,.
"057916104",278,62.2,0,16,3.6,73,16.3,0,0,0,0,278,62.2,0,16,3.6,73,16.3,0,.
"057916105",139,20.1,0,56,8.1,85,12.3,0,0,0,0,139,20.1,0,56,8.1,85,12.3,0,.
"057916106",289,59.3,0,25,5.1,82,16.8,0,0,0,0,289,59.3,0,25,5.1,82,16.8,0,.
"057916107",148,21.7,0,54,7.9,96,14.1,0,0,0,0,148,21.1,0,54,7.7,114,16.3,0,.
"057916108",10,2,0,47,9.5,54,10.9,0,0,0,0,10,2,0,47,9.5,55,11.1,0,.
"057916109",130,31.6,0,10,2.4,81,19.7,0,0,0,0,130,31.5,0,10,2.4,83,20.1,0,.
"057916110",188,39.7,0,26,5.5,79,16.7,0,0,0,0,188,39.7,0,26,5.5,79,16.7,0,.
"057916111",195,41.5,0,27,5.7,72,15.3,0,0,0,0,195,41.4,0,27,5.7,73,15.5,0,.
"057916112",182,33.8,0,14,2.6,84,15.6,0,0,0,0,182,33.8,0,14,2.6,85,15.8,0,.
"057916113",279,68.4,0,19,4.7,70,17.2,0,0,0,0,279,68.4,0,19,4.7,70,17.2,0,.
"057916114",346,48.9,0,14,2,95,13.4,0,0,0,0,346,48.9,0,14,2,95,13.4,0,.
"057916115",351,67.4,0,18,3.5,73,14,0,0,0,0,351,67.4,0,18,3.5,73,14,0,.
"057916116",305,39.8,0,40,5.2,77,10.1,0,0,0,0,305,39.8,0,40,5.2,77,10.1,0,.
"057916117",33,3.6,0,103,11.2,94,10.2,0,0,0,0,33,3.6,0,103,11.2,96,10.4,0,.
"057916118",48,11.7,0,28,6.8,56,13.7,0,0,0,0,48,11.7,0,28,6.8,58,14.1,0,.
"057916119",301,67.3,0,0,0,67,15,0,0,0,0,301,66.3,0,0,0,74,16.3,0,.
"057916120",330,55.3,0,10,1.7,86,14.4,0,0,0,0,330,55.3,0,10,1.7,86,14.4,0,.
"057916121",201,34.7,0,20,3.5,103,17.8,0,0,0,0,201,34.7,0,20,3.5,103,17.8,0,.
"057916122",40,6.1,0,79,12.1,78,12,0,0,0,0,40,6.1,0,79,12.1,78,12,0,.
"057916123",7,2.1,0,46,14.1,25,7.6,0,0,0,0,7,2.1,0,46,14,26,7.9,0,.
"057916124",99,29.8,0,18,5.4,52,15.7,0,0,0,0,99,29.7,0,18,5.4,53,15.9,0,.
"057916125",116,24.3,0,36,7.5,53,11.1,0,0,0,0,116,24.2,0,36,7.5,56,11.7,0,.
"057916126",371,45.7,0,14,1.7,76,9.4,0,0,0,0,371,45.7,0,14,1.7,76,9.4,0,.
"057916127",60,17.3,0,25,7.2,60,17.3,0,0,0,0,60,15.7,0,25,6.5,96,25.1,0,.
"057916128",35,4.2,0,109,13.1,99,11.9,0,0,0,0,35,4.2,0,109,13.1,99,11.9,0,.
"057916129",144,33.6,0,10,2.3,69,16.1,0,0,0,0,144,33.6,0,10,2.3,69,16.1,0,.
"057916130",200,32.4,0,12,1.9,76,12.3,0,0,0,0,200,32.3,0,12,1.9,77,12.4,0,.
"057916131",52,12,0,30,6.9,79,18.2,0,0,0,0,52,12,0,30,6.9,79,18.2,0,.
"057916132",31,6.1,0,56,11,68,13.3,0,0,0,0,31,6,0,56,10.9,71,13.8,0,.
"057916133",39,11.7,0,18,5.4,64,19.2,0,0,0,0,39,11.6,0,18,5.4,67,19.9,0,.
"057916134",63,11,0,48,8.4,70,12.2,0,0,0,0,63,11,0,48,8.4,72,12.5,0,.
"057916135",406,57.7,0,13,1.8,62,8.8,0,0,0,0,406,57.6,0,13,1.8,63,8.9,0,.
"057916137",731,80.2,0,11,1.2,95,10.4,0,0,0,0,731,80.2,0,11,1.2,95,10.4,0,.
"057916142",181,30.6,0,61,10.3,91,15.4,0,0,0,0,181,30.6,0,61,10.3,91,15.4,0,.
"057916143",281,38.6,0,10,1.4,65,8.9,0,0,0,0,281,38.6,0,10,1.4,65,8.9,0,.
"057916144",253,38.3,0,11,1.7,98,14.8,0,0,0,0,253,38.2,0,11,1.7,100,15.1,0,.
"057916145",634,84,0,10,1.3,72,9.5,0,0,0,0,634,84,0,10,1.3,72,9.5,0,.
"057916146",118,19.8,0,8,1.3,70,11.8,0,0,0,0,118,19.8,0,8,1.3,70,11.8,0,.
"057919001",10,1.7,583,70,12,61,10.5,479,82.2,564,96.7,10,1.7,583,70,12,61,10.5,479,82.2
"057919041",12,2.5,0,53,11.1,50,10.5,0,0,65,13.6,12,2.5,0,53,11.1,50,10.5,0,.
"057919101",72,15.7,0,28,6.1,57,12.4,0,0,0,0,72,15.6,0,28,6,60,13,0,.
"057919201",27,5.9,0,51,11.2,77,16.9,0,0,0,0,27,5.9,0,51,11.2,77,16.9,0,.
"057922001",146,4,3688,943,25.6,199,5.4,1410,38.2,2798,75.9,146,4,3692,945,25.6,199,5.4,1411,38.2
"057922003",6,1.7,345,56,16.2,23,6.7,123,35.7,285,82.6,6,1.7,347,56,16.1,23,6.6,124,35.7
"057922007",0,0,3,1,33.3,0,0,1,33.3,1,33.3,0,0,3,1,33.3,0,0,1,33.3
"057922042",54,5,0,224,20.9,62,5.8,0,0,0,0,54,5,0,224,20.9,62,5.8,0,.
"057922043",110,10.3,0,192,18,67,6.3,0,0,0,0,110,10.3,0,192,18,67,6.3,0,.
"057922044",97,8.6,0,249,22.1,103,9.2,0,0,0,0,97,8.6,0,250,22.2,103,9.1,0,.
"057922101",21,5.9,0,17,4.8,46,13,0,0,0,0,21,5.9,0,17,4.8,47,13.2,0,.
"057922103",94,21.1,0,24,5.4,62,13.9,0,0,0,0,94,20.9,0,24,5.3,66,14.7,0,.
"057922105",55,10.5,0,33,6.3,60,11.5,0,0,0,0,55,10.5,0,33,6.3,60,11.5,0,.
"057922106",295,57.6,0,34,6.6,56,10.9,0,0,0,0,295,57.1,0,34,6.6,61,11.8,0,.
"057922107",102,20,0,23,4.5,59,11.6,0,0,0,0,102,19.9,0,23,4.5,62,12.1,0,.
"057922108",93,18.3,0,26,5.1,58,11.4,0,0,0,0,93,18.1,0,26,5.1,63,12.3,0,.
"057922109",77,15.4,0,35,7,54,10.8,0,0,0,0,77,15.2,0,35,6.9,60,11.9,0,.
"057922110",240,42.9,0,18,3.2,48,8.6,0,0,0,0,240,42.8,0,18,3.2,48,8.6,0,.
"057922111",290,48.9,0,34,5.7,45,7.6,0,0,0,0,290,48.9,0,34,5.7,45,7.6,0,.
"057922112",150,22.3,0,19,2.8,46,6.8,0,0,0,0,150,22.2,0,19,2.8,48,7.1,0,.
"057922113",205,29.3,0,23,3.3,46,6.6,0,0,0,0,205,29.3,0,23,3.3,46,6.6,0,.
"058902001",9,6.5,14,6,4.3,13,9.4,13,92.9,24,17.4,9,6.5,14,6,4.3,13,9.4,13,92.9
"058905001",17,6.3,59,13,4.8,11,4.1,58,98.3,75,27.7,17,6.3,59,13,4.8,11,4.1,58,98.3
"058906001",83,4.6,494,136,7.6,233,13,455,92.1,457,25.4,83,4.6,495,136,7.5,236,13.1,455,91.9
"058909001",35,13.2,55,25,9.4,21,7.9,54,98.2,73,27.4,35,13.2,55,25,9.4,21,7.9,54,98.2
"059901001",109,9.9,1101,45,4.1,99,9,652,59.2,984,89.4,114,10.3,1111,45,4.1,99,8.9,652,58.7
"059901004",6,17.1,35,0,0,3,8.6,3,8.6,15,42.9,6,15.8,38,0,0,3,7.9,3,7.9
"059901042",100,16.2,0,16,2.6,68,11,0,0,0,0,100,16.2,0,16,2.6,68,11,0,.
"059901043",30,10,0,17,5.7,18,6,0,0,173,57.7,30,10,0,17,5.7,18,6,0,.
"059901101",96,23.1,0,11,2.6,50,12,0,0,0,0,96,23.1,0,11,2.6,50,12,0,.
"059901102",142,35.8,0,9,2.3,49,12.3,0,0,0,0,144,36,0,9,2.3,52,13,0,.
"059901103",119,30.7,0,9,2.3,53,13.7,0,0,0,0,119,30.7,0,9,2.3,53,13.7,0,.
"059901104",118,24.7,0,19,4,52,10.9,0,0,0,0,118,24.7,0,19,4,52,10.9,0,.
"059901107",75,26,0,0,0,44,15.3,0,0,0,0,75,25.8,0,0,0,47,16.2,0,.
"059902101",18,12.1,0,2,1.3,22,14.8,0,0,0,0,18,12.1,0,2,1.3,22,14.8,0,.
"060902001",2,0.9,231,36,15.6,30,13,117,50.6,224,97,2,0.9,231,36,15.6,30,13,117,50.6
"060902041",3,1.8,0,23,13.6,20,11.8,0,0,67,39.6,3,1.8,0,23,13.6,20,11.8,0,.
"060902101",10,2.5,0,40,10.1,41,10.3,0,0,0,0,10,2.5,0,40,10,43,10.8,0,.
"060914001",0,0,40,2,3,19,28.8,22,55,43,65.2,0,0,40,2,3,19,28.8,22,55
"060914102",6,10.5,0,3,5.3,6,10.5,0,0,0,0,6,10.5,0,3,5.3,6,10.5,0,.
"061802003",180,69.8,0,0,0,15,5.8,0,0,0,0,180,69.8,0,0,0,15,5.8,0,.
"061802004",20,9.4,0,0,0,24,11.3,0,0,0,0,20,9.4,0,0,0,24,11.3,0,.
"061802005",45,24.9,0,0,0,20,11,0,0,0,0,45,24.9,0,0,0,20,11,0,.
"061804001",36,7.2,0,46,9.2,38,7.6,0,0,0,0,36,7.2,0,46,9.2,38,7.6,0,.
"061804002",29,3.7,312,82,10.5,55,7,45,14.4,391,50,29,3.7,312,82,10.5,56,7.2,45,14.4
"061805001",28,4.7,24,85,14.4,56,9.5,0,0,0,0,28,4.7,24,85,14.4,56,9.5,0,0
"061901002",349,16.4,2130,234,11,261,12.3,1206,56.6,1712,80.4,349,16.4,2131,234,11,261,12.2,1206,56.6
"061901003",272,13.5,2015,285,14.1,239,11.9,943,46.8,1448,71.9,273,13.5,2025,285,14.1,239,11.8,945,46.7
"061901005",7,12.3,40,1,1.8,15,26.3,4,10,29,50.9,7,12.3,40,1,1.8,15,26.3,4,10
"061901006",0,0,4,0,0,2,40,1,25,1,20,0,0,4,0,0,2,40,1,25
"061901007",159,6.1,2626,386,14.7,216,8.2,1669,63.6,2105,80.2,159,6.1,2626,386,14.7,216,8.2,1669,63.6
"061901008",73,3.1,2319,197,8.5,244,10.5,1247,53.8,1844,79.5,73,3.1,2321,197,8.5,246,10.6,1247,53.7
"061901039",8,11.6,69,0,0,3,4.3,6,8.7,18,26.1,8,11.6,69,0,0,3,4.3,6,8.7
"061901040",7,11.5,49,1,1.6,16,26.2,0,0,51,83.6,7,11.5,49,1,1.6,16,26.2,0,0
"061901041",85,9.3,0,134,14.7,78,8.6,0,0,410,45,85,9.3,0,134,14.6,83,9.1,0,.
"061901044",266,28.2,0,152,16.1,140,14.8,0,0,200,21.2,266,28.2,0,152,16.1,140,14.8,0,.
"061901045",196,27.2,0,121,16.8,95,13.2,0,0,94,13.1,196,27.2,0,121,16.8,95,13.2,0,.
"061901046",176,21.4,0,124,15.1,105,12.8,0,0,95,11.6,176,21.4,0,124,15.1,105,12.8,0,.
