CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,DISTNAME,DISTRICT
"014906119","HAY BRANCH EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906120","WILLOW SPRINGS EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906121","MOUNTAIN VIEW EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906122","REECES CREEK EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906123","CLEAR CREEK EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906124","CEDAR VALLEY EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906125","BROOKHAVEN EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906126","VENABLE VILLAGE EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906127","TRIMMIER EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906128","MONTAGUE VILLAGE EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906129","MAXDALE EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906130","IRA CROSS JR EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906131","IDUMA EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906132","OVETA CULP HOBBY EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906133","TIMBER RIDGE EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906135","SAEGERT EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906136","SKIPCHA EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906137","RICHARD E CAVAZOS EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906138","HAYNES EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906139","DR JOSEPH A FOWLER EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014906140","ALICE W DOUSE EL"," ","N","N","N","N","N","N","N","N","KILLEEN ISD","014906"
"014907001","ROGERS H S"," ","N","N","N","N","N","N","N","N","ROGERS ISD","014907"
"014907041","ROGERS MIDDLE"," ","N","N","N","N","N","N","N","N","ROGERS ISD","014907"
"014907043","BELL COUNTY DAEP"," ","N","N","N","Y","N","N","N","N","ROGERS ISD","014907"
"014907102","ROGERS EL"," ","N","N","N","N","N","N","N","N","ROGERS ISD","014907"
"014908001","SALADO H S"," ","N","N","N","N","N","N","N","N","SALADO ISD","014908"
"014908005","BELL COUNTY DAEP"," ","N","N","N","Y","N","N","Y","N","SALADO ISD","014908"
"014908042","SALADO J H"," ","N","N","N","N","N","N","N","N","SALADO ISD","014908"
"014908102","THOMAS ARNOLD EL"," ","N","N","N","N","N","N","Y","N","SALADO ISD","014908"
"014909002","TEMPLE H S"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909005","WHEATLEY ALTERNATIVE EDUCATION CEN"," ","N","N","N","Y","N","N","N","N","TEMPLE ISD","014909"
"014909008","FRED W EDWARDS ACADEMY AEC","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909041","LAMAR MIDDLE"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909042","TRAVIS SCIENCE ACADEMY"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909044","BONHAM MIDDLE"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909101","MERIDITH-DUNBAR EARLY CHILDHOOD AC"," ","N","N","N","N","Y","N","N","N","TEMPLE ISD","014909"
"014909102","CATER EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909107","JEFFERSON EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909110","SCOTT EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909111","THORNTON EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909114","WESTERN HILLS EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909116","RAYE-ALLEN EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909117","KENNEDY-POWELL EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014909118","HECTOR P GARCIA EL"," ","N","N","N","N","N","N","N","N","TEMPLE ISD","014909"
"014910001","TROY H S"," ","N","N","N","N","N","N","N","N","TROY ISD","014910"
"014910041","RAYMOND MAYS MIDDLE"," ","N","N","N","N","N","N","N","N","TROY ISD","014910"
"014910101","TROY EL"," ","N","N","N","N","N","N","N","N","TROY ISD","014910"
"014910103","EDNA BIGHAM MAYS EL"," ","N","N","N","N","N","N","N","N","TROY ISD","014910"
"015801001","POR VIDA ACADEMY CHARTER H S","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","POR VIDA ACADEMY","015801"
"015801002","CORPUS CHRISTI COLLEGE PREP H S"," ","N","N","Y","N","N","N","N","N","POR VIDA ACADEMY","015801"
"015801003","CESAR E CHAVEZ ACADEMY","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","POR VIDA ACADEMY","015801"
"015802001","GEORGE GERVIN ACADEMY"," ","N","N","Y","N","N","N","N","N","GEORGE GERVIN ACADEMY","015802"
"015802004","RUTH JONES MCCLENDON MIDDLE","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","GEORGE GERVIN ACADEMY","015802"
"015805001","FRANK L MADLA EARLY COLLEGE H S"," ","N","N","Y","N","N","N","N","N","NEW FRONTIERS PUBLIC SCHOOLS INC","015805"
"015805041","FRANK L MADLA ACCELERATED COLLEGIA"," ","N","N","Y","N","N","N","N","N","NEW FRONTIERS PUBLIC SCHOOLS INC","015805"
"015806003","MILTON B LEE ACADEMY OF SCIENCE &"," ","N","N","Y","N","N","N","N","N","SCHOOL OF EXCELLENCE IN EDUCATION","015806"
"015806041","DR PAUL S SAENZ J H"," ","N","N","Y","N","N","N","N","N","SCHOOL OF EXCELLENCE IN EDUCATION","015806"
"015806101","DR HARMON W KELLEY EL"," ","N","N","Y","N","N","N","N","N","SCHOOL OF EXCELLENCE IN EDUCATION","015806"
"015806106","DR DAVID C WALKER EL"," ","N","N","Y","N","N","N","N","N","SCHOOL OF EXCELLENCE IN EDUCATION","015806"
"015807001","SOUTHWEST PREPARATORY SCHOOL"," ","N","N","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015807002","SOUTHWEST PREPARATORY SOUTHEAST CA"," ","N","N","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015807004","SOUTHWEST PREPARATORY SCHOOL-NORTH","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015807005","NEW DIRECTIONS","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015807101","SOUTHWEST PREP NORTHWEST EL"," ","N","N","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015807102","SEGUIN EL"," ","N","N","Y","N","N","N","N","N","SOUTHWEST PREPARATORY SCHOOL","015807"
"015808001","JHW INSPIRE ACADEMY - AFTON OAKS","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808003","JHW INSPIRE ACADEMY - HAYS COUNTY","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808007","JHW INSPIRE ACADEMY - ROCKDALE","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808009","ANNE FRANK INSPIRE ACADEMY"," ","N","N","Y","N","N","N","N","N","INSPIRE ACADEMIES","015808"
"015808010","JHW INSPIRE ACADEMY - MERIDELL","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808011","JHW INSPIRE ACADEMY - WILLIAMS HOU","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808012","JHW INSPIRE ACADEMY - LEGACY RANCH"," ","N","N","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015808014","JHW INSPIRE ACADEMY - BELL COUNTY","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","INSPIRE ACADEMIES","015808"
"015809101","BEXAR COUNTY ACADEMY"," ","N","N","Y","N","N","N","N","N","BEXAR COUNTY ACADEMY","015809"
"015814001","POSITIVE SOLUTIONS CHARTER","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","POSITIVE SOLUTIONS CHARTER SCHOOL","015814"
"015815001","HERITAGE ACADEMY OF WINDCREST"," ","N","N","Y","N","N","N","N","N","HERITAGE ACADEMY","015815"
"015815041","HERITAGE ACADEMY OF DEL RIO","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","HERITAGE ACADEMY","015815"
"015815042","HERITAGE ACADEMY OF DEL RIO MIDDLE","AEC OF CHOICE","Y","Y","Y","N","N","N","Y","N","HERITAGE ACADEMY","015815"
"015815101","HERITAGE ACADEMY","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","HERITAGE ACADEMY","015815"
"015815104","HERITAGE ACADEMY OF SAN ANTONIO","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","HERITAGE ACADEMY","015815"
"015822001","JUBILEE SAN ANTONIO"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822002","JUBILEE HIGHLAND HILLS"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822004","JUBILEE - LAKE VIEW UNIVERSITY PRE"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822005","JUBILEE HIGHLAND PARK"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822006","JUBILEE KINGSVILLE"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822007","JUBILEE LIVING WAY"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822008","JUBILEE HARLINGEN"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822009","JUBILEE WELLS BRANCH"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822010","JUBILEE BROWNSVILLE"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015822011","JUBILEE LEADERSHIP ACADEMY"," ","N","N","Y","N","N","N","N","N","JUBILEE ACADEMIES","015822"
"015825001","LIGHTHOUSE CHARTER SCHOOL - B CAMP"," ","N","N","Y","N","N","N","N","N","LIGHTHOUSE CHARTER SCHOOL","015825"
"015825101","LIGHTHOUSE CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","LIGHTHOUSE CHARTER SCHOOL","015825"
"015827001","SCHOOL OF SCIENCE AND TECHNOLOGY"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY","015827"
"015827002","SCHOOL OF SCIENCE AND TECHNOLOGY -"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY","015827"
"015827003","SCHOOL OF SCIENCE AND TECHNOLOGY H"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY","015827"
"015827004","SCHOOL OF SCIENCE AND TECHNOLOGY E"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY","015827"
"015828001","HARMONY SCIENCE ACAD (SAN ANTONIO)"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828002","HARMONY SCHOOL OF INNOVATION - SAN"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828003","HARMONY SCIENCE ACADEMY - LAREDO"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828004","HARMONY SCHOOL OF INNOVATION - LAR"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828005","HARMONY SCIENCE ACADEMY - BROWNSVI"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828006","HARMONY SCHOOL OF EXCELLENCE - SAN"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828007","HARMONY SCHOOL OF INNOVATION - BRO"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015828008","HARMONY SCHOOL OF EXCELLENCE - LAR"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACAD (SAN ANTONIO)","015828"
"015830001","BROOKS ACADEMY OF SCIENCE AND ENGI"," ","N","N","Y","N","N","N","N","N","BROOKS ACADEMIES OF TEXAS","015830"
"015830101","BROOKS COLLEGIATE ACADEMY"," ","N","N","Y","N","N","N","N","N","BROOKS ACADEMIES OF TEXAS","015830"
"015830102","BROOKS ACADEMY LONESTAR"," ","N","N","Y","N","N","N","N","N","BROOKS ACADEMIES OF TEXAS","015830"
"015830103","BROOKS ACADEMY OAKS"," ","N","N","Y","N","N","N","N","N","BROOKS ACADEMIES OF TEXAS","015830"
"015831001","SCHOOL OF SCIENCE AND TECHNOLOGY D"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831"
"015831002","SCHOOL OF SCIENCE AND TECHNOLOGY C"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831"
"015831003","SCHOOL OF SCIENCE AND TECHNOLOGY A"," ","N","N","Y","N","N","N","N","N","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831"
"015831004","SCHOOL OF SCIENCE AND TECHNOLOGY N"," ","N","N","Y","N","N","N","Y","N","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831"
"015831005","SCHOOL OF SCIENCE AND TECHNOLOGY S"," ","N","N","Y","N","N","N","Y","N","SCHOOL OF SCIENCE AND TECHNOLOGY D","015831"
"015833001","HENRY FORD ACADEMY ALAMEDA SCHOOL"," ","N","N","Y","N","N","N","N","N","HENRY FORD ACADEMY ALAMEDA SCHOOL","015833"
"015834001","BASIS SAN ANTONIO- SHAVANO CAMPUS"," ","N","N","Y","N","N","N","N","N","BASIS TEXAS","015834"
"015834002","BASIS SAN ANTONIO- PRI NORTH CENTR"," ","N","N","Y","N","N","N","N","N","BASIS TEXAS","015834"
"015834101","BASIS SAN ANTONIO PRI- MEDICAL CEN"," ","N","N","Y","N","N","N","N","N","BASIS TEXAS","015834"
"015835001","GREAT HEARTS MONTE VISTA"," ","N","N","Y","N","N","N","N","N","GREAT HEARTS TEXAS","015835"
"015835002","GREAT HEARTS MONTE VISTA NORTH"," ","N","N","Y","N","N","N","N","N","GREAT HEARTS TEXAS","015835"
"015835003","GREAT HEARTS NORTHERN OAKS"," ","N","N","Y","N","N","N","N","N","GREAT HEARTS TEXAS","015835"
"015835004","GREAT HEARTS IRVING"," ","N","N","Y","N","N","N","N","N","GREAT HEARTS TEXAS","015835"
"015835005","GREAT HEARTS WESTERN HILLS"," ","N","N","Y","N","N","N","Y","N","GREAT HEARTS TEXAS","015835"
"015836001","ELEANOR KOLITZ HEBREW LANGUAGE ACA"," ","N","N","Y","N","N","N","N","N","ELEANOR KOLITZ HEBREW LANGUAGE ACA","015836"
"015838001","COMPASS ROSE ACADEMY"," ","N","N","Y","N","N","N","N","N","COMPASS ROSE ACADEMY","015838"
"015901001","ALAMO HEIGHTS H S"," ","N","N","N","N","N","N","N","N","ALAMO HEIGHTS ISD","015901"
"015901041","ALAMO HEIGHTS J H"," ","N","N","N","N","N","N","N","N","ALAMO HEIGHTS ISD","015901"
"015901101","CAMBRIDGE EL"," ","N","N","N","N","N","N","N","N","ALAMO HEIGHTS ISD","015901"
"015901102","HOWARD EL"," ","N","N","N","N","Y","N","N","N","ALAMO HEIGHTS ISD","015901"
"015901104","WOODRIDGE EL"," ","N","N","N","N","N","N","N","N","ALAMO HEIGHTS ISD","015901"
"015904001","HARLANDALE H S"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904002","MCCOLLUM H S"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904003","HAC DAEP H S"," ","N","N","N","Y","N","N","N","N","HARLANDALE ISD","015904"
"015904004","FRANK M TEJEDA ACADEMY","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904007","BEXAR CO J J A E P"," ","N","N","N","N","N","Y","N","N","HARLANDALE ISD","015904"
"015904008","HARLANDALE ALTERNATIVE CENTER BOOT"," ","N","N","N","Y","N","N","N","N","HARLANDALE ISD","015904"
"015904010","FENLEY TRANSITIONAL H S"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904011","HARLANDALE ISD STEM ECHS-ALAMO COL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904041","HARLANDALE MIDDLE"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904042","A LEAL JR MIDDLE"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904043","TERRELL WELLS MIDDLE"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904044","KINGSBOROUGH MIDDLE"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904045","HAC DAEP MIDDLE"," ","N","N","N","Y","N","N","N","N","HARLANDALE ISD","015904"
"015904046","HARLANDALE ALTERNATIVE CENTER BOOT"," ","N","N","N","Y","N","N","N","N","HARLANDALE ISD","015904"
"015904047","FENLEY TRANSITIONAL MIDDLE"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904048","TEJEDA JUNIOR ACADEMY","AEC OF CHOICE","Y","Y","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904101","CARROLL BELL EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904102","BELLAIRE EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904103","COLLIER EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904104","COLUMBIA HEIGHTS EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904105","STONEWALL/FLANDERS EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904106","V M ADAMS EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904107","GILLETTE EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904108","H W SCHULZE EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904109","MORRILL EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904110","RAYBURN EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904113","VESTAL EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904114","WRIGHT EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904115","JEWEL C WIETZEL CENTER"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904116","E H GILBERT EL"," ","N","N","N","N","N","N","N","N","HARLANDALE ISD","015904"
"015904117","COLLIER DAEP"," ","N","N","N","Y","N","N","Y","N","HARLANDALE ISD","015904"
"015905002","JOHN F KENNEDY H S"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905003","MEMORIAL H S"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905010","BEXAR CO J J A E P"," ","N","N","N","N","N","Y","Y","N","EDGEWOOD ISD","015905"
"015905015","STEAM AT THE FINE ARTS ACADEMY"," ","N","N","N","N","N","N","Y","N","EDGEWOOD ISD","015905"
"015905041","BRENTWOOD MIDDLE"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905042","ALTERNATIVE CENTER"," ","N","N","N","Y","N","N","N","N","EDGEWOOD ISD","015905"
"015905044","E T WRENN MIDDLE"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905046","GUS GARCIA MIDDLE"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905104","ROY CISNEROS EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905106","ALONSO S PERALES EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905108","GARDENDALE EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905109","L B JOHNSON EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905110","LAS PALMAS EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905112","LOMA PARK EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905113","ROOSEVELT EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905114","STAFFORD EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905116","WINSTON EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905117","H B GONZALEZ EL"," ","N","N","N","N","N","N","N","N","EDGEWOOD ISD","015905"
"015905118","CARDENAS CENTER"," ","N","N","N","N","Y","N","N","N","EDGEWOOD ISD","015905"
"015905125","STAFFORD CENTER"," ","N","N","N","N","Y","N","N","N","EDGEWOOD ISD","015905"
"015906001","RANDOLPH H S"," ","N","N","N","N","N","N","N","N","RANDOLPH FIELD ISD","015906"
"015906041","RANDOLPH MIDDLE"," ","N","N","N","N","N","N","N","N","RANDOLPH FIELD ISD","015906"
"015906101","RANDOLPH EL"," ","N","N","N","N","N","N","N","N","RANDOLPH FIELD ISD","015906"
"015907001","BRACKENRIDGE H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907002","BURBANK H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907003","EDISON H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907004","FOX TECHNICAL H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907005","HIGHLANDS H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907006","HOUSTON H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907007","JEFFERSON H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907008","LANIER H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907010","ESTRADA ACHIEVEMENT CTR"," ","N","N","N","Y","N","N","N","N","SAN ANTONIO ISD","015907"
"015907020","JJA"," ","N","N","N","N","N","Y","N","N","SAN ANTONIO ISD","015907"
"015907022","TRAVIS EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907023","YOUNG WOMEN'S LEADERSHIP ACADEMY"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907024","COOPER ACADEMY AT NAVARRO","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907025","ST PHILIP'S COLLEGE EARLY COLLEGE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907026","ADVANCED LEARNING ACADEMY"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907027","CAST TECH H S"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907030","TEXANS CAN ACADEMY AT HIGHLANDS H","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","Y","N","SAN ANTONIO ISD","015907"
"015907043","DAVIS MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907047","HARRIS MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907049","IRVING MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907050","LONGFELLOW MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907051","LOWELL MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907053","PAGE MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907054","POE MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907055","RHODES MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907057","ROGERS MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
"015907059","WHITTIER MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANTONIO ISD","015907"
