CAMPUS,CPETBILC,CPETBILP,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVOCC,CPETVOCP
"001902001",0,0,18,10.1,36,20.1,174,97.2
"001902041",1,0.8,17,14.3,13,10.9,0,0
"001902103",0,0,13,4.9,35,13.2,0,0
"001903001",0,0,9,2.4,43,11.4,345,91.8
"001903002",0,0,0,0,0,0,1,50
"001903041",2,0.8,15,5.7,30,11.5,56,21.5
"001903101",17,5,5,1.5,35,10.4,0,0
"001903102",7,2.5,16,5.8,26,9.4,0,0
"001904001",2,0.9,27,11.8,18,7.9,211,92.5
"001904041",5,2.6,26,13.4,33,17,46,23.7
"001904102",16,4.2,18,4.7,41,10.8,0,0
"001906002",1,0.9,7,6.5,14,13.1,103,96.3
"001906102",6,2.3,15,5.8,18,6.9,57,22
"001907001",85,8.6,37,3.8,109,11.1,940,95.5
"001907041",98,18.9,19,3.7,60,11.6,131,25.2
"001907101",95,19.2,2,0.4,41,8.3,0,0
"001907102",37,21.3,0,0,11,6.3,0,0
"001907107",100,21.6,11,2.4,47,10.2,0,0
"001907110",144,19,28,3.7,94,12.4,0,0
"001908002",12,2.9,15,3.6,49,11.7,347,83
"001908041",18,7.6,5,2.1,32,13.5,59,24.9
"001908101",25,5.6,13,2.9,60,13.4,0,0
"001908102",29,7,3,0.7,45,10.8,0,0
"001909001",2,1.7,7,6.1,19,16.5,115,100
"001909101",2,0.7,14,4.8,31,10.7,45,15.5
"002901001",51,4.5,81,7.1,96,8.4,921,80.6
"002901002",2,4.9,0,0,1,2.4,15,36.6
"002901041",85,8.3,72,7,112,10.9,0,0
"002901101",132,21.7,22,3.6,26,4.3,0,0
"002901104",124,18.4,50,7.4,60,8.9,0,0
"002901105",212,25.8,8,1,51,6.2,0,0
"003801001",7,2.8,38,15.1,20,8,150,59.8
"003801042",9,3.5,32,12.5,28,10.9,0,0
"003801103",33,6.4,26,5.1,34,6.6,0,0
"003902001",10,1.2,72,8.6,69,8.2,790,94.3
"003902004",0,0,0,0,1,7.1,6,42.9
"003902041",39,5.5,38,5.4,65,9.2,151,21.4
"003902101",67,8.8,19,2.5,65,8.6,0,0
"003902102",54,8.4,28,4.4,53,8.3,0,0
"003903001",347,16.3,247,11.6,257,12.1,1586,74.4
"003903004",4,10.3,0,0,12,30.8,19,48.7
"003903044",396,23.1,228,13.3,212,12.4,314,18.3
"003903120",34,13.2,0,0,49,19,0,0
"003903121",32,7.9,201,49.4,34,8.4,0,0
"003903122",26,8.7,1,0.3,52,17.3,0,0
"003903123",64,26.8,0,0,36,15.1,0,0
"003903124",19,5.3,219,60.7,21,5.8,0,0
"003903125",106,30.5,0,0,3,0.9,0,0
"003903126",58,25.6,0,0,0,0,0,0
"003903127",43,16,0,0,69,25.7,0,0
"003903128",37,12.5,0,0,17,5.7,0,0
"003903129",434,78.8,0,0,44,8,0,0
"003903130",28,10.1,0,0,23,8.3,0,0
"003903131",315,78.8,0,0,16,4,0,0
"003903141",0,0,0,0,3,100,0,0
"003903201",0,0,0,0,0,0,2,28.6
"003904001",2,0.4,31,6,42,8.2,488,94.8
"003904005",0,0,0,0,2,13.3,3,20
"003904041",3,0.8,25,6.3,66,16.6,88,22.2
"003904101",5,1,10,2,42,8.6,0,0
"003904102",8,3.3,7,2.9,32,13.1,0,0
"003905001",26,5.2,24,4.8,61,12.2,493,98.8
"003905004",0,0,0,0,2,33.3,2,33.3
"003905041",80,18.6,19,4.4,45,10.5,0,0
"003905101",77,20.2,9,2.4,32,8.4,0,0
"003905102",26,15.8,0,0,14,8.5,0,0
"003905103",101,26,16,4.1,38,9.8,0,0
"003906001",0,0,14,7.4,27,14.2,122,64.2
"003906101",0,0,5,2.9,20,11.8,0,0
"003907001",5,1.2,18,4.5,64,15.9,389,96.5
"003907004",0,0,0,0,1,100,1,100
"003907041",9,2.1,21,5,61,14.5,88,20.9
"003907102",37,5.8,29,4.5,75,11.7,0,0
"004901001",23,2.7,39,4.5,70,8.2,589,68.6
"004901041",32,4.9,41,6.3,73,11.3,223,34.4
"004901101",42,6.5,47,7.2,80,12.3,0,0
"004901102",6,7.4,0,0,4,4.9,0,0
"004901103",39,6.6,15,2.5,59,10,0,0
"005901001",1,0.4,27,11.7,36,15.6,228,98.7
"005901101",7,2.6,6,2.2,32,11.7,0,0
"005902001",0,0,27,8.5,20,6.3,294,92.2
"005902041",0,0,15,6,21,8.4,0,0
"005902101",3,0.6,24,5,54,11.3,0,0
"005904001",3,2.2,24,17.8,12,8.9,134,99.3
"005904041",2,2.2,11,12,7,7.6,19,20.7
"005904101",22,12.5,5,2.8,15,8.5,0,0
"006902001",2,1.4,5,3.6,16,11.4,128,91.4
"006902101",2,0.9,9,4.1,22,10.1,0,0
"007901001",3,2.1,15,10.3,19,13.1,123,84.8
"007901003",0,0,0,0,0,0,0,0
"007901041",9,7.1,8,6.3,23,18.1,0,0
"007901101",12,6.1,3,1.5,20,10.2,0,0
"007902001",5,1.2,32,7.7,36,8.6,382,91.6
"007902005",0,0,0,0,1,16.7,0,0
"007902006",0,0,0,0,2,33.3,1,16.7
"007902041",9,2.5,17,4.8,37,10.5,22,6.2
"007902101",23,2.8,21,2.6,86,10.4,0,0
"007904001",52,11.3,21,4.6,32,7,433,94.3
"007904002",0,0,0,0,0,0,3,75
"007904003",0,0,0,0,0,0,2,66.7
"007904041",38,9.5,14,3.5,28,7,62,15.5
"007904101",66,13.4,18,3.7,37,7.5,0,0
"007904103",45,12.2,1,0.3,39,10.6,0,0
"007905001",19,1.8,57,5.5,84,8.1,1010,98
"007905004",0,0,0,0,0,0,0,0
"007905005",0,0,0,0,1,20,4,80
"007905041",26,3.3,40,5,89,11.2,37,4.7
"007905103",50,4.6,44,4.1,112,10.3,0,0
"007905105",28,4.4,3,0.5,69,10.8,0,0
"007906001",10,2.1,30,6.3,52,10.8,421,87.7
"007906003",0,0,0,0,1,33.3,2,66.7
"007906041",18,4.7,26,6.8,37,9.7,87,22.8
"007906101",79,13.7,3,0.5,35,6.1,0,0
"007906102",24,9.5,8,3.2,23,9.1,0,0
"008901001",34,4.8,88,12.3,55,7.7,610,85.4
"008901041",34,6.6,67,12.9,56,10.8,89,17.2
"008901101",74,13.6,32,5.9,59,10.8,0,0
"008901102",35,11.9,21,7.1,37,12.5,0,0
"008901105",8,5.4,40,27,9,6.1,0,0
"008902001",74,9.2,55,6.8,70,8.7,640,79.6
"008902041",59,9.7,30,4.9,79,13,118,19.4
"008902102",126,19.1,23,3.5,74,11.2,0,0
"008902104",123,18.1,24,3.5,45,6.6,0,0
"008903001",20,9.2,8,3.7,16,7.4,203,93.5
"008903041",26,12.7,12,5.9,15,7.4,16,7.8
"008903102",76,22.4,11,3.2,37,10.9,0,0
"008903103",0,0,0,0,24,37.5,4,6.3
"009901001",26,7.4,10,2.9,51,14.6,339,97.1
"009901002",1,7.1,0,0,1,7.1,7,50
"009901041",53,15.6,13,3.8,47,13.8,32,9.4
"009901101",102,32,1,0.3,46,14.4,0,0
"009901103",145,37,1,0.3,46,11.7,0,0
"010901001",5,1.6,32,10.5,37,12.1,92,30.1
"010902001",9,1.4,39,6.1,73,11.4,580,90.6
"010902041",24,4.5,47,8.9,70,13.2,169,31.9
"010902101",39,6.8,18,3.2,73,12.8,0,0
"010902102",21,4.3,15,3.1,63,12.9,0,0
"011901001",154,10.5,85,5.8,149,10.2,1156,78.9
"011901002",297,18.9,131,8.3,156,9.9,1145,72.8
"011901005",6,2.9,19,9.2,4,1.9,65,31.6
"011901022",24,21.4,0,0,15,13.4,43,38.4
"011901041",139,17,61,7.4,93,11.3,171,20.9
"011901101",173,24.5,20,2.8,71,10,0,0
"011901102",19,2.9,41,6.3,98,15.1,0,0
"011901103",480,62.5,17,2.2,69,9,0,0
"011901104",155,18.8,75,9.1,99,12,0,0
"011901106",277,30.1,80,8.7,100,10.9,244,26.5
"011901107",318,50.8,25,4,74,11.8,0,0
"011901108",327,35.2,79,8.5,125,13.4,0,0
"011901109",281,36.2,42,5.4,72,9.3,0,0
"011901110",319,48,23,3.5,74,11.1,0,0
"011902001",170,13.2,122,9.5,127,9.9,1166,90.8
"011902003",0,0,1,100,0,0,1,100
"011902004",9,18,5,10,7,14,13,26
"011902041",319,31.2,113,11,116,11.3,305,29.8
"011902101",413,64.2,51,7.9,58,9,0,0
"011902102",344,43.1,26,3.3,78,9.8,0,0
"011902103",250,39.1,58,9.1,70,11,0,0
"011904002",21,3.8,49,9,68,12.4,443,81
"011904041",29,6.8,45,10.6,46,10.8,0,0
"011904101",42,10.9,28,7.2,31,8,0,0
"011904102",34,7.7,10,2.3,47,10.6,0,0
"011905001",13,8.8,18,12.2,13,8.8,63,42.9
"011905101",47,20,13,5.5,23,9.8,0,0
"012901001",0,0,9,5.9,18,11.8,151,99.3
"012901042",0,0,7,4,19,10.8,0,0
"012901101",1,0.4,2,0.8,37,14.6,0,0
"013801101",7,1.6,17,4,35,8.1,0,0
"013901001",8,0.8,48,4.9,100,10.2,886,90
"013901004",0,0,5,12.2,0,0,40,97.6
"013901041",19,2.7,15,2.1,74,10.6,0,0
"013901042",0,0,32,28.6,2,1.8,112,100
"013901101",15,2.9,14,2.7,50,9.7,0,0
"013901102",13,2.2,18,3.1,56,9.7,0,0
"013901105",8,2.2,0,0,56,15.1,0,0
"013902101",6,1.9,4,1.3,15,4.7,0,0
"013903001",1,0.4,12,5.2,21,9.1,188,81.7
"013903101",1,0.5,5,2.7,23,12.3,0,0
"013905001",2,0.7,22,8.1,34,12.5,260,95.2
"013905041",2,1,12,6.2,16,8.2,23,11.9
"013905101",10,2.8,27,7.5,38,10.6,0,0
"014801001",6,2.6,0,0,41,17.7,100,43.1
"014801002",21,4.4,0,0,26,5.5,298,62.5
"014801004",1,0.8,0,0,20,15.4,57,43.8
"014801005",30,14.2,0,0,12,5.7,82,38.9
"014801006",15,8.7,0,0,27,15.6,88,50.9
"014801007",4,1.4,0,0,28,10.1,124,44.8
"014801008",1,0.6,0,0,23,14.7,42,26.9
"014801009",22,13.9,0,0,18,11.4,20,12.7
"014801010",6,4.4,0,0,9,6.7,34,25.2
"014803002",2,2.6,1,1.3,7,9.1,8,10.4
"014803003",7,3,3,1.3,34,14.4,55,23.3
"014803004",10,5.3,5,2.6,28,14.7,46,24.2
"014803101",17,5.9,8,2.8,28,9.8,92,32.2
"014804002",2,3,0,0,35,52.2,0,0
"014804005",0,0,0,0,9,12.2,15,20.3
"014804006",9,0.7,0,0,68,5.2,78,6
"014804007",3,2.7,0,0,11,9.7,0,0
"014804008",0,0,0,0,42,25.5,0,0
"014901001",6,1.3,32,7.1,57,12.7,393,87.3
"014901041",18,4.7,55,14.5,26,6.9,0,0
"014901101",28,7.1,37,9.3,35,8.8,0,0
"014901102",23,5.5,5,1.2,31,7.5,0,0
"014902001",55,16.1,3,0.9,30,8.8,70,20.5
"014903001",159,5.4,274,9.4,398,13.6,2292,78.4
"014903005",2,0.4,115,22.1,19,3.6,436,83.7
"014903043",37,4,66,7.2,130,14.2,0,0
"014903044",79,9,98,11.1,112,12.7,0,0
"014903045",21,2,113,11,131,12.7,0,0
"014903102",2,0.8,34,13.2,21,8.1,0,0
"014903103",12,3.8,27,8.5,54,16.9,0,0
"014903104",116,28.9,29,7.2,38,9.5,0,0
"014903108",3,0.4,81,11.5,93,13.2,0,0
"014903109",79,14,54,9.5,66,11.7,0,0
"014903111",18,2.3,67,8.5,83,10.6,0,0
"014903116",20,3,56,8.4,87,13.1,0,0
"014903117",13,1.9,45,6.7,101,15.1,0,0
"014903118",108,13.6,53,6.7,95,12,0,0
"014903119",65,15.2,0,0,69,16.1,0,0
"014905001",2,1,25,11.9,16,7.6,209,99.5
"014905041",6,4.1,11,7.5,17,11.6,28,19
"014905101",11,3.7,7,2.3,23,7.7,0,0
"014906001",210,9.1,67,2.9,382,16.6,1517,66.1
"014906002",138,5.2,79,3,370,14,1882,71.4
"014906004",4,3.4,0,0,24,20.7,70,60.3
"014906006",21,5.9,3,0.8,28,7.9,116,32.9
"014906007",96,3.8,140,5.6,295,11.7,1768,70.2
"014906008",180,8.3,39,1.8,363,16.7,1544,71.2
"014906009",1,2,0,0,8,16,0,0
"014906013",22,2.2,100,9.8,31,3,1,0.1
"014906022",0,0,0,0,4,28.6,0,0
"014906026",0,0,0,0,0,0,1,100
"014906042",168,22.2,10,1.3,138,18.2,111,14.6
"014906043",73,10.3,15,2.1,140,19.8,113,16
"014906044",95,13.1,20,2.8,144,19.8,113,15.6
"014906046",94,12.7,31,4.2,139,18.7,128,17.2
"014906048",78,11.1,20,2.8,125,17.7,120,17
"014906049",39,4.2,51,5.5,118,12.8,147,15.9
"014906050",51,7.6,6,0.9,88,13.1,115,17.1
"014906051",26,2.8,85,9.1,97,10.4,168,18
"014906052",39,4.7,37,4.5,101,12.3,109,13.3
"014906053",56,5.3,54,5.1,131,12.4,181,17.1
"014906054",79,6,94,7.1,152,11.5,160,12.1
"014906100",1,3.4,1,3.4,8,27.6,0,0
"014906102",51,9.1,11,2,57,10.2,0,0
"014906103",61,13.1,1,0.2,73,15.7,0,0
"014906105",188,26,6,0.8,68,9.4,0,0
"014906108",29,3.4,31,3.7,81,9.6,0,0
"014906109",397,50.7,6,0.8,61,7.8,0,0
"014906110",256,41.2,13,2.1,77,12.4,0,0
"014906111",30,7.4,4,1,50,12.3,0,0
"014906112",79,17.1,1,0.2,56,12.1,0,0
"014906113",49,8.2,12,2,80,13.4,0,0
"014906115",29,4.7,31,5,108,17.4,0,0
"014906116",31,5.4,7,1.2,55,9.5,0,0
"014906119",25,3.7,9,1.3,90,13.4,0,0
"014906120",73,7.3,27,2.7,105,10.4,0,0
"014906121",62,6.6,42,4.5,121,12.8,0,0
"014906122",93,10.2,12,1.3,106,11.6,0,0
"014906123",41,5.9,18,2.6,52,7.4,0,0
"014906124",80,10.6,16,2.1,62,8.2,0,0
"014906125",39,6.1,14,2.2,72,11.3,0,0
"014906126",47,8,17,2.9,66,11.2,0,0
"014906127",487,58.2,7,0.8,144,17.2,0,0
"014906128",19,3,16,2.5,90,14.2,0,0
"014906129",56,8.1,10,1.5,90,13.1,0,0
"014906130",59,8,23,3.1,70,9.5,0,0
"014906131",56,6.5,23,2.7,98,11.3,0,0
"014906132",42,6,8,1.1,77,11.1,0,0
"014906133",42,3.9,24,2.2,101,9.3,0,0
"014906135",62,6.8,53,5.8,109,11.9,0,0
"014906136",51,4.4,33,2.8,132,11.4,0,0
"014906137",63,9.8,12,1.9,92,14.3,0,0
"014906138",58,5.4,18,1.7,91,8.5,0,0
"014906139",66,5.8,39,3.4,96,8.4,0,0
"014906140",59,5.9,31,3.1,101,10.2,0,0
"014907001",5,1.9,30,11.2,30,11.2,231,86.5
"014907041",6,2.9,26,12.6,12,5.8,38,18.4
"014907043",0,0,0,0,0,0,0,0
"014907102",29,7.4,20,5.1,29,7.4,0,0
"014908001",18,3.1,54,9.3,39,6.7,414,71.5
"014908005",0,0,0,0,1,100,0,0
"014908042",20,4.2,38,7.9,29,6.1,86,18
"014908102",60,6.7,45,5.1,60,6.7,0,0
"014909002",165,7.5,205,9.3,258,11.7,1942,88.4
"014909005",1,3.3,0,0,11,36.7,14,46.7
"014909008",4,4.8,0,0,5,6,54,64.3
"014909041",48,8.6,30,5.4,90,16.1,72,12.9
"014909042",103,14.4,60,8.4,97,13.6,0,0
"014909044",64,9.6,48,7.2,106,15.9,74,11.1
"014909101",102,18.7,0,0,45,8.3,0,0
"014909102",14,4,19,5.4,38,10.9,0,0
"014909107",18,3.2,34,6,61,10.7,0,0
"014909110",17,3.5,28,5.8,57,11.9,0,0
"014909111",236,32.1,37,5,62,8.4,0,0
"014909114",8,1.9,18,4.4,58,14,0,0
"014909116",14,3.1,15,3.3,60,13.3,0,0
"014909117",11,2.3,56,11.6,40,8.3,0,0
"014909118",247,58.5,17,4,37,8.8,0,0
"014910001",7,1.6,31,6.9,56,12.5,356,79.5
"014910041",15,4.3,46,13.1,49,13.9,70,19.9
"014910101",19,4.1,11,2.4,59,12.8,0,0
"014910103",14,5,0,0,37,13.3,0,0
"015801001",4,3.3,0,0,15,12.2,123,100
"015801002",0,0,0,0,5,10.9,46,100
"015801003",0,0,0,0,3,5.1,51,86.4
"015802001",200,22,0,0,58,6.4,106,11.6
"015802004",8,5.6,0,0,15,10.5,130,90.9
"015805001",12,6.3,0,0,6,3.1,28,14.6
"015805041",59,12.5,0,0,32,6.8,0,0
"015806003",2,1.7,0,0,11,9.4,117,100
"015806041",6,8.7,0,0,14,20.3,69,100
"015806101",103,35.6,0,0,14,4.8,0,0
"015806106",11,6.3,0,0,13,7.5,0,0
"015807001",5,4.5,3,2.7,2,1.8,0,0
"015807002",9,4.4,7,3.4,29,14.2,57,27.9
"015807004",26,10.9,19,7.9,27,11.3,208,87
"015807005",7,6,6,5.2,26,22.4,102,87.9
"015807101",29,29,4,4,6,6,0,0
"015807102",5,2.3,13,6.1,17,8,0,0
"015808001",2,1.4,0,0,59,42.8,0,0
"015808003",1,2.1,0,0,8,16.7,0,0
"015808007",2,3.8,0,0,21,40.4,0,0
"015808009",0,0,0,0,48,11.9,74,18.3
"015808010",0,0,0,0,35,34.7,0,0
"015808011",0,0,0,0,7,20.6,0,0
"015808012",0,0,0,0,8,14,0,0
"015808014",0,0,0,0,8,28.6,0,0
"015809101",76,21.8,3,0.9,33,9.5,0,0
"015814001",3,2.3,0,0,14,10.7,29,22.1
"015815001",12,6.1,4,2,24,12.1,0,0
"015815041",81,56.6,0,0,6,4.2,97,67.8
"015815042",122,60.1,13,6.4,7,3.4,54,26.6
"015815101",2,5,2,5,6,15,16,40
"015815104",4,7.8,3,5.9,3,5.9,0,0
"015822001",103,9.3,104,9.4,90,8.1,41,3.7
"015822002",113,11.1,41,4,66,6.5,0,0
"015822004",97,17.3,10,1.8,48,8.6,18,3.2
"015822005",8,2.6,12,3.8,19,6.1,0,0
"015822006",7,2.7,11,4.2,35,13.4,0,0
"015822007",227,65.8,23,6.7,12,3.5,0,0
"015822008",60,21.3,24,8.5,20,7.1,0,0
"015822009",97,12.2,81,10.2,53,6.7,0,0
"015822010",373,35.3,119,11.3,61,5.8,97,9.2
"015822011",118,54.4,7,3.2,8,3.7,0,0
"015825001",50,22.1,15,6.6,19,8.4,0,0
"015825101",33,31.1,0,0,2,1.9,0,0
"015827001",37,8.1,48,10.5,33,7.2,270,59.1
"015827002",41,9.1,49,10.8,46,10.2,0,0
"015827003",103,18.7,53,9.6,33,6,65,11.8
"015827004",124,31.8,14,3.6,19,4.9,0,0
"015828001",97,12.4,98,12.5,80,10.2,492,62.7
"015828002",51,10.3,38,7.7,45,9.1,0,0
"015828003",283,44,86,13.4,40,6.2,0,0
"015828004",305,46.9,50,7.7,43,6.6,0,0
"015828005",239,46.7,38,7.4,34,6.6,0,0
"015828006",93,17.9,30,5.8,41,7.9,0,0
"015828007",142,29.5,46,9.5,38,7.9,234,48.5
"015828008",121,28.5,53,12.5,34,8,424,100
"015830001",129,7.6,163,9.6,122,7.2,445,26.2
"015830101",110,8.4,64,4.9,88,6.7,420,32.2
"015830102",2,2.2,11,12.2,3,3.3,0,0
"015830103",32,13.9,21,9.1,9,3.9,0,0
"015831001",80,14,76,13.3,40,7,0,0
"015831002",82,6.9,84,7.1,110,9.3,145,12.2
"015831003",83,24.3,20,5.9,18,5.3,0,0
"015831004",15,9.2,3,1.8,17,10.4,0,0
"015831005",29,24.6,3,2.5,4,3.4,0,0
"015833001",1,0.8,0,0,8,6.3,108,85
"015834001",49,4.6,0,0,8,0.8,0,0
"015834002",100,12.9,0,0,19,2.5,0,0
"015834101",132,17.3,0,0,21,2.7,0,0
"015835001",8,1.8,0,0,35,7.8,0,0
"015835002",11,2.3,0,0,27,5.7,0,0
"015835003",36,3,0,0,80,6.6,0,0
"015835004",70,7.9,0,0,36,4.1,0,0
"015835005",32,5.4,0,0,29,4.9,0,0
"015836001",19,5.6,0,0,25,7.4,0,0
"015838001",19,9.8,0,0,22,11.4,0,0
"015901001",53,3.3,353,22,133,8.3,731,45.7
"015901041",108,9.6,325,29,84,7.5,0,0
"015901101",111,13.3,190,22.7,56,6.7,0,0
"015901102",53,13.3,0,0,63,15.8,0,0
"015901104",102,11.5,134,15.1,60,6.8,0,0
"015904001",258,14.2,117,6.4,192,10.6,1593,87.7
"015904002",117,7.7,152,10,181,11.9,1378,90.4
"015904003",1,6.7,1,6.7,1,6.7,12,80
"015904004",20,13.4,2,1.3,18,12.1,62,41.6
"015904007",0,0,0,0,2,18.2,2,18.2
"015904008",0,0,0,0,2,22.2,5,55.6
"015904010",0,0,0,0,9,100,3,33.3
"015904011",5,1.4,83,23.1,3,0.8,359,100
"015904041",138,16.5,66,7.9,69,8.2,327,39.1
"015904042",255,33.1,44,5.7,79,10.2,357,46.3
"015904043",119,16.8,51,7.2,84,11.9,441,62.3
"015904044",99,15.1,48,7.3,88,13.5,235,35.9
"015904045",0,0,1,14.3,0,0,0,0
"015904046",1,33.3,1,33.3,1,33.3,0,0
"015904047",0,0,0,0,5,100,0,0
"015904048",2,6.5,0,0,2,6.5,10,32.3
"015904101",141,28.9,23,4.7,44,9,0,0
"015904102",174,28.2,45,7.3,52,8.4,0,0
"015904103",107,21.8,17,3.5,41,8.4,0,0
"015904104",174,42,40,9.7,41,9.9,0,0
"015904105",193,27,19,2.7,72,10.1,0,0
"015904106",215,29,29,3.9,52,7,0,0
"015904107",210,35.7,37,6.3,64,10.9,0,0
"015904108",106,14.4,52,7.1,59,8,0,0
"015904109",143,32.4,15,3.4,32,7.3,0,0
"015904110",91,21.7,16,3.8,47,11.2,0,0
"015904113",119,27.7,29,6.8,30,7,0,0
"015904114",97,19.5,33,6.6,49,9.9,0,0
"015904115",0,0,0,0,27,100,0,0
"015904116",122,21.8,15,2.7,38,6.8,0,0
"015904117",0,0,0,0,0,0,0,0
"015905002",103,9,85,7.4,130,11.4,935,81.9
"015905003",190,15,127,10,157,12.4,1012,79.9
"015905010",0,0,0,0,0,0,1,50
"015905015",27,21.8,6,4.8,12,9.7,97,78.2
"015905041",80,13.2,38,6.3,74,12.2,123,20.3
"015905042",2,7.1,0,0,7,25,12,42.9
"015905044",164,26.4,55,8.9,77,12.4,194,31.2
"015905046",195,26.5,59,8,87,11.8,25,3.4
"015905104",152,28.3,22,4.1,42,7.8,0,0
"015905106",59,13.9,16,3.8,31,7.3,0,0
"015905108",69,15.3,8,1.8,32,7.1,0,0
"015905109",102,21,23,4.7,40,8.2,0,0
"015905110",97,23.3,30,7.2,49,11.8,0,0
"015905112",185,28.8,33,5.1,40,6.2,0,0
"015905113",112,24.9,19,4.2,47,10.4,0,0
"015905114",102,22.5,22,4.9,37,8.2,0,0
"015905116",96,21.1,29,6.4,48,10.5,0,0
"015905117",119,25.3,12,2.5,42,8.9,0,0
"015905118",94,25.4,0,0,39,10.5,0,0
"015905125",95,19.6,0,0,43,8.9,0,0
"015906001",0,0,51,10.7,28,5.9,316,66.4
"015906041",0,0,64,17.4,36,9.8,0,0
"015906101",2,0.3,47,7.5,63,10.1,0,0
"015907001",222,13.2,139,8.2,175,10.4,1173,69.6
"015907002",155,12.5,108,8.7,165,13.3,990,79.6
"015907003",247,16,75,4.9,195,12.6,1381,89.4
"015907004",21,5.7,42,11.3,14,3.8,371,100
"015907005",153,10.6,68,4.7,187,13,1318,91.6
"015907006",62,6.2,36,3.6,171,17,865,86.1
"015907007",189,11.7,88,5.4,239,14.7,1408,86.9
"015907008",268,16.7,76,4.7,207,12.9,1456,90.7
"015907010",13,8.7,2,1.3,28,18.7,20,13.3
"015907020",1,10,0,0,2,20,0,0
"015907022",2,0.5,86,22.6,3,0.8,101,26.5
"015907023",0,0,218,44,1,0.2,57,11.5
"015907024",29,8.4,3,0.9,20,5.8,96,27.7
"015907025",15,5.2,39,13.6,7,2.4,111,38.7
"015907026",43,5.2,251,30.4,48,5.8,81,9.8
"015907027",5,2,18,7.1,24,9.5,228,90.5
"015907030",21,11.2,0,0,36,19.1,2,1.1
"015907043",52,8.6,35,5.8,84,14,122,20.3
"015907047",153,20.5,82,11,109,14.6,0,0
"015907049",62,29.2,16,7.5,30,14.2,158,74.5
"015907050",147,15.9,86,9.3,155,16.8,386,41.8
"015907051",43,11.6,28,7.5,79,21.3,95,25.6
"015907053",13,16.7,3,3.8,2,2.6,0,0
"015907054",85,20,44,10.4,67,15.8,0,0
"015907055",84,13,77,11.9,69,10.7,156,24.1
"015907057",50,11.8,31,7.3,61,14.4,136,32.1
"015907059",202,26.1,88,11.4,110,14.2,133,17.2
"015907061",71,16.6,43,10.1,72,16.9,149,34.9
"015907064",2,8.3,0,0,24,100,1,4.2
"015907101",247,41.9,23,3.9,54,9.2,0,0
"015907103",128,21.5,25,4.2,76,12.8,0,0
"015907105",1,0.2,19,4.2,47,10.3,0,0
"015907106",107,22.5,24,5,43,9,0,0
"015907107",408,70.7,87,15.1,24,4.2,0,0
"015907110",88,13,14,2.1,58,8.5,0,0
"015907112",145,31.2,18,3.9,34,7.3,0,0
"015907114",1,0.3,10,2.7,44,11.7,0,0
"015907116",145,28.4,28,5.5,38,7.5,0,0
"015907117",125,26.9,25,5.4,47,10.1,0,0
"015907118",206,31.3,16,2.4,82,12.5,0,0
"015907119",59,17,29,8.4,33,9.5,0,0
"015907121",201,33.8,32,5.4,55,9.2,0,0
"015907123",97,22,25,5.7,39,8.8,0,0
"015907124",0,0,26,9.2,29,10.2,0,0
"015907125",0,0,34,5.7,89,15,0,0
"015907126",159,34.9,26,5.7,42,9.2,0,0
"015907127",1,0.5,8,3.7,34,15.6,0,0
"015907129",293,39.4,47,6.3,61,8.2,0,0
"015907131",3,1.4,18,8.4,47,21.9,0,0
"015907132",164,40,19,4.6,40,9.8,0,0
"015907134",159,24.7,45,7,64,10,0,0
"015907135",118,25.8,18,3.9,38,8.3,0,0
"015907136",120,26.4,18,4,50,11,0,0
"015907137",9,1.2,19,2.6,86,11.8,0,0
"015907138",83,60.6,1,0.7,5,3.6,0,0
"015907139",0,0,17,4.6,56,15.2,0,0
"015907140",69,22,11,3.5,24,7.6,0,0
"015907141",156,16.4,75,7.9,89,9.3,0,0
"015907142",0,0,16,4.9,31,9.4,0,0
"015907143",3,1.2,14,5.6,25,10,0,0
"015907144",138,20.3,11,1.6,68,10,0,0
"015907146",82,21.6,33,8.7,31,8.2,0,0
"015907147",122,23.4,23,4.4,55,10.6,0,0
"015907148",78,15.1,23,4.4,67,12.9,0,0
"015907149",183,29.3,13,2.1,70,11.2,0,0
"015907150",140,24.8,32,5.7,94,16.7,0,0
"015907153",100,37.6,7,2.6,36,13.5,0,0
"015907155",181,34.7,30,5.8,46,8.8,0,0
"015907157",230,33.9,39,5.7,63,9.3,0,0
"015907158",150,30.7,15,3.1,46,9.4,0,0
"015907160",109,26,38,9,44,10.5,0,0
"015907161",227,31.2,51,7,56,7.7,0,0
"015907162",0,0,14,2.7,68,13,0,0
"015907163",353,99.2,14,3.9,17,4.8,0,0
"015907164",133,22.9,32,5.5,70,12,0,0
"015907165",78,24.5,9,2.8,33,10.4,0,0
"015907166",1,0.7,12,8,16,10.7,0,0
"015907168",116,33.1,6,1.7,29,8.3,0,0
"015907169",21,6.9,10,3.3,34,11.1,0,0
"015907172",50,13.3,13,3.5,27,7.2,0,0
"015907174",175,39.5,23,5.2,37,8.4,0,0
"015907175",123,20.1,66,10.8,54,8.8,0,0
"015907176",173,35.8,14,2.9,37,7.7,0,0
"015907177",1,0.3,83,24.6,31,9.2,0,0
"015907179",94,12.9,65,8.9,87,11.9,0,0
"015907180",0,0,0,0,1,11.1,0,0
"015907182",13,7.5,0,0,13,7.5,16,9.2
"015907184",0,0,0,0,0,0,1,33.3
