CAMPUS,CPETBILC,CPETBILP,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVOCC,CPETVOCP
"055901102",16,8.2,7,3.6,6,3.1,0,0
"056901001",18,3.7,18,3.7,30,6.2,352,72.6
"056901002",0,0,0,0,2,6.1,7,21.2
"056901042",27,6.5,10,2.4,34,8.2,135,32.6
"056901104",54,8.8,1,0.2,36,5.9,0,0
"056901105",20,8.8,5,2.2,19,8.4,0,0
"056902001",25,16,8,5.1,14,9,53,34
"057802001",278,38.3,0,0,53,7.3,0,0
"057803002",14,2.7,0,0,21,4,400,77.1
"057803041",21,4.6,0,0,23,5,0,0
"057803043",96,24.8,0,0,13,3.4,0,0
"057803101",55,10.1,0,0,35,6.4,0,0
"057803102",50,17.5,0,0,13,4.5,0,0
"057804001",87,17.4,0,0,66,13.2,52,10.4
"057804002",188,27.1,0,0,77,11.1,0,0
"057804003",57,17.5,0,0,37,11.3,56,17.2
"057804004",33,6.4,0,0,79,15.2,165,31.8
"057804006",110,28.5,0,0,53,13.7,25,6.5
"057804007",7,1.8,0,0,51,13.5,99,26.1
"057804008",17,7.4,0,0,16,7,48,21
"057804009",21,5.2,0,0,48,11.8,51,12.6
"057804010",60,16.2,0,0,30,8.1,80,21.6
"057804011",39,8.7,0,0,41,9.2,41,9.2
"057805101",101,37,0,0,23,8.4,0,0
"057806101",367,22.5,0,0,106,6.5,249,15.3
"057807001",225,14.8,65,4.3,121,8,375,24.7
"057807101",69,3.9,96,5.4,126,7.1,388,21.9
"057807102",50,7.5,25,3.7,38,5.7,0,0
"057807104",26,4.6,21,3.7,32,5.6,0,0
"057807105",14,12.4,0,0,3,2.7,0,0
"057808101",346,49.3,39,5.6,24,3.4,12,1.7
"057808102",91,11.2,20,2.5,5,0.6,2,0.2
"057809101",74,37,0,0,5,2.5,0,0
"057810101",51,8.5,0,0,83,13.8,0,0
"057813101",1150,66.4,0,0,117,6.8,0,0
"057814001",22,8.8,0,0,76,30.5,49,19.7
"057814002",9,11,0,0,15,18.3,39,47.6
"057814003",5,3.8,0,0,32,24.4,102,77.9
"057814004",7,13.5,0,0,10,19.2,44,84.6
"057814005",2,9.5,0,0,4,19,0,0
"057815001",158,44,3,0.8,26,7.2,299,83.3
"057815041",264,52.6,7,1.4,33,6.6,0,0
"057815101",681,51.6,22,1.7,45,3.4,0,0
"057816101",7,0.9,1,0.1,98,11.9,0,0
"057816102",8,0.7,0,0,29,2.5,0,0
"057817101",9,1,0,0,140,15.8,76,8.6
"057819001",91,46.4,0,0,21,10.7,12,6.1
"057825001",4,2.2,0,0,8,4.4,0,0
"057825004",0,0,0,0,13,16.9,47,61
"057825005",9,8.6,0,0,10,9.5,43,41
"057825006",23,22.8,0,0,14,13.9,0,0
"057825010",0,0,0,0,6,14.6,0,0
"057825012",0,0,0,0,12,9.5,0,0
"057825013",41,32.3,0,0,7,5.5,0,0
"057827101",49,20.1,0,0,19,7.8,0,0
"057827102",155,35.6,0,0,23,5.3,125,28.7
"057828001",25,13.4,0,0,13,7,183,97.9
"057828002",16,9.4,0,0,37,21.6,144,84.2
"057828003",19,7,0,0,40,14.7,263,96.3
"057828004",33,11.2,0,0,44,15,253,86.1
"057828005",15,4.4,0,0,41,12.1,328,96.5
"057828006",13,9.2,0,0,21,14.9,130,92.2
"057829001",354,35.6,42,4.2,103,10.4,358,36
"057830001",214,42.8,4,0.8,34,6.8,0,0
"057830002",169,29.1,23,4,58,10,276,47.5
"057831001",4,0.9,18,4.1,25,5.7,0,0
"057831002",2,0.6,4,1.2,36,10.7,259,76.6
"057832001",2,1.7,0,0,15,13,16,13.9
"057833001",16,7.9,9,4.4,20,9.9,0,0
"057833002",5,3.1,0,0,9,5.7,0,0
"057834001",24,4.8,0,0,65,13.1,273,55
"057834003",0,0,0,0,1,2.5,5,12.5
"057835001",261,39.9,0,0,32,4.9,0,0
"057835101",112,55.7,0,0,5,2.5,0,0
"057835102",59,29.5,0,0,8,4,0,0
"057835103",147,70.7,0,0,3,1.4,0,0
"057835104",40,46.5,0,0,0,0,0,0
"057836041",0,0,15,13.9,8,7.4,0,0
"057836101",0,0,10,4.9,10,4.9,0,0
"057837041",132,35.1,0,0,27,7.2,0,0
"057837101",16,8.5,0,0,5,2.7,0,0
"057838001",189,37.6,0,0,33,6.6,0,0
"057838002",113,37,0,0,36,11.8,99,32.5
"057838006",61,14.9,0,0,39,9.5,397,96.8
"057838007",97,27.3,0,0,14,3.9,0,0
"057838009",67,18.1,0,0,16,4.3,0,0
"057839101",539,50.9,0,0,103,9.7,39,3.7
"057840001",1,0.2,0,0,0,0,265,57.9
"057841001",117,57.6,0,0,9,4.4,0,0
"057842001",184,41.9,0,0,22,5,435,99.1
"057842002",3,3,0,0,5,5,100,100
"057842041",188,49.5,0,0,34,8.9,61,16.1
"057842101",345,65.7,0,0,29,5.5,0,0
"057842102",130,38.7,0,0,12,3.6,0,0
"057842103",64,23.3,0,0,11,4,0,0
"057842104",168,60,0,0,8,2.9,0,0
"057843001",32,10.8,0,0,19,6.4,265,89.5
"057843041",36,12.3,0,0,15,5.1,0,0
"057843101",35,9.7,0,0,24,6.6,0,0
"057844101",107,21.7,0,0,30,6.1,0,0
"057845001",8,2,0,0,21,5.4,27,6.9
"057846001",83,22.6,0,0,20,5.4,0,0
"057846002",41,9.6,0,0,15,3.5,0,0
"057846003",10,5.4,0,0,12,6.5,0,0
"057847001",0,0,0,0,5,0.8,0,0
"057848001",169,20.1,32,3.8,38,4.5,0,0
"057848002",48,12,25,6.2,30,7.5,0,0
"057848003",7,4.6,7,4.6,9,5.9,0,0
"057848004",265,32.6,31,3.8,22,2.7,0,0
"057848005",51,17.5,22,7.6,12,4.1,0,0
"057903001",177,8.3,276,12.9,136,6.4,1650,77.1
"057903002",142,7.2,230,11.6,146,7.4,1034,52.3
"057903003",9,11.3,1,1.3,23,28.8,7,8.8
"057903005",10,17.5,0,0,15,26.3,13,22.8
"057903006",113,5.9,253,13.2,158,8.2,1126,58.8
"057903007",47,5.9,87,10.9,66,8.2,580,72.4
"057903008",0,0,0,0,0,0,0,0
"057903009",1,20,0,0,0,0,0,0
"057903010",6,1.9,40,12.8,1,0.3,148,47.3
"057903041",196,21.1,57,6.1,89,9.6,189,20.3
"057903042",229,22.9,127,12.7,103,10.3,89,8.9
"057903044",128,16.9,56,7.4,92,12.2,91,12
"057903045",85,8.9,102,10.7,108,11.3,169,17.7
"057903046",136,12.6,109,10.1,114,10.5,202,18.7
"057903047",39,5.7,81,11.8,72,10.5,66,9.6
"057903102",437,66.6,31,4.7,65,9.9,0,0
"057903103",549,73.7,27,3.6,49,6.6,0,0
"057903105",370,60.2,31,5,55,8.9,0,0
"057903106",464,67,24,3.5,37,5.3,0,0
"057903109",227,42,9,1.7,61,11.3,0,0
"057903110",316,54.7,26,4.5,53,9.2,0,0
"057903111",357,60.5,37,6.3,49,8.3,0,0
"057903112",27,8,25,7.4,64,18.9,0,0
"057903113",277,49.9,7,1.3,37,6.7,0,0
"057903114",54,13.5,160,40,40,10,0,0
"057903116",87,23.5,18,4.9,40,10.8,0,0
"057903118",104,23.4,10,2.3,49,11,0,0
"057903120",74,14.1,45,8.6,32,6.1,0,0
"057903121",50,11.5,15,3.5,44,10.1,0,0
"057903122",70,17.6,18,4.5,55,13.9,0,0
"057903123",113,26.4,14,3.3,46,10.7,0,0
"057903124",124,24.2,19,3.7,92,17.9,0,0
"057903125",282,30.4,29,3.1,85,9.2,0,0
"057903126",51,12.5,36,8.8,34,8.3,0,0
"057903128",152,24.8,34,5.5,32,5.2,0,0
"057903129",284,36.9,15,2,51,6.6,0,0
"057903131",416,60.2,28,4.1,51,7.4,0,0
"057903132",117,20.5,20,3.5,46,8.1,0,0
"057903135",416,52.6,24,3,85,10.7,0,0
"057904001",25,1.5,74,4.4,165,9.8,1368,80.9
"057904002",6,1.1,5,0.9,43,8,379,70.4
"057904003",0,0,41,11.1,1,0.3,135,36.4
"057904007",0,0,0,0,0,0,0,0
"057904041",14,2.2,39,6,86,13.3,96,14.9
"057904042",7,1.2,13,2.2,49,8.3,0,0
"057904101",11,5.1,3,1.4,8,3.7,0,0
"057904102",34,6.4,3,0.6,30,5.6,0,0
"057904103",57,10.3,14,2.5,54,9.7,0,0
"057904104",16,2.8,4,0.7,27,4.8,0,0
"057904105",319,49.2,3,0.5,26,4,0,0
"057904107",15,2.6,5,0.9,52,9.1,0,0
"057904108",10,2.9,5,1.4,57,16.5,0,0
"057904109",16,2.8,14,2.4,65,11.4,0,0
"057905001",436,23.6,158,8.6,190,10.3,1293,70
"057905002",336,23.3,159,11,118,8.2,840,58.1
"057905003",37,10.5,73,20.8,11,3.1,351,100
"057905005",367,18,258,12.7,165,8.1,1101,54
"057905006",258,21.8,138,11.6,120,10.1,559,47.2
"057905007",542,36.1,204,13.6,123,8.2,714,47.5
"057905008",248,18.6,147,11,135,10.1,1046,78.5
"057905009",39,7.6,59,11.4,94,18.2,396,76.7
"057905011",36,37.1,6,6.2,9,9.3,57,58.8
"057905012",219,23.4,105,11.2,118,12.6,775,82.9
"057905013",103,15.7,45,6.8,101,15.3,262,39.8
"057905014",468,28.8,132,8.1,212,13,1272,78.2
"057905015",233,18.9,118,9.6,162,13.1,640,51.9
"057905016",125,10.2,100,8.1,187,15.2,920,74.8
"057905017",333,24.3,131,9.5,170,12.4,1057,77
"057905018",381,17.8,276,12.9,173,8.1,1200,56
"057905021",450,19.2,318,13.6,152,6.5,1131,48.3
"057905022",217,13.1,289,17.5,140,8.5,936,56.6
"057905023",74,7.5,61,6.2,132,13.5,622,63.4
"057905024",326,25.8,137,10.9,135,10.7,1138,90.2
"057905025",542,11.6,632,13.6,286,6.1,3837,82.4
"057905026",0,0,231,59.7,1,0.3,132,34.1
"057905028",582,50.5,89,7.7,102,8.8,927,80.4
"057905029",28,19.4,7,4.9,17,11.8,22,15.3
"057905030",5,29.4,1,5.9,1,5.9,17,100
"057905032",30,6.6,61,13.4,60,13.2,285,62.8
"057905033",7,1.5,199,41.5,2,0.4,479,100
"057905034",2,0.2,215,23.6,10,1.1,73,8
"057905035",1,0.4,168,66.1,2,0.8,39,15.4
"057905036",3,0.6,289,54,0,0,535,100
"057905037",2,0.7,97,31.7,1,0.3,306,100
"057905038",1,0.3,200,50.6,0,0,395,100
"057905039",0,0,246,99.6,2,0.8,11,4.5
"057905042",186,19.5,125,13.1,69,7.2,242,25.4
"057905043",236,23.1,95,9.3,111,10.9,237,23.2
"057905044",386,61.5,91,14.5,65,10.4,247,39.3
"057905045",312,34,118,12.9,110,12,261,28.5
"057905046",311,36.7,91,10.7,108,12.7,369,43.5
"057905047",403,40.7,161,16.3,94,9.5,106,10.7
"057905048",420,36.8,121,10.6,113,9.9,166,14.5
"057905049",324,21.3,457,30,80,5.2,245,16.1
"057905050",355,39.4,112,12.4,85,9.4,152,16.9
"057905051",189,22.6,81,9.7,122,14.6,131,15.7
"057905052",428,43.6,98,10,95,9.7,236,24
"057905053",310,24.7,204,16.3,142,11.3,261,20.8
"057905054",548,46.5,202,17.1,66,5.6,282,23.9
"057905055",269,41,91,13.9,62,9.5,252,38.4
"057905056",219,29.2,109,14.5,68,9.1,107,14.2
"057905057",3,1.1,269,100,4,1.5,0,0
"057905058",283,27.3,291,28.1,73,7,158,15.3
"057905059",503,36.5,200,14.5,84,6.1,316,22.9
"057905060",233,32,86,11.8,69,9.5,221,30.4
"057905062",145,18.1,94,11.7,144,18,180,22.4
"057905066",13,7,87,46.5,0,0,0,0
"057905068",500,41.7,224,18.7,107,8.9,122,10.2
"057905069",357,32.5,126,11.5,103,9.4,195,17.8
"057905071",42,10.4,259,64.4,2,0.5,108,26.9
"057905072",52,10.3,39,7.8,81,16.1,144,28.6
"057905073",51,12.2,274,65.7,4,1,256,61.4
"057905074",171,27.1,73,11.6,93,14.7,102,16.2
"057905075",2,1.1,76,41.8,1,0.5,24,13.2
"057905076",370,35.4,124,11.9,125,12,328,31.4
"057905077",366,42.3,109,12.6,92,10.6,236,27.3
"057905079",549,60.9,134,14.9,66,7.3,86,9.5
"057905083",551,64,72,8.4,80,9.3,0,0
"057905085",10,2.7,89,24.5,3,0.8,81,22.3
"057905088",12,2.9,156,37.6,1,0.2,86,20.7
"057905090",7,3,68,29.6,4,1.7,26,11.3
"057905096",1,5.3,0,0,5,26.3,0,0
"057905099",3,2.8,1,0.9,36,34,1,0.9
"057905100",492,41.7,143,12.1,100,8.5,413,35
"057905101",421,61.5,66,9.6,45,6.6,0,0
"057905103",199,34.9,37,6.5,22,3.9,0,0
"057905104",479,62.9,77,10.1,38,5,0,0
"057905105",392,56.2,62,8.9,28,4,0,0
"057905108",245,43.5,52,9.2,33,5.9,0,0
"057905109",276,35.2,63,8,44,5.6,0,0
"057905110",378,54.7,38,5.5,50,7.2,0,0
"057905112",337,68.6,49,10,26,5.3,0,0
"057905114",123,20.7,14,2.4,41,6.9,0,0
"057905115",256,46.4,65,11.8,23,4.2,0,0
"057905116",889,82.2,76,7,45,4.2,0,0
"057905117",309,42.7,49,6.8,33,4.6,0,0
"057905118",104,18.3,28,4.9,18,3.2,0,0
"057905119",358,57.4,48,7.7,44,7.1,0,0
"057905120",519,74.2,66,9.4,46,6.6,0,0
"057905121",119,31,22,5.7,29,7.6,0,0
"057905122",209,50.4,31,7.5,39,9.4,0,0
"057905124",86,15.7,32,5.9,22,4,0,0
"057905125",411,54.9,67,9,60,8,0,0
"057905126",132,26.8,41,8.3,56,11.4,0,0
"057905128",86,17.7,31,6.4,26,5.4,0,0
"057905129",256,38.6,50,7.5,55,8.3,0,0
"057905130",342,56.7,41,6.8,35,5.8,0,0
"057905131",283,62.2,46,10.1,34,7.5,0,0
"057905133",401,65.4,21,3.4,34,5.5,0,0
"057905134",26,5.9,125,28.3,16,3.6,0,0
"057905135",111,29.5,43,11.4,14,3.7,0,0
"057905136",289,59.1,14,2.9,25,5.1,0,0
"057905137",302,57.5,55,10.5,29,5.5,0,0
"057905139",57,9.6,52,8.8,33,5.6,0,0
"057905140",107,44.4,24,10,17,7.1,0,0
"057905141",257,76,20,5.9,17,5,0,0
"057905142",62,9.4,36,5.5,23,3.5,0,0
"057905144",329,69.7,33,7,27,5.7,0,0
"057905145",612,72,72,8.5,76,8.9,0,0
"057905147",402,52.1,117,15.2,47,6.1,0,0
"057905148",148,53.8,19,6.9,24,8.7,0,0
"057905149",379,65.9,67,11.7,23,4,0,0
"057905152",255,49.4,42,8.1,34,6.6,0,0
"057905153",77,12.9,63,10.5,46,7.7,0,0
"057905154",340,45.3,67,8.9,56,7.5,0,0
"057905155",249,37.6,40,6,61,9.2,0,0
"057905156",265,58.1,42,9.2,45,9.9,0,0
"057905157",152,59.4,29,11.3,28,10.9,0,0
"057905158",185,40.1,25,5.4,22,4.8,0,0
"057905159",642,63,73,7.2,63,6.2,0,0
"057905160",155,67.4,30,13,25,10.9,0,0
"057905161",300,51.4,47,8,42,7.2,0,0
"057905162",27,4.4,59,9.6,54,8.8,0,0
"057905163",160,32.9,27,5.6,36,7.4,0,0
"057905164",488,67.5,50,6.9,35,4.8,0,0
"057905166",456,63.7,51,7.1,29,4.1,0,0
"057905167",262,42.3,64,10.3,40,6.5,0,0
"057905168",439,71.7,77,12.6,42,6.9,0,0
"057905169",365,65.3,71,12.7,48,8.6,0,0
"057905170",228,43.3,49,9.3,27,5.1,0,0
"057905171",85,10,61,7.2,62,7.3,0,0
"057905172",323,49,52,7.9,28,4.2,0,0
"057905173",232,39.3,72,12.2,37,6.3,0,0
"057905174",73,20.1,41,11.3,38,10.5,0,0
"057905175",168,26,12,1.9,36,5.6,0,0
"057905176",534,82.5,29,4.5,22,3.4,0,0
"057905177",248,47.1,48,9.1,30,5.7,0,0
"057905178",108,34.4,20,6.4,13,4.1,0,0
"057905180",309,56.5,67,12.2,44,8,0,0
"057905181",419,69.6,51,8.5,30,5,0,0
"057905182",757,77.9,38,3.9,75,7.7,0,0
"057905183",66,12.2,38,7,21,3.9,0,0
"057905184",117,43.8,27,10.1,4,1.5,0,0
"057905185",161,40.9,26,6.6,33,8.4,0,0
"057905186",194,38.5,30,6,22,4.4,0,0
"057905187",426,54.8,73,9.4,58,7.5,0,0
"057905188",261,43.6,25,4.2,42,7,0,0
"057905189",89,23.2,21,5.5,24,6.3,0,0
"057905190",233,40.7,40,7,48,8.4,0,0
"057905191",14,2.3,41,6.8,24,4,0,0
"057905192",225,56.4,25,6.3,31,7.8,0,0
"057905193",291,54.4,26,4.9,46,8.6,0,0
"057905194",270,47,114,19.8,43,7.5,0,0
"057905195",274,63.7,57,13.3,22,5.1,0,0
"057905196",22,5.5,42,10.4,34,8.4,0,0
"057905197",418,71.6,48,8.2,39,6.7,0,0
"057905198",245,47.4,53,10.3,20,3.9,0,0
"057905199",322,50.2,52,8.1,39,6.1,0,0
"057905200",197,29.9,43,6.5,19,2.9,0,0
"057905201",12,2.1,62,10.6,40,6.8,0,0
"057905202",314,48.5,48,7.4,35,5.4,0,0
"057905203",308,60.6,58,11.4,29,5.7,0,0
"057905204",203,46,64,14.5,43,9.8,0,0
"057905205",439,58.2,76,10.1,24,3.2,0,0
"057905206",374,66.7,62,11.1,34,6.1,0,0
"057905207",322,61.9,30,5.8,48,9.2,0,0
"057905208",242,38.8,44,7.1,50,8,0,0
"057905209",523,66.8,48,6.1,54,6.9,0,0
"057905210",457,55.2,75,9.1,23,2.8,0,0
"057905211",445,59.4,73,9.7,40,5.3,0,0
"057905212",30,8.8,56,16.5,3,0.9,0,0
"057905213",187,46.5,47,11.7,12,3,0,0
"057905215",16,3.3,29,5.9,39,8,0,0
"057905216",374,37.6,44,4.4,66,6.6,0,0
"057905217",13,9.8,132,100,1,0.8,0,0
"057905218",435,41.5,99,9.5,44,4.2,0,0
"057905219",15,4.1,24,6.5,32,8.6,0,0
"057905220",87,23.5,30,8.1,32,8.6,0,0
"057905222",432,71.3,36,5.9,44,7.3,0,0
"057905224",192,53.6,47,13.1,53,14.8,0,0
"057905225",262,40.1,45,6.9,37,5.7,0,0
"057905226",253,47.6,58,10.9,38,7.1,0,0
"057905228",188,59.7,30,9.5,57,18.1,0,0
"057905229",559,65.1,65,7.6,30,3.5,0,0
"057905230",292,66.8,49,11.2,30,6.9,0,0
"057905232",249,46.7,46,8.6,37,6.9,0,0
"057905233",368,64.2,52,9.1,27,4.7,0,0
"057905234",448,65,58,8.4,25,3.6,0,0
"057905235",22,5.8,6,1.6,18,4.7,0,0
"057905236",257,44.2,25,4.3,46,7.9,0,0
"057905237",387,52.8,71,9.7,48,6.5,0,0
"057905239",415,55.4,56,7.5,47,6.3,0,0
"057905240",306,40.2,76,10,51,6.7,0,0
"057905241",2,22.2,0,0,1,11.1,0,0
"057905244",361,52.7,41,6,25,3.6,0,0
"057905247",298,45.5,40,6.1,43,6.6,0,0
"057905250",145,24.4,52,8.7,20,3.4,0,0
"057905260",235,54.9,57,13.3,16,3.7,0,0
"057905263",53,16.3,55,16.9,6,1.8,0,0
"057905264",83,10.5,64,8.1,56,7.1,0,0
"057905265",252,50.3,49,9.8,27,5.4,0,0
"057905266",219,37.8,48,8.3,34,5.9,0,0
"057905268",493,69,47,6.6,61,8.5,0,0
"057905269",112,28.9,40,10.3,32,8.2,0,0
"057905270",102,45.5,31,13.8,38,17,0,0
"057905271",813,80.8,70,7,38,3.8,0,0
"057905272",301,57.7,42,8,31,5.9,0,0
"057905273",362,59.1,42,6.9,40,6.5,0,0
"057905274",394,53.4,82,11.1,55,7.5,0,0
"057905275",404,60.3,50,7.5,26,3.9,0,0
"057905276",398,52.3,82,10.8,50,6.6,0,0
"057905277",145,31.7,51,11.2,20,4.4,0,0
"057905278",530,79.7,22,3.3,48,7.2,0,0
"057905279",215,28.7,47,6.3,78,10.4,0,0
"057905280",693,59.2,107,9.1,68,5.8,0,0
"057905281",291,47.6,58,9.5,34,5.6,0,0
"057905283",339,56.8,58,9.7,35,5.9,0,0
"057905284",533,61.6,67,7.7,36,4.2,0,0
"057905286",516,76,15,2.2,36,5.3,0,0
"057905287",371,52.9,47,6.7,58,8.3,0,0
"057905288",335,50.1,22,3.3,58,8.7,0,0
"057905289",381,72.6,52,9.9,18,3.4,0,0
"057905301",331,36.7,78,8.6,46,5.1,0,0
"057905303",301,50.2,49,8.2,12,2,0,0
"057905304",256,38.3,72,10.8,51,7.6,0,0
"057905305",374,59.7,36,5.8,28,4.5,0,0
"057905352",570,41.1,188,13.6,158,11.4,421,30.4
"057905353",472,38.8,158,13,117,9.6,86,7.1
"057905354",135,19,68,9.6,78,11,0,0
"057905356",28,10.1,201,72.3,1,0.4,22,7.9
"057905357",45,16.7,153,56.7,4,1.5,37,13.7
"057905358",34,26.6,0,0,9,7,123,96.1
"057905359",73,57.5,34,26.8,4,3.1,0,0
"057905380",84,9.7,63,7.3,116,13.4,688,79.4
"057905381",6,9.4,17,26.6,1,1.6,42,65.6
"057905389",32,20,0,0,30,18.8,52,32.5
"057906001",25,1.1,124,5.5,227,10.1,1801,80.5
"057906002",7,0.9,104,13.9,55,7.3,527,70.4
"057906007",0,0,0,0,0,0,0,0
"057906041",14,2.2,74,11.4,69,10.6,49,7.6
"057906042",13,2,104,16,82,12.6,18,2.8
"057906043",62,7.1,122,13.9,85,9.7,31,3.5
"057906102",46,7.7,127,21.2,63,10.5,0,0
"057906103",17,3.4,55,11,44,8.8,0,0
"057906104",165,24.4,48,7.1,51,7.5,0,0
"057906106",22,4.1,39,7.2,51,9.4,0,0
"057906107",10,1.7,50,8.6,77,13.2,0,0
"057906108",198,31.9,69,11.1,55,8.9,0,0
"057906109",50,7,67,9.4,55,7.7,0,0
"057907001",125,3.1,217,5.4,390,9.8,3422,85.9
"057907004",0,0,0,0,1,1.1,53,55.8
"057907005",3,4.3,1,1.4,10,14.3,20,28.6
"057907007",1,7.7,0,0,3,23.1,0,0
"057907041",51,9.7,18,3.4,67,12.7,113,21.4
"057907042",39,5.3,84,11.4,57,7.7,99,13.4
"057907043",40,5.5,48,6.6,71,9.8,282,38.7
"057907101",269,46.1,26,4.5,26,4.5,0,0
"057907102",226,38.8,33,5.7,44,7.6,0,0
"057907103",108,20.1,7,1.3,46,8.6,0,0
"057907104",121,23.2,6,1.1,31,5.9,0,0
"057907105",101,19.8,28,5.5,39,7.7,0,0
"057907106",18,3.6,19,3.7,56,11,0,0
"057907107",160,32.3,13,2.6,24,4.8,0,0
"057907108",76,10.8,88,12.5,48,6.8,0,0
"057907109",109,16.3,57,8.5,52,7.8,0,0
"057907110",59,10.8,46,8.4,68,12.5,0,0
"057907111",98,17.8,34,6.2,56,10.2,0,0
"057907112",269,37.4,18,2.5,103,14.3,0,0
"057909002",116,4.5,815,31.4,210,8.1,1689,65.2
"057909003",137,6.9,39,2,237,11.9,1434,72.1
"057909004",138,5.9,145,6.2,151,6.5,1710,73.6
"057909005",59,2.4,149,6.1,183,7.5,1845,75.9
"057909006",64,37.4,4,2.3,4,2.3,1,0.6
"057909007",0,0,0,0,1,10,4,40
"057909008",89,4.1,79,3.6,183,8.3,1719,78.4
"057909009",62,2.3,131,4.9,220,8.2,1544,57.7
"057909010",114,4.1,154,5.6,208,7.5,1621,58.6
"057909041",30,3.2,669,70.7,47,5,82,8.7
"057909042",191,21.1,18,2,109,12,176,19.4
"057909043",326,30.6,21,2,146,13.7,267,25
"057909045",175,14,133,10.7,78,6.3,300,24.1
"057909046",190,17.7,15,1.4,120,11.2,187,17.4
"057909047",42,3.6,103,8.9,63,5.5,169,14.7
"057909048",141,18.1,16,2.1,88,11.3,217,27.9
"057909049",131,12.2,21,2,109,10.1,221,20.6
"057909050",61,5,30,2.5,131,10.8,265,21.8
"057909051",79,9.3,7,0.8,117,13.7,93,10.9
"057909052",114,9.9,53,4.6,129,11.1,296,25.6
"057909053",15,12.7,0,0,21,17.8,23,19.5
"057909054",96,7.8,39,3.2,111,9,266,21.6
"057909101",175,30.1,45,7.7,46,7.9,0,0
"057909102",369,61.7,9,1.5,46,7.7,0,0
"057909103",267,55.9,7,1.5,51,10.7,0,0
"057909105",174,45.9,9,2.4,38,10,0,0
"057909107",324,53.7,11,1.8,35,5.8,0,0
"057909108",439,66.4,4,0.6,62,9.4,0,0
"057909109",175,44.5,1,0.3,58,14.8,0,0
"057909110",217,33.5,2,0.3,51,7.9,0,0
"057909111",60,12.7,339,72,30,6.4,0,0
"057909112",274,56.3,6,1.2,51,10.5,0,0
"057909113",204,45.9,4,0.9,54,12.2,0,0
"057909115",197,32.3,59,9.7,34,5.6,0,0
"057909116",233,45.6,4,0.8,54,10.6,0,0
"057909117",163,52.2,6,1.9,34,10.9,0,0
"057909119",361,67.7,9,1.7,33,6.2,0,0
"057909120",207,44.4,4,0.9,48,10.3,0,0
"057909121",254,50.8,9,1.8,39,7.8,0,0
"057909122",157,28.8,362,66.3,23,4.2,0,0
"057909123",273,56.5,15,3.1,45,9.3,0,0
"057909124",263,46.5,6,1.1,39,6.9,0,0
"057909125",89,19.7,325,72.1,26,5.8,0,0
"057909126",348,50.8,16,2.3,63,9.2,0,0
"057909127",268,59.7,8,1.8,41,9.1,0,0
"057909128",358,50.5,4,0.6,65,9.2,0,0
"057909129",109,18,39,6.4,37,6.1,0,0
"057909132",157,29.3,6,1.1,31,5.8,0,0
"057909133",268,44.7,3,0.5,52,8.7,0,0
"057909134",297,45.3,10,1.5,43,6.6,0,0
"057909135",2,5.3,0,0,38,100,0,0
"057909136",161,24.6,3,0.5,57,8.7,0,0
"057909137",161,25.7,11,1.8,66,10.5,0,0
"057909138",285,44,6,0.9,42,6.5,0,0
"057909139",90,19.9,14,3.1,45,9.9,0,0
"057909140",168,35,6,1.3,30,6.3,0,0
"057909141",176,30.9,3,0.5,54,9.5,0,0
"057909142",136,32,6,1.4,48,11.3,0,0
"057909143",147,22.3,27,4.1,31,4.7,0,0
"057909144",41,6.6,18,2.9,38,6.1,0,0
"057909145",157,31.9,8,1.6,35,7.1,0,0
"057909146",170,29.6,7,1.2,43,7.5,0,0
"057909147",197,37.2,5,0.9,43,8.1,0,0
"057909148",152,24.2,19,3,34,5.4,0,0
"057909154",92,17.8,18,3.5,39,7.5,0,0
"057909155",211,26.2,47,5.8,56,7,0,0
"057909156",159,23.4,17,2.5,67,9.9,0,0
"057909157",96,15.1,6,0.9,67,10.6,0,0
"057909158",142,23.4,18,3,59,9.7,0,0
"057909159",361,49.7,7,1,68,9.4,0,0
"057909180",452,70.5,0,0,35,5.5,0,0
"057909181",325,57.4,0,0,42,7.4,0,0
"057910001",15,3.9,113,29.2,8,2.1,96,24.8
"057910002",537,21.5,141,5.6,298,11.9,1498,59.9
"057910003",146,6.3,291,12.5,231,9.9,1494,64.3
"057910004",14,11.4,0,0,15,12.2,51,41.5
"057910006",66,7.8,88,10.4,82,9.6,518,60.9
"057910007",1,16.7,0,0,2,33.3,1,16.7
"057910009",43,15.8,0,0,18,6.6,57,21
"057910010",251,16.6,229,15.1,45,3,1512,100
"057910011",11,12.5,23,26.1,0,0,32,36.4
"057910041",186,29.9,40,6.4,68,10.9,198,31.8
"057910045",171,16.6,93,9,94,9.1,188,18.2
"057910047",41,7,42,7.2,88,15.1,0,0
"057910050",44,6.2,122,17.1,72,10.1,64,9
"057910051",396,51.9,52,6.8,69,9,87,11.4
"057910052",303,30.2,81,8.1,111,11.1,147,14.7
"057910053",321,29.1,84,7.6,80,7.2,167,15.1
"057910054",44,38.9,0,0,13,11.5,103,91.2
"057910101",308,56.6,36,6.6,32,5.9,0,0
"057910102",210,47.8,18,4.1,28,6.4,0,0
"057910104",224,32.3,29,4.2,43,6.2,0,0
"057910106",42,8.2,41,8,71,13.8,0,0
"057910109",356,42.2,24,2.8,70,8.3,0,0
