CAMPUS,CPETBILC,CPETBILP,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVOCC,CPETVOCP
"015819106",0,0,0,0,2,2.2,0,0
"015819107",1,0.7,27,19.1,8,5.7,0,0
"015819108",7,6.1,0,0,3,2.6,0,0
"015820001",0,0,27,8.5,45,14.2,199,63
"015820002",0,0,0,0,6,6.5,0,0
"015822001",49,6.3,9,1.2,75,9.7,26,3.4
"015822002",15,5.3,12,4.3,23,8.2,71,25.2
"015822003",211,100,0,0,0,0,0,0
"015822004",54,46.6,4,3.4,7,6,0,0
"015822005",15,5.6,32,11.9,22,8.1,0,0
"015822006",13,3.8,0,0,25,7.2,0,0
"015822007",218,39.2,12,2.2,20,3.6,0,0
"015822008",25,13.2,2,1.1,10,5.3,0,0
"015822009",3,1.2,0,0,14,5.7,0,0
"015823001",4,6.5,0,0,8,12.9,33,53.2
"015825101",63,25.5,0,0,20,8.1,0,0
"015826001",29,7.3,0,0,40,10.1,206,51.9
"015826041",109,25.3,0,0,26,6,0,0
"015826042",75,18.2,0,0,34,8.3,0,0
"015826101",243,98.8,0,0,19,7.7,0,0
"015827001",5,1.2,20,4.7,30,7,58,13.6
"015827002",36,8.4,33,7.7,22,5.1,0,0
"015828001",74,8.2,45,5,56,6.2,176,19.6
"015828002",51,8.3,13,2.1,34,5.6,17,2.8
"015828003",104,13.7,91,12,36,4.8,226,29.9
"015830001",95,6.3,32,2.1,69,4.6,526,34.9
"015831001",50,11.8,13,3.1,28,6.6,0,0
"015831002",21,3.6,16,2.7,30,5.1,25,4.2
"015832001",28,19.4,10,6.9,9,6.3,39,27.1
"015833001",0,0,0,0,16,8.8,81,44.8
"015834001",0,0,0,0,12,2.4,0,0
"015836001",5,2.6,0,0,5,2.6,0,0
"015901001",16,1,348,22.5,99,6.4,436,28.2
"015901041",40,3.5,274,24.1,57,5,0,0
"015901101",34,4.2,91,11.3,56,7,0,0
"015901102",33,8.5,0,0,47,12.2,0,0
"015901104",159,16.8,153,16.2,75,7.9,0,0
"015904001",145,7.3,172,8.7,204,10.3,1598,80.4
"015904002",78,4.4,149,8.4,198,11.2,1260,71
"015904003",0,0,1,5.3,3,15.8,2,10.5
"015904004",8,4.6,1,0.6,17,9.8,74,42.5
"015904007",0,0,0,0,4,44.4,2,22.2
"015904008",0,0,0,0,0,0,0,0
"015904010",0,0,0,0,5,100,0,0
"015904041",135,15.6,65,7.5,81,9.4,366,42.4
"015904042",166,20,38,4.6,94,11.3,301,36.2
"015904043",99,14.1,74,10.5,84,11.9,343,48.8
"015904044",74,11.8,51,8.1,56,8.9,269,43
"015904045",0,0,0,0,5,25,13,65
"015904046",0,0,0,0,1,14.3,0,0
"015904047",0,0,0,0,3,100,0,0
"015904048",7,14.3,1,2,11,22.4,0,0
"015904101",189,33.9,35,6.3,43,7.7,0,0
"015904102",167,23.7,21,3,62,8.8,0,0
"015904103",161,27.6,5,0.9,53,9.1,0,0
"015904104",239,49.2,31,6.4,29,6,0,0
"015904105",245,28.7,21,2.5,81,9.5,0,0
"015904106",286,34.8,22,2.7,48,5.8,0,0
"015904107",246,35.9,22,3.2,48,7,0,0
"015904108",119,14.7,34,4.2,57,7.1,0,0
"015904109",202,38.1,10,1.9,35,6.6,0,0
"015904110",126,24.6,24,4.7,28,5.5,0,0
"015904113",137,25.9,19,3.6,43,8.1,0,0
"015904114",129,23.8,30,5.5,46,8.5,0,0
"015904115",0,0,0,0,13,100,0,0
"015904116",168,27.6,20,3.3,47,7.7,0,0
"015904117",0,0,0,0,3,60,0,0
"015905002",77,5.5,121,8.6,169,12,1045,74.2
"015905003",128,10.1,130,10.2,175,13.8,903,71.1
"015905041",73,9.5,68,8.9,83,10.8,0,0
"015905042",4,7.8,2,3.9,9,17.6,8,15.7
"015905044",191,24.7,99,12.8,71,9.2,0,0
"015905046",104,13.6,77,10.1,92,12,0,0
"015905104",189,30.5,15,2.4,51,8.2,0,0
"015905106",115,19.6,15,2.6,38,6.5,0,0
"015905108",113,20.8,16,3,41,7.6,0,0
"015905109",118,21.9,19,3.5,44,8.2,0,0
"015905110",166,28.2,48,8.1,60,10.2,0,0
"015905112",213,25.8,41,5,70,8.5,0,0
"015905113",125,19,11,1.7,55,8.3,0,0
"015905114",151,25,28,4.6,54,8.9,0,0
"015905116",115,18.8,11,1.8,44,7.2,0,0
"015905117",104,19.5,37,6.9,28,5.3,0,0
"015905118",78,23.6,0,0,16,4.8,0,0
"015905124",49,28.3,0,0,7,4,0,0
"015905125",86,20.9,0,0,42,10.2,0,0
"015906001",0,0,27,8.5,19,6,101,31.7
"015906041",1,0.4,41,15.8,13,5,0,0
"015906101",3,0.5,31,5.2,35,5.9,0,0
"015907001",139,7.2,223,11.5,212,10.9,1222,63
"015907002",131,10.2,143,11.1,136,10.6,995,77.6
"015907003",218,12.8,152,8.9,213,12.5,1188,69.7
"015907004",12,3.2,56,14.8,19,5,357,94.2
"015907005",117,6.8,121,7.1,258,15,1275,74.3
"015907006",88,9.5,41,4.4,194,20.9,734,79.2
"015907007",122,6.9,120,6.8,244,13.9,1266,72.1
"015907008",237,13.6,106,6.1,281,16.1,1341,77
"015907014",25,13.2,0,0,45,23.7,66,34.7
"015907020",0,0,0,0,1,20,1,20
"015907022",3,0.8,94,23.5,2,0.5,1,0.3
"015907023",0,0,132,33.9,0,0,27,6.9
"015907024",10,5.3,0,0,8,4.2,48,25.3
"015907041",77,12.8,31,5.1,89,14.8,0,0
"015907043",54,8.9,24,3.9,102,16.7,159,26.1
"015907046",61,15.6,17,4.4,85,21.8,0,0
"015907047",112,13.5,64,7.7,90,10.8,0,0
"015907049",167,19,53,6,109,12.4,144,16.4
"015907050",93,9.4,48,4.9,112,11.3,0,0
"015907051",28,7.1,27,6.9,70,17.8,124,31.6
"015907053",63,14.2,31,7,69,15.5,0,0
"015907054",90,12.1,63,8.5,99,13.4,98,13.2
"015907055",78,10,112,14.3,88,11.2,0,0
"015907057",54,9,20,3.3,77,12.8,85,14.2
"015907058",88,15.3,35,6.1,72,12.5,58,10.1
"015907059",149,17.6,50,5.9,112,13.3,0,0
"015907061",88,10.8,87,10.7,75,9.2,154,19
"015907064",4,12.1,1,3,33,100,0,0
"015907101",195,32.6,16,2.7,57,9.5,0,0
"015907102",51,14.6,22,6.3,35,10,0,0
"015907103",99,19,9,1.7,53,10.2,0,0
"015907105",0,0,3,0.6,35,6.8,0,0
"015907106",127,23.8,24,4.5,45,8.4,0,0
"015907107",260,51,64,12.5,24,4.7,0,0
"015907110",86,11.8,4,0.5,31,4.3,0,0
"015907111",79,14.3,2,0.4,34,6.2,0,0
"015907112",181,31,9,1.5,44,7.5,0,0
"015907114",0,0,6,1.3,39,8.8,0,0
"015907116",115,18.6,17,2.7,43,6.9,0,0
"015907117",67,28.6,2,0.9,30,12.8,0,0
"015907118",360,37.4,6,0.6,65,6.7,0,0
"015907119",89,22.3,4,1,48,12,0,0
"015907121",230,37.3,18,2.9,43,7,0,0
"015907123",97,26.1,6,1.6,27,7.3,0,0
"015907124",0,0,17,4.6,42,11.3,0,0
"015907125",1,0.2,4,0.7,38,6.8,0,0
"015907126",138,27.7,6,1.2,32,6.4,0,0
"015907127",0,0,0,0,31,11.8,0,0
"015907129",222,26.4,54,6.4,54,6.4,0,0
"015907131",6,2.8,6,2.8,28,12.9,0,0
"015907132",147,28,16,3,37,7,0,0
"015907134",138,20,10,1.5,37,5.4,0,0
"015907135",134,18.3,23,3.1,60,8.2,0,0
"015907136",135,23.9,9,1.6,37,6.5,0,0
"015907137",0,0,7,1.3,46,8.7,0,0
"015907139",0,0,10,2.6,44,11.3,0,0
"015907140",80,18.9,8,1.9,30,7.1,0,0
"015907141",97,18.8,10,1.9,50,9.7,0,0
"015907142",0,0,10,2,38,7.4,0,0
"015907143",0,0,14,5.3,19,7.1,0,0
"015907144",69,16.5,20,4.8,47,11.3,0,0
"015907146",66,28.3,3,1.3,19,8.2,0,0
"015907147",112,22.2,7,1.4,57,11.3,0,0
"015907148",126,19.6,4,0.6,53,8.2,0,0
"015907149",170,31.6,10,1.9,46,8.6,0,0
"015907150",131,19.4,8,1.2,78,11.5,0,0
"015907153",131,33.2,19,4.8,46,11.7,0,0
"015907155",233,34.8,12,1.8,55,8.2,0,0
"015907156",110,30.9,13,3.7,38,10.7,0,0
"015907157",106,34.9,0,0,22,7.2,0,0
"015907158",115,28.4,6,1.5,35,8.6,0,0
"015907160",138,31.7,12,2.8,28,6.4,0,0
"015907161",243,35,22,3.2,46,6.6,0,0
"015907162",0,0,11,2.4,54,11.5,0,0
"015907164",138,20.4,17,2.5,66,9.8,0,0
"015907165",107,21.4,3,0.6,46,9.2,0,0
"015907167",40,11.4,16,4.5,16,4.5,0,0
"015907168",164,30,13,2.4,26,4.8,0,0
"015907169",131,27.2,0,0,38,7.9,0,0
"015907172",90,17.4,15,2.9,32,6.2,0,0
"015907173",0,0,5,0.9,24,4.4,0,0
"015907174",198,39.1,20,3.9,45,8.9,0,0
"015907175",141,22.6,21,3.4,61,9.8,0,0
"015907176",166,29.6,9,1.6,56,10,0,0
"015907179",99,13.4,48,6.5,66,8.9,0,0
"015907182",7,4.6,0,0,6,3.9,35,22.9
"015907184",1,20,0,0,1,20,1,20
"015907186",0,0,0,0,4,20,1,5
"015907194",0,0,0,0,4,30.8,0,0
"015907195",2,1.3,0,0,26,16.7,0,0
"015907201",0,0,0,0,2,22.2,0,0
"015907202",0,0,0,0,0,0,0,0
"015907210",6,0.9,25,3.8,76,11.6,0,0
"015907240",48,15.5,0,0,22,7.1,0,0
"015907241",109,27.3,0,0,20,5,0,0
"015907242",83,20.5,0,0,14,3.5,0,0
"015907244",53,19.7,0,0,8,3,0,0
"015908001",98,4.1,172,7.2,205,8.6,2022,85.2
"015908039",1,3,0,0,9,27.3,8,24.2
"015908040",0,0,0,0,0,0,0,0
"015908041",62,12,20,3.9,47,9.1,68,13.2
"015908042",40,6.7,33,5.5,52,8.7,76,12.7
"015908043",45,9.6,28,5.9,47,10,16,3.4
"015908044",43,7.2,28,4.7,36,6,33,5.5
"015908101",114,27.6,14,3.4,27,6.5,0,0
"015908104",175,28,28,4.5,39,6.3,0,0
"015908105",85,16.3,5,1,33,6.3,0,0
"015908106",102,18,16,2.8,29,5.1,0,0
"015908107",102,22.9,13,2.9,24,5.4,0,0
"015908108",113,15.2,34,4.6,54,7.3,0,0
"015908109",74,16.9,18,4.1,21,4.8,0,0
"015908110",107,21,17,3.3,31,6.1,0,0
