CAMPUS,CAMPNAME,CFLALTED,CFLCHART,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"153904041","TAHOKA MIDDLE","N","N","TAHOKA ISD","153904","06 - 08","M"
"153904101","TAHOKA EL","N","N","TAHOKA ISD","153904","EE - 05","E"
"153905001","NEW HOME SCHOOL","N","N","NEW HOME ISD","153905","PK - 12","B"
"153907001","WILSON SCHOOL","N","N","WILSON ISD","153907","PK - 12","B"
"154901001","MADISONVILLE H S","N","N","MADISONVILLE CISD","154901","09 - 12","S"
"154901041","MADISONVILLE J H","N","N","MADISONVILLE CISD","154901","06 - 08","M"
"154901101","MADISONVILLE EL","N","N","MADISONVILLE CISD","154901","EE - 02","E"
"154901102","MADISONVILLE INT","N","N","MADISONVILLE CISD","154901","03 - 05","E"
"154903001","NORTH ZULCH ELEMENTARY/SECONDARY","N","N","NORTH ZULCH ISD","154903","PK - 12","B"
"155901002","JEFFERSON H S","N","N","JEFFERSON ISD","155901","09 - 12","S"
"155901041","JEFFERSON J H","N","N","JEFFERSON ISD","155901","05 - 08","M"
"155901102","JEFFERSON EL","N","N","JEFFERSON ISD","155901","01 - 04","E"
"155901103","JEFFERSON PRI SCH","N","N","JEFFERSON ISD","155901","EE - KG","E"
"156902001","STANTON H S","N","N","STANTON ISD","156902","09 - 12","S"
"156902041","STANTON MIDDLE","N","N","STANTON ISD","156902","06 - 08","M"
"156902101","STANTON EL","N","N","STANTON ISD","156902","PK - 05","E"
"156905001","GRADY SCHOOL","N","N","GRADY ISD","156905","PK - 12","B"
"157901001","MASON H S","N","N","MASON ISD","157901","09 - 12","S"
"157901041","MASON J H","N","N","MASON ISD","157901","05 - 08","M"
"157901101","MASON EL","N","N","MASON ISD","157901","PK - 04","E"
"158901001","BAY CITY H S","N","N","BAY CITY ISD","158901","09 - 12","S"
"158901041","BAY CITY J H","N","N","BAY CITY ISD","158901","06 - 08","M"
"158901101","CHERRY EL","N","N","BAY CITY ISD","158901","EE - KG","E"
"158901102","TENIE HOLMES EL","N","N","BAY CITY ISD","158901","03 - 05","E"
"158901104","ROBERTS EL","N","N","BAY CITY ISD","158901","01 - 02","E"
"158902001","TIDEHAVEN H S","N","N","TIDEHAVEN ISD","158902","09 - 12","S"
"158902041","TIDEHAVEN INT","N","N","TIDEHAVEN ISD","158902","06 - 08","M"
"158902101","BLESSING EL","N","N","TIDEHAVEN ISD","158902","EE - 05","E"
"158902102","MARKHAM EL","N","N","TIDEHAVEN ISD","158902","EE - 05","E"
"158904101","MATAGORDA SCHOOL","N","N","MATAGORDA ISD","158904","PK - 08","E"
"158905001","PALACIOS H S","N","N","PALACIOS ISD","158905","09 - 12","S"
"158905041","PALACIOS J H","N","N","PALACIOS ISD","158905","06 - 08","M"
"158905101","CENTRAL EL","N","N","PALACIOS ISD","158905","EE - 03","E"
"158905102","EAST SIDE INT","N","N","PALACIOS ISD","158905","04 - 05","E"
"158906002","VAN VLECK H S","N","N","VAN VLECK ISD","158906","09 - 12","S"
"158906041","O H HERMAN MIDDLE","N","N","VAN VLECK ISD","158906","06 - 08","M"
"158906102","VAN VLECK EL","N","N","VAN VLECK ISD","158906","EE - 03","E"
"158906103","E RUDD INT","N","N","VAN VLECK ISD","158906","04 - 05","E"
"159901001","EAGLE PASS H S","N","N","EAGLE PASS ISD","159901","09 - 12","S"
"159901003","DAEP","N","N","EAGLE PASS ISD","159901","07 - 12","S"
"159901004","C C WINN H S","N","N","EAGLE PASS ISD","159901","09 - 12","S"
"159901041","EAGLE PASS J H","N","N","EAGLE PASS ISD","159901","07 - 08","M"
"159901042","MEMORIAL J H","N","N","EAGLE PASS ISD","159901","07 - 08","M"
"159901102","RAY H DARR EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901103","LANGUAGE DEVELOPMENT CENTER","N","N","EAGLE PASS ISD","159901","EE - KG","E"
"159901104","DENA KELSO GRAVES EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901105","NELLIE MAE GLASS EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901106","ROBERT E LEE EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901107","MAUDE MAE KIRCHNER EL","N","N","EAGLE PASS ISD","159901","PK - 06","E"
"159901109","SAN LUIS EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901110","ROSITA VALLEY EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901111","BENAVIDES HEIGHTS EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901112","EARLY CHILDHOOD CENTER","N","N","EAGLE PASS ISD","159901","EE - KG","E"
"159901113","SECO MINES EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901115","SAM HOUSTON EL","N","N","EAGLE PASS ISD","159901","02 - 06","E"
"159901116","ROSITA VALLEY LITERACY ACADEMY","N","N","EAGLE PASS ISD","159901","EE - 01","E"
"159901117","PETE GALLEGO EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901118","HENRY B GONZALEZ EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901119","KENNEDY EL","N","N","EAGLE PASS ISD","159901","EE - KG","E"
"159901120","LIBERTY EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901121","ARMANDO CERNA EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"159901122","PERFECTO MANCHA EL","N","N","EAGLE PASS ISD","159901","01 - 06","E"
"160901001","BRADY H S","N","N","BRADY ISD","160901","09 - 12","S"
"160901041","BRADY MIDDLE","N","N","BRADY ISD","160901","06 - 08","M"
"160901101","BRADY EL","N","N","BRADY ISD","160901","EE - 05","E"
"160904001","ROCHELLE SCHOOL","N","N","ROCHELLE ISD","160904","PK - 12","B"
"160905001","LOHN SCHOOL","N","N","LOHN ISD","160905","PK - 12","B"
"161801101","WACO CHARTER SCHOOL","N","Y","WACO CHARTER SCHOOL","161801","PK - 05","E"
"161802001","PAUL AND JANE MEYER PUBLIC H S","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","161802","09 - 12","S"
"161802101","AUDRE AND BERNARD RAPOPORT ACADEMY","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","161802","PK - 04","E"
"161802102","QUINN CAMPUS PUBLIC MIDDLE","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","161802","05 - 08","M"
"161807001","HARMONY SCIENCE ACAD (WACO)","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","PK - 05","E"
"161807002","HARMONY SCIENCE ACADEMY - GARLAND","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","PK - 06","E"
"161807003","HARMONY SCIENCE ACADEMY - DALLAS","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","KG - 12","B"
"161807004","HARMONY SCHOOL OF INNOVATION - CAR","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","KG - 05","E"
"161807005","HARMONY SCHOOL OF INNOVATION - DAL","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","06 - 12","B"
"161807006","HARMONY SCHOOL OF INNOVATION - GAR","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","07 - 12","S"
"161807007","HARMONY SCIENCE ACADEMY- FORT WORT","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","KG - 05","E"
"161807008","HARMONY SCIENCE ACADEMY - GRAND PR","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","PK - 08","E"
"161807009","HARMONY SCIENCE ACADEMY - EULESS","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","07 - 12","S"
"161807010","HARMONY SCHOOL OF EXCELLENCE - DAL","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","06 - 12","B"
"161807011","HARMONY SCHOOL OF INNOVATION - FOR","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","06 - 12","B"
"161807012","HARMONY SCHOOL OF INNOVATION- EULE","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","KG - 06","E"
"161807013","HARMONY SCIENCE ACADEMY - CARROLLT","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","06 - 12","B"
"161807014","HARMONY SCHOOL OF INNOVATION - WAC","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","06 - 12","B"
"161807015","HARMONY SCIENCE ACADEMY - PLANO","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","PK - 05","E"
"161807016","HARMONY SCHOOL OF INNOVATION - GRA","N","Y","HARMONY SCIENCE ACAD (WACO)","161807","PK - 05","E"
"161901001","CRAWFORD H S","N","N","CRAWFORD ISD","161901","06 - 12","B"
"161901101","CRAWFORD EL","N","N","CRAWFORD ISD","161901","EE - 05","E"
"161903001","MIDWAY H S","N","N","MIDWAY ISD","161903","09 - 12","S"
"161903004","CHALLENGE ACADEMY","N","N","MIDWAY ISD","161903","10 - 11","S"
"161903041","MIDWAY MIDDLE","N","N","MIDWAY ISD","161903","07 - 08","M"
"161903101","WOODWAY EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903102","HEWITT EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903103","SPEEGLEVILLE EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903104","SPRING VALLEY EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903105","SOUTH BOSQUE EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903106","WOODGATE INT","N","N","MIDWAY ISD","161903","05 - 06","M"
"161903107","CASTLEMAN CREEK EL","N","N","MIDWAY ISD","161903","EE - 04","E"
"161903108","RIVER VALLEY INT","N","N","MIDWAY ISD","161903","05 - 06","M"
"161906002","LA VEGA H S","N","N","LA VEGA ISD","161906","09 - 12","S"
"161906042","LA VEGA J H GEORGE DIXON CAMPUS","N","N","LA VEGA ISD","161906","07 - 08","M"
"161906103","LA VEGA INT H P MILES CAMPUS","N","N","LA VEGA ISD","161906","04 - 06","E"
"161906105","LA VEGA EL","N","N","LA VEGA ISD","161906","01 - 03","E"
"161906106","LA VEGA PRI PHIL BANCALE CAMPUS","N","N","LA VEGA ISD","161906","EE - KG","E"
"161907001","LORENA HIGH","N","N","LORENA ISD","161907","09 - 12","S"
"161907041","LORENA MIDDLE","N","N","LORENA ISD","161907","06 - 08","M"
"161907101","LORENA EL","N","N","LORENA ISD","161907","03 - 05","E"
"161907102","LORENA PRI","N","N","LORENA ISD","161907","EE - 02","E"
"161908002","MART H S","N","N","MART ISD","161908","07 - 12","S"
"161908003","MART ACADEMIC ALERNATIVE PROGRAM","Y","N","MART ISD","161908","09 - 12","S"
"161908102","MART EL","N","N","MART ISD","161908","PK - 06","E"
"161909001","MCGREGOR H S","N","N","MCGREGOR ISD","161909","09 - 12","S"
"161909041","ISBILL J H","N","N","MCGREGOR ISD","161909","06 - 08","M"
"161909101","MCGREGOR EL","N","N","MCGREGOR ISD","161909","02 - 05","E"
"161909102","MCGREGOR PRI","N","N","MCGREGOR ISD","161909","EE - 01","E"
"161910001","MOODY H S","N","N","MOODY ISD","161910","09 - 12","S"
"161910004","MCLENNAN CO CHALLENGE ACADEMY","N","N","MOODY ISD","161910","11 - 11","S"
"161910041","MOODY MIDDLE","N","N","MOODY ISD","161910","05 - 08","M"
"161910101","MOODY EL","N","N","MOODY ISD","161910","KG - 04","E"
"161910102","MOODY PRE-K","N","N","MOODY ISD","161910","EE - PK","E"
"161912001","RIESEL SCHOOL","N","N","RIESEL ISD","161912","07 - 12","S"
"161912101","FOSTER EL","N","N","RIESEL ISD","161912","EE - 06","E"
"161914002","WACO H S","N","N","WACO ISD","161914","09 - 12","S"
"161914003","UNIVERSITY H S","N","N","WACO ISD","161914","09 - 12","S"
"161914004","CHALLENGE ACADEMY","N","N","WACO ISD","161914","06 - 12","B"
"161914005","G L WILEY OPPORTUNITY CENTER","N","N","WACO ISD","161914","04 - 12","B"
"161914007","BRAZOS H S","Y","N","WACO ISD","161914","09 - 12","S"
"161914043","CESAR CHAVEZ MIDDLE","N","N","WACO ISD","161914","06 - 08","M"
"161914044","TENNYSON MIDDLE","N","N","WACO ISD","161914","06 - 08","M"
"161914048","G W CARVER MIDDLE","N","N","WACO ISD","161914","06 - 08","M"
"161914050","INDIAN SPRING MIDDLE","N","N","WACO ISD","161914","06 - 08","M"
"161914101","ALTA VISTA EL","N","N","WACO ISD","161914","PK - 05","E"
"161914103","BELL'S HILL EL","N","N","WACO ISD","161914","EE - 05","E"
"161914104","BROOK AVENUE EL","N","N","WACO ISD","161914","PK - 05","E"
"161914105","CEDAR RIDGE EL","N","N","WACO ISD","161914","PK - 05","E"
"161914106","CRESTVIEW EL","N","N","WACO ISD","161914","EE - 05","E"
"161914107","DEAN HIGHLAND EL","N","N","WACO ISD","161914","EE - 05","E"
"161914109","HILLCREST PDS MAGNET","N","N","WACO ISD","161914","PK - 05","E"
"161914110","J H HINES EL","N","N","WACO ISD","161914","EE - 05","E"
"161914112","KENDRICK EL","N","N","WACO ISD","161914","PK - 05","E"
"161914116","MOUNTAINVIEW EL","N","N","WACO ISD","161914","PK - 05","E"
"161914120","PARKDALE EL","N","N","WACO ISD","161914","EE - 05","E"
"161914121","PROVIDENT HEIGHTS EL","N","N","WACO ISD","161914","EE - 05","E"
"161914127","LAKE AIR MONTESSORI SCHOOL","N","N","WACO ISD","161914","EE - 08","E"
"161914129","WEST AVENUE EL","N","N","WACO ISD","161914","PK - 05","E"
"161914130","SOUTH WACO EL","N","N","WACO ISD","161914","PK - 05","E"
"161914444","BILL LOGUE DETENTION CENTER","Y","N","WACO ISD","161914","07 - 10","S"
"161916001","WEST H S","N","N","WEST ISD","161916","09 - 12","S"
"161916004","CHALLENGE ACADEMY","N","N","WEST ISD","161916","11 - 11","S"
"161916042","WEST MIDDLE","N","N","WEST ISD","161916","06 - 08","M"
"161916102","WEST EL","N","N","WEST ISD","161916","EE - 05","E"
"161916198","WEST BROOKHAVEN YOUTH RANCH SCHOOL","Y","N","WEST ISD","161916","06 - 11","B"
"161918001","AXTELL H S","N","N","AXTELL ISD","161918","09 - 12","S"
"161918041","AXTELL MIDDLE SCHOOL","N","N","AXTELL ISD","161918","06 - 08","M"
"161918101","AXTELL EL","N","N","AXTELL ISD","161918","PK - 05","E"
"161918199","WACO CTR FOR YOUTH","Y","N","AXTELL ISD","161918","07 - 12","S"
"161919001","BRUCEVILLE-EDDY H S","N","N","BRUCEVILLE-EDDY ISD","161919","09 - 12","S"
"161919002","AXTELL/BRUCEVILLE-EDDY LEARNING CE","N","N","BRUCEVILLE-EDDY ISD","161919","10 - 10","S"
"161919005","AXTELL/BE DAEP","N","N","BRUCEVILLE-EDDY ISD","161919","09 - 12","S"
"161919041","BRUCEVILLE-EDDY J H","N","N","BRUCEVILLE-EDDY ISD","161919","06 - 08","M"
"161919042","BRUCEVILLE-EDDY INT","N","N","BRUCEVILLE-EDDY ISD","161919","03 - 05","E"
"161919101","BRUCEVILLE-EDDY EL","N","N","BRUCEVILLE-EDDY ISD","161919","EE - 02","E"
"161920001","CHINA SPRING H S","N","N","CHINA SPRING ISD","161920","09 - 12","S"
"161920002","TAG","Y","N","CHINA SPRING ISD","161920","09 - 12","S"
"161920041","CHINA SPRING MIDDLE","N","N","CHINA SPRING ISD","161920","07 - 08","M"
"161920102","CHINA SPRING EL","N","N","CHINA SPRING ISD","161920","EE - 03","E"
"161920104","CHINA SPRING INT","N","N","CHINA SPRING ISD","161920","04 - 06","E"
"161921001","CONNALLY HIGH SCHOOL","N","N","CONNALLY ISD","161921","09 - 12","S"
"161921004","CHALLENGE ACADEMY","N","N","CONNALLY ISD","161921","06 - 08","M"
"161921041","CONNALLY J H","N","N","CONNALLY ISD","161921","06 - 08","M"
"161921101","CONNALLY PRI","N","N","CONNALLY ISD","161921","01 - 03","E"
"161921104","CONNALLY EL","N","N","CONNALLY ISD","161921","04 - 05","E"
"161921106","CONNALLY EARLY CHILDHOOD CENTER","N","N","CONNALLY ISD","161921","EE - KG","E"
"161922001","ROBINSON H S","N","N","ROBINSON ISD","161922","09 - 12","S"
"161922004","CHALLENGE ACADEMY","N","N","ROBINSON ISD","161922","08 - 09","M"
"161922041","ROBINSON J H","N","N","ROBINSON ISD","161922","07 - 08","M"
"161922101","ROBINSON PRI","N","N","ROBINSON ISD","161922","EE - 01","E"
"161922102","ROBINSON EL","N","N","ROBINSON ISD","161922","02 - 03","E"
"161922103","ROBINSON INT","N","N","ROBINSON ISD","161922","04 - 06","E"
"161923001","BOSQUEVILLE H S","N","N","BOSQUEVILLE ISD","161923","09 - 12","S"
"161923041","BOSQUEVILLE MIDDLE","N","N","BOSQUEVILLE ISD","161923","06 - 08","M"
"161923101","BOSQUEVILLE EL","N","N","BOSQUEVILLE ISD","161923","EE - 05","E"
"161924101","HALLSBURG SCHOOL","N","N","HALLSBURG ISD","161924","PK - 06","E"
"161925101","GHOLSON SCHOOL","N","N","GHOLSON ISD","161925","PK - 12","B"
"162904001","MCMULLEN COUNTY SCHOOL","N","N","MCMULLEN COUNTY ISD","162904","PK - 12","B"
"163901001","DEVINE H S","N","N","DEVINE ISD","163901","09 - 12","S"
"163901004","DEVINE DAEP SCHOOL","N","N","DEVINE ISD","163901","07 - 12","S"
"163901041","DEVINE MIDDLE","N","N","DEVINE ISD","163901","06 - 08","M"
"163901101","JOHN J CIAVARRA EL","N","N","DEVINE ISD","163901","EE - 02","E"
"163901102","DEVINE INTERMEDIATE SCHOOL","N","N","DEVINE ISD","163901","03 - 05","E"
"163902001","D'HANIS SCHOOL","N","N","D'HANIS ISD","163902","PK - 12","B"
"163903001","NATALIA H S","N","N","NATALIA ISD","163903","09 - 12","S"
"163903041","NATALIA J H","N","N","NATALIA ISD","163903","06 - 08","M"
"163903101","NATALIA EL","N","N","NATALIA ISD","163903","02 - 05","E"
"163903102","NATALIA EARLY CHILD CTR","N","N","NATALIA ISD","163903","PK - 01","E"
"163904001","HONDO H S","N","N","HONDO ISD","163904","KG - 12","B"
"163904041","MCDOWELL MIDDLE","N","N","HONDO ISD","163904","06 - 08","M"
"163904102","MEYER EL","N","N","HONDO ISD","163904","EE - 02","E"
"163904105","NEWELL E WOOLLS INT","N","N","HONDO ISD","163904","03 - 05","E"
"163908001","MEDINA VALLEY H S","N","N","MEDINA VALLEY ISD","163908","09 - 12","S"
"163908042","MEDINA VALLEY MIDDLE","N","N","MEDINA VALLEY ISD","163908","06 - 08","M"
"163908043","MEDINA VALLEY LOMA ALTA MIDDLE","N","N","MEDINA VALLEY ISD","163908","06 - 08","M"
"163908103","CASTROVILLE EL","N","N","MEDINA VALLEY ISD","163908","EE - 05","E"
"163908104","LACOSTE EL","N","N","MEDINA VALLEY ISD","163908","EE - 05","E"
"163908105","POTRANCO EL","N","N","MEDINA VALLEY ISD","163908","EE - 05","E"
"163908106","LUCKEY RANCH EL","N","N","MEDINA VALLEY ISD","163908","EE - 05","E"
"164901001","MENARD H S","N","N","MENARD ISD","164901","09 - 12","S"
"164901041","MENARD ELEMENTARY/JH","N","N","MENARD ISD","164901","PK - 08","E"
"165802101","MIDLAND ACADEMY CHARTER SCHOOL","N","Y","MIDLAND ACADEMY CHARTER SCHOOL","165802","PK - 08","E"
"165901002","LEE H S","N","N","MIDLAND ISD","165901","09 - 12","S"
"165901003","MIDLAND H S","N","N","MIDLAND ISD","165901","09 - 12","S"
"165901004","VIOLA M COLEMAN H S","Y","N","MIDLAND ISD","165901","09 - 12","S"
"165901006","EARLY COLLEGE H S AT MIDLAND COLLE","N","N","MIDLAND ISD","165901","09 - 12","S"
"165901007","YOUNG WOMEN'S LEADERSHIP ACADEMY","N","N","MIDLAND ISD","165901","06 - 07","M"
"165901020","BARBARA CULVER JUVENILE DETENTION","N","N","MIDLAND ISD","165901","09 - 10","S"
"165901030","MIDLAND ALTERNATIVE PROGRAM","N","N","MIDLAND ISD","165901","09 - 11","S"
"165901041","ALAMO J H","N","N","MIDLAND ISD","165901","07 - 08","M"
"165901042","LEE FRESHMAN H S","N","N","MIDLAND ISD","165901","09 - 09","S"
"165901044","MIDLAND FRESHMAN H S","N","N","MIDLAND ISD","165901","09 - 09","S"
"165901045","SAN JACINTO J H","N","N","MIDLAND ISD","165901","06 - 08","M"
"165901046","GODDARD J H","N","N","MIDLAND ISD","165901","07 - 08","M"
"165901047","ABELL J H","N","N","MIDLAND ISD","165901","07 - 08","M"
"165901101","BONHAM EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901104","BURNET EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901106","DE ZAVALA EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901107","FANNIN EL","N","N","MIDLAND ISD","165901","KG - 06","E"
"165901108","HENDERSON EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901109","SAM HOUSTON COLLEGIATE PREPARATORY","N","N","MIDLAND ISD","165901","EE - 05","E"
"165901110","JONES EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901111","LAMAR EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901112","LONG EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901113","MILAM EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901114","EMERSON EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901116","RUSK EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901117","SOUTH EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901118","TRAVIS EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901122","PARKER EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901123","SANTA RITA EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901125","SCHARBAUER EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901126","CARVER CENTER","N","N","MIDLAND ISD","165901","01 - 06","E"
"165901127","BUSH EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901128","GREATHOUSE EL","N","N","MIDLAND ISD","165901","EE - 06","E"
"165901129","WASHINGTON STEM ACADEMY","N","N","MIDLAND ISD","165901","KG - 06","E"
"165901130","PEASE COMMUNICATIONS/TECHNOLOGY AC","N","N","MIDLAND ISD","165901","KG - 06","E"
"165901131","JAMES BOWIE FINE ARTS ACADEMY","N","N","MIDLAND ISD","165901","KG - 06","E"
"165901132","BARBARA YARBROUGH EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901133","BARBARA FASKEN EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901134","RALPH BUNCHE EL","N","N","MIDLAND ISD","165901","PK - 06","E"
"165901135","GENERAL TOMMY FRANKS EL","N","N","MIDLAND ISD","165901","KG - 06","E"
"165901136","PRE-K ACADEMY AT MIDLAND COLLEGE","N","N","MIDLAND ISD","165901","PK - PK","E"
"165902001","GREENWOOD H S","N","N","GREENWOOD ISD","165902","09 - 12","S"
"165902041","JAMES R BROOKS MIDDLE","N","N","GREENWOOD ISD","165902","06 - 08","M"
"165902101","GREENWOOD EL","N","N","GREENWOOD ISD","165902","EE - 02","E"
"165902103","GREENWOOD INT","N","N","GREENWOOD ISD","165902","03 - 05","E"
"166901002","CAMERON YOE H S","N","N","CAMERON ISD","166901","09 - 12","S"
"166901041","CAMERON MIDDLE","N","N","CAMERON ISD","166901","06 - 08","M"
"166901101","CAMERON EL","N","N","CAMERON ISD","166901","03 - 05","E"
"166901104","BEN MILAM EL","N","N","CAMERON ISD","166901","PK - 02","E"
"166902101","GAUSE EL","N","N","GAUSE ISD","166902","PK - 08","E"
"166903001","MILANO H S","N","N","MILANO ISD","166903","09 - 12","S"
"166903041","MILANO J H","N","N","MILANO ISD","166903","06 - 08","M"
"166903102","MILANO EL","N","N","MILANO ISD","166903","EE - 05","E"
"166904001","ROCKDALE H S","N","N","ROCKDALE ISD","166904","09 - 12","S"
"166904041","ROCKDALE J H","N","N","ROCKDALE ISD","166904","06 - 08","M"
"166904101","ROCKDALE EL","N","N","ROCKDALE ISD","166904","EE - 02","E"
"166904103","ROCKDALE INT","N","N","ROCKDALE ISD","166904","03 - 05","E"
"166905001","THORNDALE H S","N","N","THORNDALE ISD","166905","09 - 12","S"
"166905041","THORNDALE MIDDLE","N","N","THORNDALE ISD","166905","06 - 08","M"
"166905101","THORNDALE EL","N","N","THORNDALE ISD","166905","EE - 05","E"
"166907001","BUCKHOLTS SCHOOL","N","N","BUCKHOLTS ISD","166907","PK - 12","B"
"167901001","GOLDTHWAITE H S","N","N","GOLDTHWAITE ISD","167901","09 - 12","S"
"167901002","GOLDTHWAITE MIDDLE","N","N","GOLDTHWAITE ISD","167901","06 - 08","M"
"167901101","GOLDTHWAITE EL","N","N","GOLDTHWAITE ISD","167901","EE - 05","E"
"167902001","MULLIN MAIN","N","N","MULLIN ISD","167902","PK - 12","B"
"167902002","MULLIN OAKS","Y","N","MULLIN ISD","167902","07 - 12","S"
"167902003","PECAN RIDGE H S","Y","N","MULLIN ISD","167902","09 - 12","S"
"167902055","PARKVIEW SCHOOL - LUBBOCK","Y","N","MULLIN ISD","167902","KG - 11","B"
"167902056","PARKVIEW SCHOOL - LEVELLAND","Y","N","MULLIN ISD","167902","04 - 08","M"
"167904001","PRIDDY SCHOOL","N","N","PRIDDY ISD","167904","PK - 12","B"
"168901001","COLORADO H S","N","N","COLORADO ISD","168901","09 - 12","S"
"168901003","WALLACE ACCELERATED H S","Y","N","COLORADO ISD","168901","08 - 11","S"
"168901100","COLORADO EL AND MIDDLE","N","N","COLORADO ISD","168901","EE - 08","E"
"168902001","LORAINE SCHOOL","N","N","LORAINE ISD","168902","PK - 12","B"
"168903001","WESTBROOK SCHOOL","N","N","WESTBROOK ISD","168903","PK - 12","B"
"169901001","BOWIE H S","N","N","BOWIE ISD","169901","09 - 12","S"
"169901041","BOWIE J H","N","N","BOWIE ISD","169901","06 - 08","M"
"169901042","BOWIE INT","N","N","BOWIE ISD","169901","EE - 05","E"
"169902001","NOCONA H S","N","N","NOCONA ISD","169902","09 - 12","S"
"169902041","NOCONA MIDDLE","N","N","NOCONA ISD","169902","06 - 08","M"
"169902101","NOCONA EL","N","N","NOCONA ISD","169902","EE - 05","E"
"169906001","GOLD BURG SCHOOL","N","N","GOLD BURG ISD","169906","PK - 12","B"
"169908101","MONTAGUE EL","N","N","MONTAGUE ISD","169908","PK - 08","E"
"169909001","PRAIRIE VALLEY H S","N","N","PRAIRIE VALLEY ISD","169909","06 - 12","B"
"169909101","PRAIRIE VALLEY EL","N","N","PRAIRIE VALLEY ISD","169909","PK - 05","E"
"169910001","FORESTBURG SCHOOL","N","N","FORESTBURG ISD","169910","PK - 12","B"
"169911001","SAINT JO H S","N","N","SAINT JO ISD","169911","07 - 12","S"
"169911101","SAINT JO EL","N","N","SAINT JO ISD","169911","EE - 06","E"
"170801003","TEXAS SERENITY ACADEMY","N","Y","TEXAS SERENITY ACADEMY","170801","KG - 08","E"
"170801004","TEXAS SERENITY ACADEMY - GANO","N","Y","TEXAS SERENITY ACADEMY","170801","KG - 05","E"
"170902001","CONROE H S","N","N","CONROE ISD","170902","09 - 12","S"
"170902002","HAUKE ALTER ED","Y","N","CONROE ISD","170902","09 - 12","S"
"170902003","THE WOODLANDS H S","N","N","CONROE ISD","170902","09 - 12","S"
"170902005","OAK RIDGE H S","N","N","CONROE ISD","170902","09 - 12","S"
"170902010","JJAEP","N","N","CONROE ISD","170902","06 - 12","B"
"170902011","CANEY CREEK H S","N","N","CONROE ISD","170902","09 - 12","S"
"170902014","COLLEGE PARK H S","N","N","CONROE ISD","170902","09 - 12","S"
"170902016","GRAND OAKS H S","N","N","CONROE ISD","170902","09 - 11","S"
"170902041","PEET J H","N","N","CONROE ISD","170902","07 - 08","M"
"170902043","WASHINGTON J H","N","N","CONROE ISD","170902","07 - 08","M"
"170902045","WILKERSON INT","N","N","CONROE ISD","170902","05 - 06","M"
