CAMPUS,CPETSAUC,CPETSAUP,CPETSBHC,CPETSBHP,CPETSIMC,CPETSINC,CPETSINP,CPETSNOC,CPETSNOP,CPETSPHC,CPETSPHP
"043901111",5,6.7,12,16,75,12,16,0,0,46,61.3
"043901112",-3,-3,15,17.9,84,15,17.9,-1,-1,40,47.6
"043901113",-3,-3,14,23.3,60,16,26.7,-1,-1,18,30
"043901114",23,24.5,17,18.1,94,8,8.5,0,0,46,48.9
"043901115",7,13.2,5,9.4,53,7,13.2,0,0,34,64.2
"043901116",7,9,29,37.2,78,11,14.1,0,0,31,39.7
"043901117",11,20.4,7,13,54,10,18.5,0,0,26,48.1
"043901118",-3,-3,18,20.9,86,12,14,-1,-1,50,58.1
"043901119",8,17.4,-1,-1,46,5,10.9,-1,-1,29,63
"043902001",16,15.7,42,41.2,102,39,38.2,0,0,5,4.9
"043902041",11,12.6,32,36.8,87,33,37.9,0,0,11,12.6
"043902101",6,5.9,19,18.8,101,7,6.9,10,9.9,59,58.4
"043902103",18,24.7,19,26,73,7,9.6,0,0,29,39.7
"043902105",-1,-1,9,14.8,61,-3,-3,0,0,40,65.6
"043903001",8,14,-3,-3,57,39,68.4,0,0,-1,-1
"043903041",-3,-3,14,24.1,58,35,60.3,0,0,-1,-1
"043903101",-1,-1,-3,-3,60,16,26.7,0,0,29,48.3
"043903103",-1,-1,-3,-3,18,0,0,0,0,10,55.6
"043903104",-1,-1,16,30.8,52,-3,-3,0,0,18,34.6
"043904001",-3,-3,15,29.4,51,29,56.9,0,0,-1,-1
"043904002",0,0,0,0,-1,-1,-1,0,0,0,0
"043904041",-1,-1,11,19,58,41,70.7,0,0,-3,-3
"043904101",-1,-1,-1,-1,34,-1,-1,-1,-1,25,73.5
"043904102",-1,-1,-3,-3,62,29,46.8,0,0,21,33.9
"043905001",19,14.7,32,24.8,129,69,53.5,0,0,9,7
"043905002",28,23.1,42,34.7,121,40,33.1,0,0,11,9.1
"043905003",0,0,0,0,0,0,0,0,0,0,0
"043905005",26,21,39,31.5,124,52,41.9,0,0,7,5.6
"043905006",35,28.2,41,33.1,124,41,33.1,0,0,7,5.6
"043905007",34,21.7,44,28,157,68,43.3,0,0,11,7
"043905008",25,18,37,26.6,139,63,45.3,0,0,14,10.1
"043905009",39,25.3,43,27.9,154,59,38.3,0,0,13,8.4
"043905010",31,29.5,31,29.5,105,34,32.4,0,0,9,8.6
"043905011",44,31.4,40,28.6,140,48,34.3,0,0,8,5.7
"043905012",28,23.1,22,18.2,121,65,53.7,0,0,6,5
"043905041",6,5.9,32,31.7,101,36,35.6,0,0,27,26.7
"043905043",9,10.8,22,26.5,83,39,47,0,0,13,15.7
"043905044",15,21.7,25,36.2,69,20,29,0,0,9,13
"043905045",7,8.6,28,34.6,81,35,43.2,0,0,11,13.6
"043905046",-3,-3,26,32.1,81,36,44.4,0,0,-1,-1
"043905047",12,12.1,36,36.4,99,39,39.4,0,0,12,12.1
"043905048",24,30.8,23,29.5,78,16,20.5,0,0,15,19.2
"043905049",16,17.6,29,31.9,91,29,31.9,0,0,17,18.7
"043905050",11,12.2,28,31.1,90,42,46.7,0,0,9,10
"043905051",14,16.7,24,28.6,84,32,38.1,0,0,14,16.7
"043905052",15,17.2,25,28.7,87,30,34.5,0,0,17,19.5
"043905053",30,32.3,33,35.5,93,24,25.8,0,0,6,6.5
"043905054",11,16.2,28,41.2,68,19,27.9,0,0,10,14.7
"043905055",14,15.4,42,46.2,91,22,24.2,0,0,13,14.3
"043905056",24,29.6,30,37,81,20,24.7,0,0,7,8.6
"043905057",23,31.9,22,30.6,72,15,20.8,0,0,12,16.7
"043905058",12,28.6,10,23.8,42,10,23.8,0,0,10,23.8
"043905102",17,23.9,15,21.1,71,8,11.3,0,0,31,43.7
"043905103",19,30.2,6,9.5,63,13,20.6,0,0,25,39.7
"043905104",16,22.5,15,21.1,71,-3,-3,-1,-1,26,36.6
"043905105",16,33.3,6,12.5,48,6,12.5,0,0,20,41.7
"043905106",16,23.5,12,17.6,68,9,13.2,0,0,31,45.6
"043905107",33,41.3,14,17.5,80,9,11.3,0,0,24,30
"043905108",13,16.9,15,19.5,77,14,18.2,0,0,35,45.5
"043905109",-3,-3,13,28.3,46,12,26.1,-1,-1,12,26.1
"043905110",8,13.6,11,18.6,59,18,30.5,0,0,22,37.3
"043905111",-3,-3,8,17.8,45,7,15.6,-1,-1,23,51.1
"043905112",11,16.4,16,23.9,67,5,7.5,0,0,35,52.2
"043905113",14,20.3,12,17.4,69,16,23.2,0,0,27,39.1
"043905114",7,29.2,-1,-1,24,-1,-1,-1,-1,12,50
"043905115",14,21.5,15,23.1,65,-3,-3,-1,-1,21,32.3
"043905116",9,13.2,17,25,68,9,13.2,0,0,33,48.5
"043905117",20,26,13,16.9,77,10,13,0,0,34,44.2
"043905118",7,8,27,30.7,88,13,14.8,0,0,41,46.6
"043905119",11,16.7,19,28.8,66,-3,-3,-1,-1,28,42.4
"043905120",10,21.7,9,19.6,46,6,13,0,0,21,45.7
"043905121",15,16.9,13,14.6,89,25,28.1,0,0,36,40.4
"043905122",10,16.9,9,15.3,59,-3,-3,-1,-1,33,55.9
"043905123",25,39.7,-1,-1,63,-1,-1,0,0,32,50.8
"043905124",7,11.1,7,11.1,63,13,20.6,0,0,36,57.1
"043905125",11,12.9,19,22.4,85,11,12.9,0,0,44,51.8
"043905126",7,9.7,16,22.2,72,16,22.2,0,0,33,45.8
"043905127",9,14.5,11,17.7,62,6,9.7,0,0,36,58.1
"043905128",11,16.2,12,17.6,68,-3,-3,-1,-1,34,50
"043905129",6,9.7,9,14.5,62,12,19.4,0,0,35,56.5
"043905130",18,20.5,27,30.7,88,-3,-3,-1,-1,27,30.7
"043905131",19,29.2,6,9.2,65,9,13.8,0,0,31,47.7
"043905132",8,10.4,17,22.1,77,11,14.3,0,0,41,53.2
"043905133",6,9.5,15,23.8,63,5,7.9,0,0,37,58.7
"043905134",17,30.9,-3,-3,55,-1,-1,0,0,21,38.2
"043905135",74,22.5,13,4,329,5,1.5,39,11.9,198,60.2
"043905136",12,20.7,19,32.8,58,6,10.3,0,0,21,36.2
"043905137",21,22.8,9,9.8,92,12,13,0,0,50,54.3
"043905138",23,40.4,10,17.5,57,-1,-1,-1,-1,19,33.3
"043905139",12,25.5,9,19.1,47,6,12.8,0,0,20,42.6
"043905140",20,41.7,-3,-3,48,0,0,-1,-1,21,43.8
"043905141",12,19.7,10,16.4,61,11,18,0,0,28,45.9
"043905142",18,30,8,13.3,60,-3,-3,-1,-1,26,43.3
"043905143",5,19.2,-1,-1,26,-1,-1,0,0,15,57.7
"043905144",15,25.9,-3,-3,58,-1,-1,0,0,35,60.3
"043907002",45,15.4,77,26.4,292,157,53.8,0,0,13,4.5
"043907004",-3,-3,50,24.2,207,115,55.6,0,0,-1,-1
"043907005",0,0,0,0,0,0,0,0,0,0,0
"043907006",0,0,16,61.5,26,-3,-3,0,0,-1,-1
"043907007",37,18.4,63,31.3,201,86,42.8,0,0,15,7.5
"043907041",16,11.4,41,29.3,140,65,46.4,0,0,18,12.9
"043907043",18,15.4,30,25.6,117,53,45.3,0,0,16,13.7
"043907044",21,13.5,45,28.8,156,78,50,0,0,12,7.7
"043907045",19,14.6,44,33.8,130,47,36.2,0,0,20,15.4
"043907046",22,17.6,48,38.4,125,46,36.8,0,0,9,7.2
"043907102",11,19.3,8,14,57,25,43.9,0,0,13,22.8
"043907104",-1,-1,-3,-3,70,21,30,0,0,37,52.9
"043907105",-1,-1,-1,-1,50,20,40,0,0,23,46
"043907107",-1,-1,-3,-3,64,14,21.9,0,0,38,59.4
"043907108",-1,-1,18,34,53,-3,-3,0,0,26,49.1
"043907109",16,21.9,14,19.2,73,13,17.8,0,0,30,41.1
"043907111",5,10,6,12,50,8,16,0,0,31,62
"043907112",11,14.9,14,18.9,74,22,29.7,0,0,27,36.5
"043907113",-1,-1,25,40.3,62,-3,-3,0,0,21,33.9
"043907115",-1,-1,6,12.5,48,-3,-3,0,0,33,68.8
"043907116",14,23,-3,-3,61,14,23,-1,-1,21,34.4
"043907117",-1,-1,25,42.4,59,-3,-3,0,0,18,30.5
"043907118",-3,-3,13,16.5,79,28,35.4,-1,-1,31,39.2
"043907119",-3,-3,14,20.3,69,16,23.2,-1,-1,31,44.9
"043907120",11,19,14,24.1,58,13,22.4,0,0,20,34.5
"043907121",14,17.5,10,12.5,80,10,12.5,0,0,46,57.5
"043907122",16,25.4,8,12.7,63,12,19,0,0,27,42.9
"043907123",19,22.9,-3,-3,83,18,21.7,-1,-1,28,33.7
"043907124",13,15.1,11,12.8,86,22,25.6,0,0,40,46.5
"043907125",10,7.5,6,4.5,134,5,3.7,14,10.4,99,73.9
"043907126",15,20.8,10,13.9,72,12,16.7,0,0,35,48.6
"043907197",0,0,-3,-3,6,-1,-1,0,0,0,0
"043908001",-1,-1,34,40,85,44,51.8,0,0,-1,-1
"043908101",9,10.1,34,38.2,89,34,38.2,0,0,12,13.5
"043908102",-3,-3,23,27.4,84,16,19,-1,-1,31,36.9
"043908105",-3,-3,25,30.9,81,13,16,-1,-1,33,40.7
"043910001",66,21.1,53,16.9,313,163,52.1,0,0,31,9.9
"043910003",27,17.3,23,14.7,156,97,62.2,0,0,9,5.8
"043910004",24,15.7,28,18.3,153,91,59.5,0,0,10,6.5
"043910005",28,20.1,-3,-3,139,83,59.7,0,0,-1,-1
"043910006",47,19.7,35,14.7,238,151,63.4,0,0,5,2.1
"043910007",20,16.5,22,18.2,121,73,60.3,0,0,6,5
"043910008",5,35.7,-1,-1,14,-1,-1,0,0,-1,-1
"043910009",21,25,18,21.4,84,45,53.6,0,0,0,0
"043910010",66,31.1,-3,-3,212,102,48.1,0,0,-1,-1
"043910011",34,27.2,15,12,125,71,56.8,0,0,5,4
"043910025",0,0,0,0,-1,-1,-1,0,0,0,0
"043910042",15,10.6,27,19.1,141,92,65.2,0,0,7,5
"043910043",13,13.3,16,16.3,98,60,61.2,0,0,9,9.2
"043910044",23,14.8,38,24.5,155,61,39.4,0,0,33,21.3
"043910045",13,13,20,20,100,61,61,0,0,6,6
"043910046",15,14.4,27,26,104,53,51,0,0,9,8.7
"043910047",21,28.4,19,25.7,74,28,37.8,0,0,6,8.1
"043910048",29,29.6,28,28.6,98,34,34.7,0,0,7,7.1
"043910049",26,21.3,23,18.9,122,58,47.5,0,0,15,12.3
"043910050",21,22.1,18,18.9,95,48,50.5,0,0,8,8.4
"043910052",19,15.4,34,27.6,123,61,49.6,0,0,9,7.3
"043910053",11,22.4,13,26.5,49,15,30.6,0,0,10,20.4
"043910054",25,26,31,32.3,96,32,33.3,0,0,8,8.3
"043910056",19,15.6,29,23.8,122,59,48.4,0,0,15,12.3
"043910101",-3,-3,13,16.9,77,14,18.2,-1,-1,37,48.1
"043910102",11,18,-3,-3,61,16,26.2,-1,-1,24,39.3
"043910103",-3,-3,-1,-1,96,25,26,0,0,53,55.2
"043910104",-3,-3,16,20,80,27,33.8,-1,-1,24,30
"043910105",7,10.8,8,12.3,65,13,20,0,0,37,56.9
"043910106",17,32.7,8,15.4,52,-3,-3,-1,-1,20,38.5
"043910108",-3,-3,16,26.2,61,11,18,-1,-1,26,42.6
"043910109",13,19.1,-3,-3,68,17,25,-1,-1,30,44.1
"043910111",-3,-3,11,9.6,115,22,19.1,-1,-1,72,62.6
"043910112",16,17.8,-3,-3,90,21,23.3,-1,-1,42,46.7
"043910113",16,21.6,-3,-3,74,23,31.1,-1,-1,22,29.7
"043910114",14,27.5,12,23.5,51,-3,-3,-1,-1,13,25.5
"043910115",-3,-3,10,18.2,55,8,14.5,-1,-1,29,52.7
"043910116",16,23.5,-3,-3,68,9,13.2,-1,-1,35,51.5
"043910117",15,17.9,14,16.7,84,-3,-3,-1,-1,40,47.6
"043910118",20,31.3,16,25,64,14,21.9,0,0,14,21.9
"043910119",20,38.5,-3,-3,52,10,19.2,-1,-1,12,23.1
"043910120",9,18.4,10,20.4,49,12,24.5,0,0,18,36.7
"043910121",10,14.5,16,23.2,69,13,18.8,0,0,30,43.5
"043910122",8,16.3,16,32.7,49,10,20.4,0,0,15,30.6
"043910123",11,20.8,-3,-3,53,10,18.9,-1,-1,22,41.5
"043910124",10,13.2,-1,-1,76,20,26.3,-1,-1,43,56.6
"043910125",9,19.1,-3,-3,47,13,27.7,-1,-1,15,31.9
"043910126",11,19.3,14,24.6,57,-3,-3,-1,-1,21,36.8
"043910127",11,20.8,16,30.2,53,-3,-3,-1,-1,19,35.8
"043910128",10,19.2,15,28.8,52,-3,-3,-1,-1,18,34.6
"043910129",13,24.1,13,24.1,54,-3,-3,-1,-1,17,31.5
"043910130",20,35.7,-3,-3,56,7,12.5,-1,-1,23,41.1
"043910131",12,26.7,13,28.9,45,-1,-1,-1,-1,15,33.3
"043910132",18,29.5,11,18,61,-3,-3,-1,-1,25,41
"043910133",8,20.5,-1,-1,39,10,25.6,-1,-1,16,41
"043910134",15,23.8,14,22.2,63,7,11.1,0,0,27,42.9
"043910135",13,32.5,-1,-1,40,10,25,-1,-1,12,30
"043910136",13,29.5,-3,-3,44,7,15.9,-1,-1,18,40.9
"043910138",11,17.5,13,20.6,63,10,15.9,0,0,29,46
"043910139",18,27.3,10,15.2,66,-1,-1,-1,-1,33,50
"043910140",13,34.2,-1,-1,38,-1,-1,-1,-1,18,47.4
"043910141",5,12.2,17,41.5,41,-1,-1,-1,-1,15,36.6
"043910142",13,19.1,14,20.6,68,-3,-3,-1,-1,30,44.1
"043910143",10,14.9,8,11.9,67,24,35.8,0,0,25,37.3
"043910144",12,29.3,5,12.2,41,7,17.1,0,0,17,41.5
"043910145",12,17.6,9,13.2,68,6,8.8,0,0,41,60.3
"043910148",16,29.1,-3,-3,55,10,18.2,-1,-1,23,41.8
"043910149",-3,-3,8,13.3,60,14,23.3,-1,-1,30,50
"043910160",58,35.2,-3,-3,165,-1,-1,22,13.3,73,44.2
"043910161",34,27.4,8,6.5,124,0,0,11,8.9,71,57.3
"043910165",33,22.4,-1,-1,147,0,0,-3,-3,92,62.6
"043910200",-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"043910213",0,0,0,0,18,0,0,-1,-1,-3,-3
"043911001",11,7.5,22,15.1,146,106,72.6,0,0,7,4.8
"043911041",8,9.6,23,27.7,83,47,56.6,0,0,5,6
"043911101",18,18.4,10,10.2,98,23,23.5,14,14.3,33,33.7
"043911102",9,19.6,-3,-3,46,31,67.4,0,0,-1,-1
"043911103",0,0,6,10.9,55,19,34.5,0,0,30,54.5
"043911104",-1,-1,17,36.2,47,-3,-3,0,0,22,46.8
"043911105",8,11.6,12,17.4,69,18,26.1,0,0,31,44.9
"043912001",35,15.5,54,23.9,226,127,56.2,0,0,10,4.4
"043912041",12,11.7,17,16.5,103,49,47.6,0,0,25,24.3
"043912042",26,17,47,30.7,153,60,39.2,0,0,20,13.1
"043912101",10,13.5,15,20.3,74,5,6.8,0,0,44,59.5
"043912102",5,8.9,8,14.3,56,10,17.9,0,0,33,58.9
"043912103",11,11,18,18,100,24,24,0,0,47,47
"043912104",7,14.3,6,12.2,49,6,12.2,0,0,30,61.2
"043912105",13,10.7,14,11.5,122,6,4.9,5,4.1,84,68.9
"043912106",28,27.5,14,13.7,102,13,12.7,0,0,47,46.1
"043912107",29,34.9,10,12,83,-3,-3,-1,-1,35,42.2
"043912108",-1,-1,13,20,65,-1,-1,0,0,47,72.3
"043912109",14,28,-1,-1,50,-3,-3,0,0,23,46
"043914001",33,15.9,60,28.8,208,107,51.4,0,0,8,3.8
"043914002",0,0,-1,-1,-1,-1,-1,0,0,0,0
"043914003",-3,-3,68,34.2,199,102,51.3,0,0,-1,-1
"043914004",-1,-1,13,50,26,-3,-3,0,0,0,0
"043914041",11,10.5,39,37.1,105,46,43.8,0,0,9,8.6
"043914042",13,12,26,24.1,108,45,41.7,0,0,24,22.2
"043914043",15,17.6,14,16.5,85,50,58.8,0,0,6,7.1
"043914044",14,13.5,26,25,104,46,44.2,0,0,18,17.3
"043914045",10,15.9,16,25.4,63,31,49.2,0,0,6,9.5
"043914046",17,15.2,28,25,112,40,35.7,0,0,27,24.1
"043914101",33,28.4,9,7.8,116,15,12.9,7,6,52,44.8
"043914102",10,18.2,15,27.3,55,9,16.4,0,0,21,38.2
"043914103",9,12.5,15,20.8,72,11,15.3,0,0,37,51.4
"043914104",14,17.9,8,10.3,78,18,23.1,0,0,38,48.7
"043914105",16,22.9,-3,-3,70,13,18.6,-1,-1,35,50
"043914106",9,16.4,6,10.9,55,5,9.1,0,0,35,63.6
"043914107",8,13.8,10,17.2,58,7,12.1,0,0,33,56.9
"043914108",14,28,-3,-3,50,9,18,-1,-1,18,36
"043914109",13,24.1,-3,-3,54,-1,-1,0,0,27,50
"043914110",12,16.2,11,14.9,74,12,16.2,0,0,39,52.7
"043914111",16,19.8,9,11.1,81,15,18.5,0,0,41,50.6
"043917001",-3,-3,10,29.4,34,18,52.9,0,0,-1,-1
"043917041",0,0,7,17.5,40,33,82.5,0,0,0,0
"043917101",-1,-1,-3,-3,30,9,30,0,0,12,40
"043918001",9,13,15,21.7,69,45,65.2,0,0,0,0
"043918041",-1,-1,14,25,56,31,55.4,0,0,-3,-3
"043918101",-1,-1,-3,-3,44,18,40.9,0,0,20,45.5
"043918103",15,19.2,10,12.8,78,16,20.5,5,6.4,32,41
"043919001",18,26.1,25,36.2,69,21,30.4,0,0,5,7.2
"043919041",18,29.5,21,34.4,61,15,24.6,0,0,7,11.5
"043919042",20,28.2,20,28.2,71,19,26.8,0,0,12,16.9
"043919101",17,27.9,9,14.8,61,-3,-3,-1,-1,25,41
"043919102",12,20,-1,-1,60,-1,-1,0,0,40,66.7
"043919104",9,25.7,5,14.3,35,0,0,0,0,21,60
"044902001",0,0,-1,-1,20,-3,-3,0,0,0,0
"044902041",-1,-1,-1,-1,16,9,56.3,0,0,-1,-1
"044902101",0,0,-1,-1,26,14,53.8,0,0,-3,-3
"045902001",-3,-3,9,17.3,52,34,65.4,0,0,-1,-1
"045902002",0,0,0,0,-1,-1,-1,0,0,0,0
"045902003",-1,-1,17,89.5,19,-1,-1,0,0,0,0
"045902041",-1,-1,6,11.1,54,41,75.9,0,0,-1,-1
"045902101",5,6.5,10,13,77,30,39,6,7.8,26,33.8
"045903001",-1,-1,8,18.6,43,31,72.1,0,0,-1,-1
"045903004",0,0,-1,-1,10,-3,-3,0,0,0,0
"045903043",-1,-1,6,17.6,34,26,76.5,0,0,-1,-1
"045903102",0,0,0,0,-1,-1,-1,-1,-1,-1,-1
"045903103",-1,-1,-1,-1,14,5,35.7,0,0,6,42.9
"045903105",-1,-1,7,30.4,23,11,47.8,0,0,-1,-1
"045903106",-1,-1,-1,-1,29,-1,-1,-1,-1,16,55.2
"045905002",0,0,7,35,20,13,65,0,0,0,0
"045905041",0,0,-3,-3,23,11,47.8,0,0,-1,-1
"045905102",-1,-1,-1,-1,23,5,21.7,-1,-1,12,52.2
"046802001",0,0,21,80.8,26,5,19.2,0,0,0,0
"046802004",0,0,-3,-3,15,-1,-1,0,0,0,0
"046802007",0,0,33,62.3,53,-3,-3,0,0,-1,-1
"046802008",0,0,-1,-1,-1,0,0,0,0,0,0
"046802009",-1,-1,12,70.6,17,-1,-1,0,0,0,0
"046802010",0,0,-1,-1,-1,-1,-1,0,0,0,0
"046802011",0,0,29,85.3,34,5,14.7,0,0,0,0
"046802013",0,0,-1,-1,-1,-1,-1,0,0,0,0
"046802015",0,0,-1,-1,-1,0,0,0,0,0,0
"046901001",8,6.7,30,25,120,74,61.7,0,0,8,6.7
"046901002",-1,-1,14,23.3,60,42,70,0,0,-1,-1
"046901038",0,0,-1,-1,-1,-1,-1,0,0,0,0
"046901041",17,13.9,35,28.7,122,65,53.3,0,0,5,4.1
"046901042",-3,-3,17,25.4,67,39,58.2,0,0,-1,-1
"046901102",10,20,-1,-1,50,-1,-1,5,10,33,66
"046901103",0,0,-1,-1,23,-1,-1,0,0,15,65.2
"046901104",-1,-1,-3,-3,26,8,30.8,0,0,11,42.3
"046901105",8,16.7,10,20.8,48,15,31.3,0,0,15,31.3
"046901106",-1,-1,5,20,25,7,28,-1,-1,9,36
"046901107",-1,-1,8,30.8,26,-1,-1,0,0,14,53.8
"046901108",-1,-1,9,26.5,34,-3,-3,0,0,13,38.2
"046901109",25,29.1,-3,-3,86,19,22.1,-1,-1,30,34.9
"046901110",-1,-1,0,0,34,-3,-3,0,0,19,55.9
"046901111",-1,-1,-3,-3,44,13,29.5,0,0,19,43.2
"046902001",45,14.8,64,21.1,304,186,61.2,0,0,9,3
"046902002",39,16.2,75,31.1,241,122,50.6,0,0,5,2.1
"046902003",-3,-3,45,34.1,132,68,51.5,0,0,-1,-1
"046902007",-1,-1,-1,-1,8,-1,-1,0,0,0,0
"046902041",-3,-3,25,43.1,58,24,41.4,0,0,-1,-1
"046902042",12,11.7,23,22.3,103,62,60.2,0,0,6,5.8
"046902044",-3,-3,29,35.8,81,40,49.4,0,0,-1,-1
"046902045",12,12.8,24,25.5,94,52,55.3,0,0,6,6.4
"046902046",-3,-3,27,28.1,96,57,59.4,0,0,-1,-1
"046902047",11,8.6,44,34.4,128,61,47.7,0,0,12,9.4
"046902048",7,7.7,24,26.4,91,54,59.3,0,0,6,6.6
"046902101",-3,-3,16,21.9,73,19,26,-1,-1,31,42.5
"046902102",19,18.3,35,33.7,104,22,21.2,5,4.8,23,22.1
"046902104",14,17.9,-3,-3,78,35,44.9,-1,-1,15,19.2
"046902105",-3,-3,14,31.8,44,8,18.2,-1,-1,15,34.1
"046902107",-1,-1,-3,-3,44,15,34.1,0,0,19,43.2
"046902110",-1,-1,-3,-3,39,13,33.3,0,0,13,33.3
"046902111",20,18.3,31,28.4,109,-3,-3,-1,-1,42,38.5
"046902112",-1,-1,13,39.4,33,-3,-3,0,0,11,33.3
"046902113",7,13.7,11,21.6,51,20,39.2,0,0,13,25.5
"046902114",-1,-1,23,28.8,80,-3,-3,0,0,38,47.5
"046902115",26,22,25,21.2,118,35,29.7,7,5.9,25,21.2
"046902117",-1,-1,19,28.8,66,23,34.8,-3,-3,16,24.2
"046902119",5,8.1,11,17.7,62,25,40.3,0,0,21,33.9
"046902120",14,17.3,26,32.1,81,15,18.5,8,9.9,18,22.2
"046902121",-3,-3,28,41.2,68,12,17.6,-1,-1,16,23.5
"046902122",5,10.2,14,28.6,49,12,24.5,0,0,18,36.7
"046902123",11,15.9,22,31.9,69,22,31.9,0,0,14,20.3
"046902125",7,7.9,27,30.3,89,18,20.2,0,0,37,41.6
"046902201",-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"046902206",0,0,-1,-1,7,-3,-3,0,0,0,0
"046902210",0,0,0,0,0,0,0,0,0,0,0
"047901001",0,0,-1,-1,35,31,88.6,0,0,-1,-1
"047901041",-1,-1,8,22.2,36,25,69.4,0,0,-1,-1
"047901101",5,6.4,-1,-1,78,29,37.2,-1,-1,40,51.3
"047901103",0,0,0,0,-1,0,0,-1,-1,-1,-1
"047902001",-1,-1,-1,-1,17,14,82.4,0,0,0,0
"047902041",0,0,-1,-1,20,14,70,0,0,-1,-1
"047902101",-1,-1,0,0,38,9,23.7,-1,-1,26,68.4
"047903001",0,0,-1,-1,19,14,73.7,0,0,-1,-1
"047905001",0,0,-1,-1,25,-3,-3,0,0,14,56
"048901001",-1,-1,-1,-1,28,19,67.9,0,0,-1,-1
"048901102",0,0,0,0,-1,0,0,0,0,-1,-1
"048903001",0,0,-1,-1,17,12,70.6,0,0,-1,-1
"048903002",0,0,0,0,0,0,0,0,0,0,0
"048903190",-1,-1,-1,-1,5,-1,-1,0,0,0,0
"048903191",0,0,0,0,-1,0,0,0,0,-1,-1
"048903195",0,0,0,0,-1,-1,-1,0,0,0,0
"049901001",-3,-3,21,23.3,90,60,66.7,0,0,-1,-1
"049901041",-1,-1,-3,-3,34,26,76.5,0,0,0,0
"049901101",9,17,11,20.8,53,-1,-1,-1,-1,27,50.9
"049901104",-1,-1,-3,-3,30,19,63.3,0,0,0,0
"049901107",6,10.9,13,23.6,55,15,27.3,0,0,21,38.2
"049902001",-1,-1,-1,-1,27,24,88.9,0,0,-1,-1
"049902101",-1,-1,-1,-1,37,16,43.2,0,0,15,40.5
"049903001",0,0,5,21.7,23,18,78.3,0,0,0,0
"049903041",-1,-1,-1,-1,35,28,80,0,0,-1,-1
"049903101",0,0,0,0,37,13,35.1,0,0,24,64.9
"049905001",-1,-1,5,15.6,32,25,78.1,0,0,-1,-1
"049905002",0,0,0,0,0,0,0,0,0,0,0
"049905042",-1,-1,-1,-1,34,27,79.4,0,0,-1,-1
"049905101",-1,-1,-1,-1,52,25,48.1,0,0,22,42.3
"049906001",-1,-1,-3,-3,52,25,48.1,0,0,16,30.8
"049907001",-1,-1,-1,-1,17,13,76.5,0,0,0,0
"049907101",-1,-1,-1,-1,23,7,30.4,0,0,12,52.2
"049908101",-1,-1,-1,-1,5,-1,-1,0,0,-1,-1
"049909101",0,0,-1,-1,7,-1,-1,0,0,-1,-1
"050901001",0,0,-1,-1,13,11,84.6,0,0,-1,-1
"050901101",-1,-1,-1,-1,11,-1,-1,0,0,5,45.5
"050902001",8,9.4,26,30.6,85,46,54.1,0,0,5,5.9
"050902041",-1,-1,9,28.1,32,14,43.8,0,0,-3,-3
"050902101",10,12.2,15,18.3,82,17,20.7,0,0,40,48.8
"050902102",-3,-3,-1,-1,29,0,0,7,24.1,14,48.3
"050902103",8,9.6,27,32.5,83,26,31.3,0,0,22,26.5
"050904001",0,0,0,0,13,-3,-3,0,0,-1,-1
"050909001",-1,-1,-3,-3,34,10,29.4,0,0,14,41.2
"050910001",27,11.2,57,23.6,242,153,63.2,0,0,5,2.1
"050910005",0,0,-1,-1,5,-1,-1,0,0,0,0
"050910041",-3,-3,39,37.5,104,51,49,0,0,-1,-1
"050910042",13,11.4,29,25.4,114,63,55.3,0,0,9,7.9
"050910101",-3,-3,17,23.6,72,22,30.6,-1,-1,26,36.1
"050910102",-1,-1,12,23.5,51,21,41.2,-1,-1,14,27.5
"050910104",18,24.3,17,23,74,14,18.9,0,0,25,33.8
"050910105",-1,-1,-1,-1,31,0,0,10,32.3,18,58.1
"050910106",-1,-1,14,28,50,-3,-3,0,0,26,52
"050910107",-3,-3,13,20.6,63,14,22.2,-1,-1,30,47.6
"050910110",19,25.7,12,16.2,74,-3,-3,-1,-1,30,40.5
"051901001",0,0,6,17.6,34,23,67.6,0,0,5,14.7
"052901001",0,0,-1,-1,17,-3,-3,0,0,0,0
"052901041",-1,-1,-1,-1,26,13,50,0,0,5,19.2
"052901101",-1,-1,-1,-1,49,5,10.2,-1,-1,37,75.5
"053001001",0,0,-1,-1,20,16,80,0,0,-1,-1
"053001041",-1,-1,-1,-1,15,12,80,0,0,0,0
"053001103",-1,-1,-3,-3,31,10,32.3,0,0,14,45.2
"054901001",-1,-1,-1,-1,22,18,81.8,0,0,0,0
"054901101",0,0,-1,-1,19,9,47.4,0,0,-3,-3
"054901200",-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1
"054902001",0,0,-1,-1,25,22,88,0,0,-1,-1
"054902102",-1,-1,0,0,14,6,42.9,-1,-1,5,35.7
"054903001",0,0,-1,-1,25,-3,-3,0,0,0,0
"054903002",0,0,0,0,0,0,0,0,0,0,0
"054903041",-1,-1,-1,-1,10,7,70,0,0,0,0
"054903102",-1,-1,-1,-1,28,10,35.7,-1,-1,12,42.9
"055901001",0,0,-1,-1,32,15,46.9,-1,-1,12,37.5
"056901001",-1,-1,7,31.8,22,12,54.5,0,0,-1,-1
"056901042",-1,-1,11,22.9,48,29,60.4,0,0,-3,-3
"056901104",-1,-1,6,18.8,32,6,18.8,-1,-1,17,53.1
