CAMPUS,CPETBILC,CPETBILP,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVOCC,CPETVOCP
"031903104",88,26,18,5.3,25,7.4,0,0
"031903105",124,34.7,13,3.6,30,8.4,0,0
"031903106",57,17,21,6.3,27,8,0,0
"031903107",148,32.2,31,6.8,46,10,0,0
"031903108",116,32.6,25,7,37,10.4,0,0
"031903109",239,38.5,47,7.6,52,8.4,0,0
"031903110",260,60.6,20,4.7,30,7,0,0
"031903111",93,12.4,58,7.7,24,3.2,0,0
"031903112",91,26.2,17,4.9,31,8.9,0,0
"031903114",90,22.2,24,5.9,43,10.6,0,0
"031903116",166,33.2,40,8,40,8,0,0
"031903117",71,7.8,89,9.8,66,7.3,0,0
"031903118",7,11.9,0,0,12,20.3,15,25.4
"031903120",55,8.5,29,4.5,70,10.8,0,0
"031903122",130,17.9,47,6.5,67,9.2,0,0
"031903123",247,39.1,38,6,52,8.2,0,0
"031903204",3,20,1,6.7,4,26.7,0,0
"031905001",74,7.7,56,5.8,75,7.8,822,85.4
"031905002",4,12.9,0,0,1,3.2,0,0
"031905003",1,20,0,0,0,0,4,80
"031905041",65,12.9,30,6,57,11.3,175,34.7
"031905101",111,21.6,16,3.1,49,9.5,0,0
"031905103",136,27.8,28,5.7,51,10.4,0,0
"031905105",56,11.3,32,6.5,57,11.5,0,0
"031905106",41,10,11,2.7,35,8.6,0,0
"031906001",94,5.6,117,7,148,8.9,1461,87.5
"031906002",100,6,140,8.4,139,8.4,1266,76.4
"031906003",0,0,0,0,4,28.6,9,64.3
"031906005",0,0,0,0,1,8.3,2,16.7
"031906041",106,13.3,66,8.3,82,10.3,248,31.1
"031906042",133,16.9,67,8.5,96,12.2,281,35.7
"031906101",149,25,39,6.5,56,9.4,0,0
"031906102",132,34.2,26,6.7,23,6,0,0
"031906103",187,42.6,7,1.6,24,5.5,0,0
"031906104",98,17.3,24,4.2,65,11.4,0,0
"031906105",95,11.7,115,14.2,70,8.6,267,32.9
"031906106",146,25.9,28,5,90,16,0,0
"031906107",207,32.6,23,3.6,77,12.1,0,0
"031906108",226,35.4,26,4.1,57,8.9,0,0
"031906109",172,26.1,61,9.3,40,6.1,0,0
"031906110",132,24.6,25,4.7,62,11.6,0,0
"031909001",104,14.9,45,6.5,63,9,577,82.8
"031909003",0,0,0,0,1,100,0,0
"031909041",145,28.9,31,6.2,43,8.6,133,26.5
"031909101",298,46.9,25,3.9,53,8.3,0,0
"031909102",281,47.9,36,6.1,51,8.7,0,0
"031911001",27,4.4,30,4.9,48,7.8,594,96.6
"031911041",26,6.3,31,7.5,50,12.2,124,30.2
"031911102",74,14.7,5,1,34,6.8,0,0
"031911103",58,13.9,25,6,40,9.6,0,0
"031912001",217,10,83,3.8,177,8.1,1720,79.2
"031912003",1,16.7,0,0,0,0,0,0
"031912004",1,25,0,0,1,25,0,0
"031912005",6,28.6,0,0,4,19,17,81
"031912007",80,10.4,27,3.5,76,9.9,526,68.7
"031912008",5,35.7,0,0,1,7.1,0,0
"031912009",6,7.3,0,0,0,0,0,0
"031912041",94,11,37,4.3,70,8.2,265,31.1
"031912042",154,18.7,28,3.4,89,10.8,239,29
"031912043",134,21.9,12,2,52,8.5,158,25.8
"031912101",105,20.9,6,1.2,29,5.8,0,0
"031912103",86,14.2,14,2.3,64,10.6,0,0
"031912104",10,2.3,37,8.5,40,9.2,0,0
"031912106",113,31.9,8,2.3,35,9.9,0,0
"031912108",101,29.1,5,1.4,25,7.2,0,0
"031912109",95,28,4,1.2,22,6.5,0,0
"031912110",64,15.3,5,1.2,47,11.3,0,0
"031912112",175,42,3,0.7,22,5.3,0,0
"031912114",177,41.9,11,2.6,34,8.1,0,0
"031912115",96,24.4,9,2.3,48,12.2,0,0
"031912116",125,31.4,6,1.5,29,7.3,0,0
"031912117",211,49.8,12,2.8,28,6.6,0,0
"031912201",7,15.6,0,0,9,20,0,0
"031913001",39,19.4,83,41.3,14,7,201,100
"031913005",0,0,0,0,0,0,0,0
"031913007",24,60,1,2.5,0,0,35,87.5
"031913041",15,19.5,21,27.3,9,11.7,51,66.2
"031913042",24,34.8,19,27.5,4,5.8,30,43.5
"031913101",141,47.5,30,10.1,18,6.1,0,0
"031914001",10,3.1,9,2.8,27,8.3,311,95.4
"031914002",0,0,0,0,0,0,0,0
"031914041",36,14.6,10,4,43,17.4,139,56.3
"031914101",111,21,14,2.6,47,8.9,0,0
"031916001",26,4.2,70,11.2,29,4.7,623,100
"031916003",15,1.8,32,3.8,16,1.9,848,100
"031916004",18,2.1,123,14.3,13,1.5,861,100
"031916005",1,0.1,235,29.3,14,1.7,801,100
"031916041",29,4.7,179,29.1,12,2,266,43.3
"031916042",18,3.6,46,9.3,20,4,254,51.1
"032902002",39,6,34,5.3,67,10.4,609,94.3
"032902041",42,11.3,24,6.4,26,7,99,26.5
"032902103",139,25,12,2.2,49,8.8,0,0
"032902104",133,31.8,0,0,34,8.1,0,0
"032902105",66,19.2,18,5.2,38,11.1,0,0
"033901001",2,1.3,8,5.1,22,13.9,47,29.7
"033902001",1,0.5,17,7.8,32,14.7,210,96.8
"033902041",1,0.6,16,9.6,20,12,19,11.4
"033902101",4,1.2,10,2.9,34,10,0,0
"033904001",0,0,11,7.5,18,12.2,102,69.4
"033904102",4,1.8,8,3.7,15,6.8,0,0
"034901001",6,1.3,57,11.9,42,8.8,446,93.3
"034901042",4,0.8,53,10.9,67,13.8,20,4.1
"034901106",11,3.3,39,11.6,41,12.2,0,0
"034901107",18,4.7,5,1.3,39,10.2,0,0
"034902001",4,3.2,4,3.2,12,9.5,41,32.5
"034903001",2,0.6,22,6.3,28,8,338,96.3
"034903041",13,4.7,8,2.9,28,10,37,13.3
"034903101",26,4.1,9,1.4,52,8.1,0,0
"034905002",1,0.5,22,10.1,22,10.1,216,99.5
"034905041",4,2.7,12,8.2,22,15.1,22,15.1
"034905102",20,6,27,8.1,29,8.7,0,0
"034906001",0,0,7,5.3,16,12.1,124,93.9
"034906041",0,0,9,9.5,7,7.4,0,0
"034906101",0,0,10,6.6,17,11.3,0,0
"034907001",0,0,28,8.9,25,8,286,91.4
"034907041",0,0,40,12.3,38,11.7,0,0
"034907101",0,0,19,4.8,47,11.8,0,0
"034909001",0,0,2,1.6,12,9.3,100,77.5
"034909101",5,3.4,0,0,11,7.4,0,0
"035901001",34,10.7,20,6.3,28,8.8,316,99.7
"035901041",51,14.4,15,4.2,21,5.9,0,0
"035901102",137,24.5,19,3.4,40,7.2,0,0
"035902001",26,11.2,9,3.9,14,6,60,25.9
"035903001",2,0.8,4,1.6,16,6.4,94,37.6
"036901001",9,2.3,26,6.8,40,10.4,336,87.3
"036901006",0,0,0,0,0,0,1,50
"036901041",11,3.6,14,4.6,23,7.6,37,12.3
"036901101",70,10.8,55,8.5,56,8.6,0,0
"036902001",21,1.4,73,4.7,78,5,1141,73.8
"036902005",0,0,0,0,1,9.1,3,27.3
"036902006",0,0,0,0,1,33.3,2,66.7
"036902042",6,1,71,12.1,56,9.5,44,7.5
"036902043",14,2,70,10.1,36,5.2,82,11.8
"036902102",18,4.7,10,2.6,31,8,0,0
"036902104",6,0.8,71,8.9,65,8.2,0,0
"036902105",59,6.6,51,5.7,63,7.1,0,0
"036902301",24,5.2,0,0,40,8.7,0,0
"036903001",21,4.8,25,5.7,39,9,415,95.4
"036903041",60,18.9,19,6,30,9.5,0,0
"036903101",253,33.1,43,5.6,69,9,0,0
"037901001",9,4.5,13,6.5,34,17,177,88.5
"037901041",36,18.8,12,6.3,26,13.5,13,6.8
"037901101",74,26.6,7,2.5,22,7.9,0,0
"037904002",120,9.2,87,6.6,120,9.2,1148,87.7
"037904004",0,0,0,0,1,33.3,1,33.3
"037904042",151,21.9,46,6.7,58,8.4,183,26.6
"037904043",244,30.4,54,6.7,63,7.8,0,0
"037904102",136,23.7,31,5.4,59,10.3,0,0
"037904103",329,52,13,2.1,56,8.8,0,0
"037904104",197,42.6,8,1.7,31,6.7,0,0
"037904105",240,46.5,12,2.3,48,9.3,0,0
"037907002",15,2.5,37,6.2,60,10,515,85.7
"037907041",26,5.4,41,8.6,60,12.5,135,28.2
"037907100",18,5.8,18,5.8,39,12.6,0,0
"037907102",24,7.7,12,3.8,33,10.6,0,0
"037907103",38,9.4,3,0.7,48,11.8,0,0
"037908001",188,34.6,5,0.9,32,5.9,140,25.7
"037909001",5,4.1,8,6.5,20,16.3,93,75.6
"037909101",5,3.1,6,3.7,20,12.3,0,0
"038901001",4,1.3,27,8.7,36,11.5,279,89.4
"038901041",6,2.4,24,9.8,26,10.6,11,4.5
"038901102",29,5.2,19,3.4,56,10.1,0,0
"039902001",1,0.4,20,7.5,21,7.8,264,98.5
"039902041",1,0.4,17,7.5,31,13.7,94,41.6
"039902101",4,0.9,22,4.8,48,10.4,0,0
"039903001",1,0.4,9,3.8,25,10.7,169,72.2
"039903101",3,1.1,8,2.8,27,9.6,0,0
"039904001",0,0,2,1.6,8,6.4,41,32.8
"039905001",0,0,2,1.5,22,16.1,55,40.1
"040901001",72,18.8,25,6.5,35,9.2,98,25.7
"040901002",1,14.3,0,0,2,28.6,6,85.7
"040902001",20,6.2,7,2.2,36,11.1,108,33.3
"041901001",4,1.6,19,7.7,24,9.7,104,41.9
"041902001",2,1.9,4,3.8,10,9.5,77,73.3
"041902002",0,0,0,0,1,50,1,50
"041902101",2,1.2,1,0.6,17,10,0,0
"041902180",0,0,0,0,2,100,0,0
"041902195",0,0,0,0,4,100,3,75
"042901001",4,1.7,18,7.5,28,11.6,227,94.2
"042901041",2,0.8,12,4.8,27,10.9,0,0
"042901102",15,3.8,2,0.5,36,9.2,0,0
"042903001",0,0,8,6.9,9,7.8,100,86.2
"042903101",0,0,15,10.3,9,6.2,0,0
"042905001",2,1.1,1,0.6,19,10.9,79,45.4
"043801001",99,7.4,0,0,66,4.9,0,0
"043802101",17,15.3,0,0,7,6.3,0,0
"043901001",117,2.4,698,14.3,434,8.9,3189,65.3
"043901002",54,3,280,15.8,155,8.7,1376,77.5
"043901042",45,5.1,107,12.2,89,10.2,386,44.2
"043901043",33,2.5,235,18.1,119,9.2,683,52.7
"043901044",59,4.8,283,23.2,105,8.6,587,48.2
"043901101",117,20.6,13,2.3,137,24.2,0,0
"043901102",267,40.5,22,3.3,69,10.5,0,0
"043901104",38,6.6,27,4.7,89,15.4,0,0
"043901105",29,5.6,39,7.5,81,15.5,0,0
"043901106",35,5,275,39,50,7.1,0,0
"043901107",52,8.8,56,9.5,56,9.5,0,0
"043901108",30,5.9,85,16.7,75,14.7,0,0
"043901109",36,7,44,8.6,68,13.3,0,0
"043901110",52,9.7,42,7.9,62,11.6,0,0
"043901111",42,6.4,120,18.3,73,11.1,0,0
"043901112",56,7.7,55,7.6,92,12.7,0,0
"043901113",58,8.3,107,15.3,67,9.6,0,0
"043901114",47,7,64,9.5,95,14.1,0,0
"043901115",39,5.6,89,12.8,50,7.2,0,0
"043901116",43,6.6,65,10,62,9.6,0,0
"043901117",44,7.9,72,12.9,34,6.1,0,0
"043901118",27,4.1,51,7.7,69,10.4,0,0
"043901119",8,1.5,71,13.4,44,8.3,0,0
"043902001",30,3.2,35,3.8,90,9.7,903,97.7
"043902041",81,10.3,58,7.4,70,8.9,240,30.7
"043902101",107,16.6,26,4,89,13.8,0,0
"043902103",79,13.6,18,3.1,76,13.1,0,0
"043902105",103,20.3,18,3.5,50,9.8,0,0
"043902197",0,0,0,0,0,0,1,50
"043903001",10,1.3,54,6.8,57,7.2,687,86.7
"043903041",16,2.6,54,8.6,54,8.6,31,5
"043903101",73,13.7,30,5.6,51,9.6,0,0
"043903103",41,18.6,0,0,18,8.2,0,0
"043903104",18,4.5,22,5.5,37,9.3,0,0
"043904001",11,2.2,33,6.5,48,9.4,442,87
"043904041",41,9.8,27,6.5,52,12.4,115,27.5
"043904101",47,20.7,2,0.9,31,13.7,0,0
"043904102",84,17.6,20,4.2,53,11.1,0,0
"043905001",99,6.5,198,13,125,8.2,978,64.2
"043905002",36,1.8,375,18.6,140,6.9,1459,72.3
"043905003",0,0,0,0,0,0,0,0
"043905005",22,1,332,15.2,148,6.8,1632,74.5
"043905006",47,2.4,381,19.2,120,6.1,1373,69.3
"043905007",41,1.9,231,10.6,147,6.7,1593,72.9
"043905008",39,1.8,176,8.3,146,6.9,1434,67.3
"043905009",27,1.4,237,12.1,137,7,1323,67.7
"043905010",13,0.7,292,16.1,102,5.6,1272,69.9
"043905011",22,2.3,206,21.8,99,10.5,535,56.6
"043905041",85,12.8,57,8.6,108,16.3,0,0
"043905043",43,5.4,90,11.4,93,11.8,0,0
"043905044",16,1.8,154,17.6,62,7.1,0,0
"043905045",51,5.1,134,13.3,93,9.2,0,0
"043905046",9,1,138,15.9,69,8,0,0
"043905047",29,3.4,120,14,101,11.8,0,0
"043905048",67,5.9,349,30.6,78,6.8,0,0
"043905049",25,2.9,101,11.6,95,10.9,0,0
"043905050",28,2.8,102,10.2,96,9.6,0,0
"043905051",53,6.5,95,11.7,70,8.6,0,0
"043905052",34,3.4,152,15.4,94,9.5,0,0
"043905053",22,2.3,152,16,98,10.3,0,0
"043905054",29,2.7,343,31.6,67,6.2,0,0
"043905055",22,2.5,127,14.3,94,10.6,0,0
"043905056",14,1.8,162,21,77,10,0,0
"043905057",7,0.9,156,20.4,70,9.2,0,0
"043905102",17,3.3,34,6.6,66,12.7,0,0
"043905103",45,5.9,76,10,66,8.7,0,0
"043905104",58,9.2,56,8.9,71,11.3,0,0
"043905105",78,12.1,75,11.6,45,7,0,0
"043905106",280,52.4,16,3,64,12,0,0
"043905107",11,1.9,76,13,58,9.9,0,0
"043905108",51,13.3,7,1.8,60,15.7,0,0
"043905109",84,11.2,157,20.9,53,7.1,0,0
"043905110",57,9.6,38,6.4,62,10.4,0,0
"043905111",97,13.2,37,5,48,6.5,0,0
"043905112",45,6.2,73,10.1,58,8,0,0
"043905113",27,4.2,57,8.8,47,7.3,0,0
"043905114",118,15.3,101,13.1,25,3.2,0,0
"043905115",32,4.7,39,5.7,64,9.3,0,0
"043905116",34,4.8,82,11.6,74,10.5,0,0
"043905117",6,1.3,49,10.2,72,15,0,0
"043905118",18,2.6,76,11.1,69,10.1,0,0
"043905119",33,5,87,13.2,72,11,0,0
"043905120",42,6.1,26,3.8,70,10.2,0,0
"043905121",46,6.4,51,7.1,89,12.3,0,0
"043905122",84,10.2,56,6.8,63,7.6,0,0
"043905123",88,12.5,69,9.8,54,7.6,0,0
"043905124",82,9.9,74,9,61,7.4,0,0
"043905125",48,6.5,43,5.8,83,11.2,0,0
"043905126",32,5.3,31,5.1,69,11.4,0,0
"043905127",97,19.2,25,4.9,68,13.4,0,0
"043905128",32,5,54,8.5,73,11.5,0,0
"043905129",51,8.1,39,6.2,66,10.5,0,0
"043905130",20,3.4,22,3.7,72,12.2,0,0
"043905131",13,2.2,42,7.2,68,11.6,0,0
"043905132",41,5.6,60,8.2,60,8.2,0,0
"043905133",43,6.4,47,7,53,7.9,0,0
"043905134",28,5.1,56,10.2,54,9.8,0,0
"043905135",252,36.8,0,0,306,44.7,0,0
"043905136",33,4.1,73,9,62,7.6,0,0
"043905137",46,6.3,37,5.1,103,14.1,0,0
"043905138",36,5,142,19.9,60,8.4,0,0
"043905139",63,8.5,82,11,49,6.6,0,0
"043905140",56,6.9,83,10.2,53,6.5,0,0
"043905141",52,8.2,21,3.3,54,8.6,0,0
"043905142",16,2.8,59,10.3,55,9.6,0,0
"043907002",153,5.2,246,8.3,270,9.1,2081,70.4
"043907004",55,2.6,161,7.7,197,9.4,1413,67.3
"043907005",0,0,0,0,1,10,7,70
"043907006",3,4.5,0,0,16,24.2,12,18.2
"043907007",102,3.6,342,12.1,196,6.9,2027,71.8
"043907041",158,12.2,134,10.4,131,10.1,145,11.2
"043907043",69,5.8,124,10.4,113,9.5,193,16.2
"043907044",113,12.3,70,7.6,133,14.5,114,12.4
"043907045",64,5.7,138,12.3,141,12.6,196,17.5
"043907046",35,2.6,157,11.9,138,10.4,224,16.9
"043907102",205,52.8,3,0.8,55,14.2,0,0
"043907104",153,38.8,9,2.3,53,13.5,0,0
"043907105",203,44.1,7,1.5,58,12.6,0,0
"043907107",375,72.1,29,5.6,57,11,0,0
"043907108",10,1.8,69,12.5,71,12.9,0,0
"043907109",6,1.3,48,10.1,54,11.3,0,0
"043907111",168,28.5,17,2.9,49,8.3,0,0
"043907112",25,5,45,9,65,12.9,0,0
"043907113",8,2.1,45,11.7,46,12,0,0
"043907115",10,1.8,71,12.5,49,8.6,0,0
"043907116",16,3.4,56,11.8,68,14.3,0,0
"043907117",23,5.5,26,6.2,62,14.8,0,0
"043907118",185,35.4,7,1.3,72,13.8,0,0
"043907119",173,33.2,24,4.6,45,8.6,0,0
"043907120",17,3.3,40,7.8,49,9.5,0,0
"043907121",43,6.4,84,12.5,70,10.4,0,0
"043907122",17,2.5,51,7.6,69,10.3,0,0
"043907123",57,8.5,56,8.4,76,11.4,0,0
"043907124",35,6,20,3.4,86,14.7,0,0
"043907125",235,51.6,0,0,132,29,0,0
"043907126",25,3.9,65,10.1,69,10.7,0,0
"043907197",2,14.3,0,0,4,28.6,7,50
"043908001",3,0.4,91,11,69,8.4,749,90.7
"043908101",19,2.8,74,11,77,11.5,0,0
"043908102",56,6.8,19,2.3,76,9.2,0,0
"043908105",15,3.3,33,7.2,51,11.1,0,0
"043910001",101,3.7,586,21.6,318,11.7,1933,71.4
"043910003",112,10.1,162,14.6,133,12,485,43.8
"043910004",52,5,231,22.4,122,11.8,416,40.3
"043910005",67,4.6,301,20.7,157,10.8,476,32.8
"043910006",122,4,799,26.4,236,7.8,2062,68.2
"043910007",95,6.5,287,19.7,128,8.8,469,32.1
"043910008",0,0,154,34.5,10,2.2,447,100
"043910009",28,1.9,567,39.5,77,5.4,454,31.6
"043910010",64,2.3,706,25.6,209,7.6,1816,65.7
"043910011",77,6.3,203,16.7,96,7.9,454,37.4
"043910025",0,0,1,25,1,25,2,50
"043910042",176,17.7,180,18.1,144,14.5,149,15
"043910043",100,12,142,17.1,110,13.3,183,22
"043910044",30,3.7,231,28.2,149,18.2,157,19.2
"043910045",205,29,90,12.7,108,15.3,73,10.3
"043910046",70,10.4,77,11.5,111,16.6,90,13.4
"043910047",35,4.1,304,35.5,76,8.9,205,23.9
"043910048",48,6.6,164,22.7,86,11.9,88,12.2
"043910049",78,6.3,290,23.3,118,9.5,301,24.1
"043910050",56,5.5,276,27.3,83,8.2,128,12.7
"043910052",117,11.1,169,16,110,10.4,240,22.8
"043910053",32,3,554,51.3,44,4.1,225,20.8
"043910054",39,3.1,341,27.1,110,8.7,305,24.2
"043910056",113,10.7,272,25.7,118,11.1,171,16.1
"043910101",236,43,61,11.1,74,13.5,0,0
"043910102",264,54.8,27,5.6,75,15.6,0,0
"043910103",333,56.2,32,5.4,87,14.7,0,0
"043910104",170,38.5,33,7.5,70,15.9,0,0
"043910105",257,50.7,53,10.5,54,10.7,0,0
"043910106",115,18.8,62,10.1,56,9.1,0,0
"043910108",32,6.8,45,9.5,59,12.5,0,0
"043910109",324,54.6,24,4,73,12.3,0,0
"043910111",76,17.5,83,19.1,122,28,0,0
"043910112",188,25.5,103,14,99,13.4,0,0
"043910113",160,32.9,63,12.9,73,15,0,0
"043910114",13,3.5,43,11.6,48,12.9,0,0
"043910115",37,9,95,23.1,61,14.8,0,0
"043910116",65,12.2,62,11.6,71,13.3,0,0
"043910117",209,31.6,63,9.5,83,12.6,0,0
"043910118",53,12.9,41,10,63,15.3,0,0
"043910119",50,13.7,24,6.6,45,12.3,0,0
"043910120",103,22.2,53,11.4,48,10.3,0,0
"043910121",84,15.4,53,9.7,56,10.2,0,0
"043910122",44,9.3,127,26.8,45,9.5,0,0
"043910123",55,8.4,99,15.1,49,7.5,0,0
"043910124",217,37.1,67,11.5,65,11.1,0,0
"043910125",39,9.1,65,15.2,45,10.5,0,0
"043910126",75,9.4,72,9,70,8.8,0,0
"043910127",90,20.2,26,5.8,49,11,0,0
"043910128",51,13.3,50,13,50,13,0,0
"043910129",111,16.8,78,11.8,44,6.6,0,0
"043910130",78,13.2,56,9.4,48,8.1,0,0
"043910131",56,14,49,12.3,39,9.8,0,0
"043910132",88,13.4,76,11.6,50,7.6,0,0
"043910133",55,13.2,133,31.9,38,9.1,0,0
"043910134",87,13.7,112,17.6,58,9.1,0,0
"043910135",134,24,75,13.4,35,6.3,0,0
"043910136",52,10.8,85,17.6,40,8.3,0,0
"043910138",105,18.6,74,13.1,67,11.9,0,0
"043910139",98,15.1,98,15.1,60,9.3,0,0
"043910140",92,15.6,188,31.8,36,6.1,0,0
"043910141",97,17.7,68,12.4,38,6.9,0,0
"043910142",61,10.8,54,9.6,57,10.1,0,0
"043910143",211,38.7,88,16.1,61,11.2,0,0
"043910144",71,14.9,154,32.3,33,6.9,0,0
"043910145",45,6.4,118,16.8,63,9,0,0
"043910148",147,21.8,103,15.3,54,8,0,0
"043910149",205,52,67,17,69,17.5,0,0
"043910160",225,55.6,0,0,154,38,0,0
"043910161",97,32.9,0,0,163,55.3,0,0
"043910165",222,58.1,0,0,147,38.5,0,0
"043910200",0,0,0,0,0,0,2,20
"043910213",88,60.3,0,0,20,13.7,0,0
"043911001",70,6,46,3.9,133,11.3,734,62.5
"043911041",73,11.8,34,5.5,81,13.1,312,50.3
"043911101",97,17.9,19,3.5,61,11.3,0,0
"043911102",51,14.9,18,5.3,39,11.4,0,0
"043911103",93,16.9,18,3.3,62,11.3,0,0
"043911104",137,26.4,21,4.1,37,7.1,0,0
"043911105",15,2.4,32,5.1,54,8.7,0,0
"043912001",26,0.9,298,10,188,6.3,2512,84.6
"043912002",0,0,0,0,0,0,1,100
"043912041",32,2.3,197,13.9,86,6.1,507,35.7
"043912042",11,0.8,180,12.8,114,8.1,487,34.6
"043912101",11,1.4,90,11.2,52,6.5,0,0
"043912102",118,14.1,83,9.9,44,5.3,0,0
"043912103",30,4,67,9,78,10.4,0,0
"043912104",4,0.4,94,9.5,52,5.3,0,0
"043912105",5,0.5,91,9.4,80,8.3,0,0
"043912106",70,7.2,65,6.7,118,12.2,0,0
"043912107",123,12.7,70,7.2,78,8.1,0,0
"043914001",58,2.4,327,13.5,183,7.5,1984,81.7
"043914002",0,0,0,0,0,0,3,75
"043914003",68,3.7,188,10.2,182,9.9,1530,82.9
"043914004",8,6,0,0,19,14.2,70,52.2
"043914041",56,7.3,114,14.8,96,12.4,0,0
"043914042",44,6.3,85,12.1,91,13,0,0
"043914043",23,2.7,114,13.5,90,10.6,0,0
"043914044",42,5.3,105,13.1,88,11,0,0
"043914045",67,7.5,172,19.3,58,6.5,0,0
"043914046",192,19.1,164,16.3,105,10.4,0,0
"043914101",185,33.1,10,1.8,133,23.8,0,0
"043914102",47,9.3,24,4.8,45,8.9,0,0
"043914103",29,6.9,24,5.7,50,11.9,0,0
"043914104",75,13.4,43,7.7,72,12.9,0,0
"043914105",106,19.2,50,9.1,57,10.3,0,0
"043914106",131,19.7,59,8.9,50,7.5,0,0
"043914107",91,13.4,78,11.5,50,7.4,0,0
"043914108",39,7.8,49,9.9,40,8,0,0
"043914109",83,12.8,74,11.4,57,8.8,0,0
"043914110",34,6.1,36,6.4,60,10.7,0,0
"043914111",288,44.7,36,5.6,62,9.6,0,0
"043917001",6,2.6,13,5.6,29,12.4,219,94
"043917041",19,9.5,20,10,32,16,0,0
"043917101",48,12.2,20,5.1,28,7.1,0,0
"043918001",47,7.6,55,8.8,56,9,581,93.4
"043918041",79,15.7,42,8.3,54,10.7,29,5.8
"043918101",257,42.5,44,7.3,40,6.6,0,0
"043918103",37,7,43,8.2,57,10.8,0,0
"043919001",8,0.5,301,20.4,71,4.8,1107,74.8
"043919041",2,0.3,190,24.4,54,6.9,282,36.2
"043919042",9,1.4,155,23.4,71,10.7,0,0
"043919101",11,2.6,74,17.7,49,11.7,0,0
"043919102",10,2.2,79,17.5,44,9.8,0,0
"043919104",8,1.9,57,13.8,32,7.7,0,0
"044902001",5,3.3,10,6.6,19,12.5,135,88.8
"044902041",9,8,5,4.5,11,9.8,0,0
"044902101",39,12,3,0.9,21,6.5,0,0
"045902001",22,4.7,16,3.4,43,9.1,402,85.5
"045902002",0,0,0,0,1,16.7,3,50
"045902003",0,0,0,0,29,74.4,19,48.7
"045902041",27,8.2,11,3.3,45,13.7,0,0
"045902101",147,21.5,18,2.6,76,11.1,0,0
"045903001",9,2.5,25,6.8,34,9.3,341,93.2
"045903004",0,0,0,0,4,6.3,0,0
"045903043",20,8,9,3.6,33,13.2,0,0
"045903102",8,12.7,1,1.6,3,4.8,0,0
"045903103",7,6.4,4,3.6,6,5.5,0,0
"045903105",29,13.5,11,5.1,25,11.6,0,0
"045903106",46,15.8,3,1,31,10.6,0,0
"045905002",18,8.7,14,6.8,22,10.6,200,96.6
"045905041",38,22,9,5.2,20,11.6,0,0
"045905102",71,24.8,7,2.4,24,8.4,0,0
"046802001",1,1.7,0,0,16,27.6,1,1.7
"046802004",1,1.8,0,0,18,31.6,0,0
"046802007",14,9.6,0,0,53,36.3,20,13.7
"046802008",77,97.5,0,0,0,0,0,0
"046802009",1,2.4,0,0,25,61,18,43.9
"046802010",1,4.5,0,0,2,9.1,0,0
"046802011",1,1.5,0,0,37,56.9,0,0
"046802012",35,100,0,0,0,0,0,0
"046901001",50,2.8,162,8.9,138,7.6,1558,86
"046901002",29,4.2,61,8.9,53,7.7,520,75.8
"046901038",5,10.4,1,2.1,3,6.3,0,0
"046901041",85,7.4,106,9.2,120,10.4,0,0
"046901042",53,5.7,114,12.3,60,6.5,0,0
"046901102",78,24.6,0,0,40,12.6,0,0
"046901103",120,29.6,22,5.4,18,4.4,0,0
"046901104",7,2.4,23,7.9,25,8.6,0,0
"046901105",16,4.3,22,5.9,43,11.6,0,0
"046901106",16,4.4,16,4.4,30,8.2,0,0
"046901107",10,2.7,25,6.6,33,8.8,0,0
"046901108",20,5.5,15,4.1,39,10.7,0,0
"046901109",24,5,16,3.3,60,12.4,0,0
"046901110",180,30.4,42,7.1,30,5.1,0,0
"046901111",31,4.2,45,6.1,36,4.9,0,0
"046902001",110,4.2,243,9.2,290,11,1919,72.8
"046902002",32,1.2,435,15.8,227,8.2,2032,73.6
"046902003",33,3.2,79,7.7,137,13.4,737,72
"046902007",0,0,47,14.5,4,1.2,310,95.7
"046902041",23,1.9,231,19.3,92,7.7,223,18.7
"046902042",86,7.2,119,10,147,12.4,384,32.4
"046902044",91,8,231,20.3,142,12.5,247,21.7
"046902045",38,3.6,169,16,123,11.7,266,25.3
"046902046",26,3.5,75,10,92,12.3,268,35.8
"046902101",9,2.2,55,13.7,59,14.7,0,0
"046902102",11,1.4,88,11.2,103,13.1,0,0
"046902104",24,4.2,36,6.3,54,9.4,0,0
"046902105",26,5.8,27,6,48,10.7,0,0
"046902107",204,30.3,116,17.2,49,7.3,0,0
"046902110",12,3.2,35,9.3,28,7.4,0,0
"046902111",41,5.5,70,9.5,84,11.4,0,0
"046902112",2,0.3,104,13.5,37,4.8,0,0
"046902113",26,4.8,34,6.3,37,6.9,0,0
"046902114",6,0.9,92,13.8,74,11.1,0,0
"046902115",16,2.4,43,6.4,108,16.1,0,0
"046902117",225,31.1,56,7.7,72,10,0,0
"046902119",279,36.9,66,8.7,53,7,0,0
"046902120",11,2.6,37,8.6,73,17.1,0,0
"046902121",12,3,47,11.8,66,16.5,0,0
"046902122",276,45,56,9.1,46,7.5,0,0
"046902123",11,2.1,44,8.3,84,15.9,0,0
"046902125",13,1.6,67,8.4,70,8.8,0,0
"046902201",1,2.9,0,0,6,17.6,13,38.2
"046902206",1,2.6,0,0,8,20.5,22,56.4
"047901001",15,4.6,23,7.1,26,8,279,86.4
